日付,曜日,特定日,531番台,,,,,,,532番台,,,,,,,533番台,,,,,,,535番台,,,,,,,536番台,,,,,,,537番台,,,,,,,538番台,,,,,,,550番台,,,,,,,551番台,,,,,,,552番台,,,,,,,553番台,,,,,,,555番台,,,,,,,556番台,,,,,,,557番台,,,,,,,558番台,,,,,,,560番台,,,,,,,561番台,,,,,,
,,,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差
2026-01-30,金,いいえ,"+3,330","7,582",0,18,1/421,0,-,"-3,051","6,331",0,14,1/452,47,13.0,"-2,846","3,558",0,5,1/712,60,6.0,"-1,428","3,767",0,7,1/538,33,1.0,"-1,592","5,055",0,14,1/361,50,3.0,"+8,245","6,272",0,12,1/523,12,5.0,"-2,940","5,379",0,14,1/384,53,1.0,-84,"6,337",0,14,1/453,32,3.0,"-1,878","4,030",0,8,1/504,50,3.0,-12,"7,284",0,16,1/455,34,1.0,"-2,087","4,113",0,7,1/588,29,2.0,-653,"5,895",0,14,1/421,54,1.0,"-3,263","6,546",0,15,1/436,60,6.0,"-2,957","5,543",0,8,1/693,54,1.0,"-1,649","5,753",0,11,1/523,52,2.0,"+1,453","4,497",0,9,1/500,7,7.0,-466,"8,327",0,17,1/490,27,15.0
2026-01-29,木,いいえ,"-1,163","1,988",0,5,1/398,26,5.0,"-3,470","5,784",0,10,1/578,47,6.0,"-3,466","4,547",0,6,1/758,41,3.0,"+1,016","7,569",0,20,1/378,17,9.0,"-2,343","3,495",0,5,1/699,56,4.0,"+1,610","6,633",0,15,1/442,26,5.0,+197,"5,414",0,12,1/451,21,4.0,-232,"3,878",0,8,1/485,52,1.0,-816,"5,477",0,10,1/548,41,3.0,-972,"3,038",0,6,1/506,59,3.0,"+11,167","8,665",0,24,1/361,3,-,"-3,258","3,057",0,4,1/764,64,5.0,"-2,849","6,455",0,14,1/461,59,3.0,-875,"6,778",0,17,1/399,51,4.0,"-4,230","6,378",0,12,1/532,38,8.0,+916,"3,887",0,8,1/486,8,5.0,"-2,108","3,622",0,6,1/604,30,4.0
2026-01-28,水,いいえ,"+8,478","5,840",0,13,1/449,5,5.0,-958,"9,377",0,19,1/494,29,10.0,"+3,120","5,268",0,13,1/405,15,9.0,"-1,087","4,434",0,11,1/403,45,16.0,"-2,303","3,754",0,9,1/417,57,3.0,-677,"1,303",0,3,1/434,70,6.0,-328,"7,581",0,21,1/361,6,1.0,"-3,611","4,805",0,10,1/481,54,2.0,-199,"3,307",0,5,1/661,46,1.0,"-3,170","6,105",0,17,1/359,48,2.0,"-1,509","4,242",0,13,1/326,64,3.0,"-2,487","2,929",0,3,1/976,52,4.0,"-2,995","7,733",0,18,1/430,61,1.0,"-3,911","3,255",0,4,1/814,60,3.0,"+2,573","6,721",0,21,1/320,19,4.0,"+9,578","6,845",0,11,1/622,0,-,+450,"6,678",0,15,1/445,5,5.0
2026-01-27,火,いいえ,"-2,794","4,831",0,12,1/403,54,2.0,"+1,063","4,844",0,14,1/346,37,2.0,"-1,511","3,325",0,5,1/665,40,1.0,-470,"5,232",0,11,1/476,35,3.0,-43,"5,847",0,18,1/325,54,2.0,"-2,155","2,133",0,4,1/533,60,6.0,"+6,592","5,156",0,17,1/303,6,6.0,"-2,903","6,733",0,16,1/421,49,5.0,"-3,381","7,834",0,18,1/435,39,2.0,"-1,056","3,371",0,5,1/674,32,26.0,"-1,828","4,210",0,9,1/468,64,4.0,+745,"5,322",0,18,1/296,44,4.0,"-1,636","5,647",0,14,1/403,65,1.0,"-2,254","3,073",0,6,1/512,54,2.0,"-3,643","3,641",0,6,1/607,52,3.0,"-1,830","4,621",0,10,1/462,54,2.0,"+4,806","6,530",0,13,1/502,0,-
2026-01-26,月,はい,"-2,878","8,280",0,22,1/376,37,2.0,"-5,549","4,296",0,5,1/859,19,6.0,-154,"8,251",0,20,1/413,2,-,"-1,197","9,615",0,27,1/356,31,5.0,"-4,022","4,590",0,7,1/656,49,3.0,"-2,747","6,479",0,12,1/540,43,3.0,"-1,807","7,453",0,15,1/497,46,2.0,"-1,462","6,442",0,13,1/496,49,3.0,-978,"8,621",0,21,1/411,20,1.0,"+2,807","9,832",0,31,1/317,13,11.0,"-2,644","8,838",0,22,1/402,40,3.0,"-3,344","6,347",0,12,1/529,49,3.0,"-4,898","8,000",0,14,1/571,56,7.0,"-2,769","8,446",0,19,1/445,44,1.0,"-1,969","8,430",0,21,1/401,26,3.0,"-3,050","8,585",0,20,1/429,35,4.0,"-2,763","6,946",0,15,1/463,23,3.0
2026-01-25,日,いいえ,+0,"7,312",0,10,1/731,37,3.0,"+8,774","6,598",0,9,1/733,1,1.0,"+4,769","6,998",0,13,1/538,1,1.0,"-1,900","5,473",0,15,1/365,43,3.0,"-1,719","7,216",0,14,1/515,12,3.0,"+2,175","6,700",0,12,1/558,30,3.0,"-2,444","2,572",0,4,1/643,57,2.0,"-3,019","7,057",0,13,1/543,39,2.0,-161,"5,385",0,11,1/490,34,4.0,"-4,544","5,075",0,10,1/508,55,1.0,"-1,850","4,466",0,10,1/447,27,6.0,"-1,932","6,035",0,14,1/431,40,1.0,+256,"7,574",0,17,1/446,43,3.0,"-3,205","3,669",0,7,1/524,54,11.0,"-1,268","7,322",0,14,1/523,9,8.0,+684,"6,427",0,15,1/428,21,9.0,"+2,095","6,833",0,16,1/427,0,-
2026-01-24,土,いいえ,"-6,016","7,358",0,11,1/669,39,3.0,"+4,279","10,311",0,31,1/333,0,-,+937,"6,716",0,16,1/420,8,8.0,-861,"6,987",0,17,1/411,36,6.0,"+11,400","7,256",0,12,1/605,0,-,"-1,828","7,247",0,12,1/604,50,6.0,"-4,280","8,231",0,19,1/433,44,2.0,"-2,087","6,918",0,14,1/494,17,3.0,"-2,672","8,182",0,15,1/545,18,1.0,+796,"5,733",0,11,1/521,39,3.0,"+10,804","7,967",0,18,1/443,0,-,"-3,284","7,393",0,13,1/569,14,6.0,"-2,533","5,389",0,10,1/539,59,9.0,"-2,136","6,557",0,17,1/386,42,3.0,"+2,597","7,873",0,17,1/463,0,-,-680,"6,510",0,15,1/434,30,9.0,+499,"8,037",0,16,1/502,21,3.0
2026-01-23,金,はい,"-3,951","10,013",0,17,1/589,35,4.0,"-2,181","7,975",0,16,1/498,31,2.0,"+3,684","8,381",0,16,1/524,3,3.0,"-5,305","9,464",0,27,1/351,35,4.0,"+2,079","9,644",0,19,1/508,0,-,"-4,225","8,379",0,15,1/559,51,11.0,-118,"5,123",0,10,1/512,52,1.0,"+5,944","8,490",0,15,1/566,0,-,"+1,311","7,660",0,11,1/696,3,3.0,"-3,204","8,410",0,18,1/467,40,2.0,"+2,713","7,061",0,15,1/471,0,-,"+6,004","9,135",0,23,1/397,7,4.0,"-3,112","9,203",0,22,1/418,38,3.0,"-1,597","9,087",0,22,1/413,35,4.0,"+4,045","8,634",0,18,1/480,0,-,"-1,772","9,885",0,23,1/430,29,1.0,"-3,670","8,663",0,19,1/456,28,21.0
2026-01-22,木,いいえ,"-1,826","7,998",0,21,1/381,35,1.0,"-3,051","4,684",0,7,1/669,14,7.0,"-2,110","8,321",0,18,1/462,43,4.0,"-2,256","5,220",0,11,1/475,33,16.0,"-1,623","7,202",0,16,1/450,7,3.0,"-5,349","9,164",0,22,1/417,58,8.0,"-1,989","8,507",0,22,1/387,48,5.0,"-3,907","5,575",0,8,1/697,50,2.0,"+4,914","8,705",0,28,1/311,4,4.0,+640,"7,280",0,10,1/728,17,2.0,"+5,789","9,437",0,27,1/350,0,-,"-4,868","7,639",0,14,1/546,39,4.0,"-1,764","6,815",0,16,1/426,15,1.0,-895,"7,892",0,20,1/395,34,1.0,"+2,919","9,312",0,21,1/443,0,-,"-1,194","4,928",0,11,1/448,50,2.0,"+2,574","8,986",0,15,1/599,0,-
2026-01-21,水,いいえ,"-2,254","8,708",0,18,1/484,29,6.0,"+7,948","5,417",0,8,1/677,0,-,"-1,380","7,719",0,15,1/515,38,1.0,-473,"7,476",0,15,1/498,0,-,"+5,797","5,519",0,8,1/690,2,1.0,"-3,228","4,882",0,7,1/697,41,2.0,"-2,527","6,403",0,10,1/640,43,1.0,-322,"6,751",0,16,1/422,37,8.0,"-4,090","6,795",0,16,1/425,49,6.0,-166,"9,333",0,25,1/373,20,18.0,"+1,350","6,620",0,15,1/441,23,3.0,"-5,100","7,462",0,15,1/497,42,1.0,"+10,239","7,698",0,13,1/592,1,1.0,"-5,303","7,393",0,13,1/569,29,6.0,"-3,911","6,280",0,15,1/419,39,1.0,"-1,998","8,922",0,19,1/470,41,2.0,"-2,302","7,554",0,16,1/472,37,8.0
2026-01-20,火,いいえ,-525,"5,986",0,10,1/599,21,1.0,"+8,355","7,785",0,17,1/458,0,-,+303,"4,787",0,10,1/479,38,11.0,"+9,128","6,756",0,16,1/422,0,-,"-1,425","4,123",0,10,1/412,54,7.0,"+5,238","5,451",0,7,1/779,20,15.0,"+1,980","5,363",0,9,1/596,26,3.0,"-5,352","7,370",0,13,1/567,46,8.0,-100,"6,215",0,15,1/414,47,1.0,"+1,435","6,736",0,20,1/337,26,3.0,"-1,997","4,946",0,10,1/495,27,1.0,"-1,755","6,904",0,19,1/363,63,9.0,-272,"6,577",0,13,1/506,26,3.0,"+4,557","6,440",0,16,1/403,5,5.0,"+1,451","6,706",0,15,1/447,23,2.0,"-1,318","7,358",0,15,1/491,27,1.0,"+1,132","4,235",0,7,1/605,26,3.0
2026-01-19,月,いいえ,-477,"7,221",0,16,1/451,0,-,"-1,494","2,399",0,5,1/480,55,1.0,"+1,028","6,128",0,14,1/438,43,2.0,"-1,916","2,002",0,3,1/667,40,2.0,"-3,170","6,086",0,14,1/435,49,2.0,-700,"5,147",0,10,1/515,68,2.0,"+2,003","7,046",0,22,1/320,31,7.0,-454,"4,451",0,11,1/405,38,7.0,"-3,113","6,976",0,14,1/498,47,4.0,"-2,018","4,662",0,8,1/583,54,5.0,"+5,650","5,603",0,16,1/350,4,4.0,"-1,743","2,117",0,3,1/706,66,11.0,"+2,240","5,703",0,13,1/439,19,1.0,-491,"3,847",0,9,1/427,49,2.0,"-4,727","5,587",0,12,1/466,24,5.0,"-1,568","4,674",0,11,1/425,18,14.0,"-1,915","6,423",0,11,1/584,41,1.0
2026-01-18,日,いいえ,"+8,063","7,931",0,15,1/529,0,-,"-2,045","6,733",0,12,1/561,50,5.0,"-3,491","6,660",0,12,1/555,50,5.0,"+1,371","7,449",0,14,1/532,24,3.0,"-2,556","7,525",0,13,1/579,34,1.0,"-2,872","6,392",0,14,1/457,43,1.0,"-3,315","6,333",0,13,1/487,50,5.0,"-1,584","6,717",0,11,1/611,33,3.0,"-1,102","6,307",0,13,1/485,42,7.0,-716,"8,404",0,23,1/365,2,2.0,"+5,314","10,019",0,19,1/527,2,2.0,"-1,461","5,918",0,12,1/493,35,1.0,-21,"6,510",0,18,1/362,21,19.0,"-3,436","8,531",0,17,1/502,45,2.0,"+3,876","7,383",0,15,1/492,0,-,"+5,774","9,195",0,17,1/541,0,-,-726,"7,804",0,11,1/709,30,6.0
2026-01-17,土,いいえ,-304,"9,100",0,20,1/455,39,5.0,"-2,997","8,663",0,20,1/433,45,4.0,"-1,333","9,092",0,16,1/568,26,8.0,"-3,344","7,393",0,10,1/739,41,2.0,-46,"6,948",0,15,1/463,8,6.0,+679,"8,396",0,16,1/525,8,6.0,"-2,144","8,261",0,15,1/551,45,4.0,"-4,119","7,382",0,13,1/568,8,6.0,"-1,547","9,170",0,23,1/399,39,5.0,"+4,491","7,929",0,17,1/466,0,-,"-5,547","9,345",0,17,1/550,26,8.0,"+1,093","7,551",0,13,1/581,18,10.0,"-2,525","8,623",0,16,1/539,2,2.0,"-2,298","8,893",0,16,1/556,45,4.0,"+2,739","8,678",0,16,1/542,0,-,"+1,510","9,572",0,17,1/563,28,2.0,"-1,144","6,525",0,15,1/435,34,6.0
2026-01-16,金,はい,"-2,115","8,929",0,16,1/558,45,2.0,-785,"6,974",0,17,1/410,43,1.0,+960,"10,424",0,34,1/307,14,3.0,"-2,350","8,458",0,19,1/445,14,3.0,"+5,986","9,473",0,19,1/499,2,2.0,+116,"8,393",0,15,1/560,2,2.0,"-3,315","8,788",0,19,1/463,48,3.0,"+13,508","10,291",0,22,1/468,0,-,"-4,268","8,679",0,18,1/482,35,21.0,+233,"9,935",0,23,1/432,11,9.0,-467,"8,462",0,17,1/498,0,-,"-1,731","8,049",0,15,1/537,42,7.0,"+7,422","8,832",0,22,1/401,0,-,"-5,224","7,294",0,13,1/561,50,2.0,"+7,766","9,161",0,18,1/509,0,-,"-2,902","8,958",0,14,1/640,45,2.0,+468,"8,138",0,19,1/428,35,21.0
2026-01-15,木,いいえ,"-2,510","7,625",0,17,1/449,47,2.0,"-2,639","5,560",0,6,1/927,30,2.0,+288,"6,960",0,14,1/497,45,1.0,"+5,609","8,686",0,24,1/362,0,-,"-2,018","3,195",0,7,1/456,62,5.0,"+2,619","8,468",0,19,1/446,17,5.0,-112,"6,890",0,14,1/492,44,14.0,"-2,585","5,801",0,14,1/414,54,2.0,"+2,408","5,977",0,10,1/598,12,12.0,-223,"5,090",0,13,1/392,28,3.0,"+13,863","9,532",0,18,1/530,0,-,"-1,231","5,086",0,11,1/462,18,1.0,"-1,690","5,919",0,14,1/423,25,7.0,"-2,817","7,576",0,14,1/541,54,2.0,-737,"5,838",0,9,1/649,57,3.0,"-3,315","6,352",0,14,1/454,48,1.0,"-1,522","7,252",0,15,1/483,52,4.0
2026-01-14,水,いいえ,"-2,852","8,113",0,20,1/406,45,19.0,"+4,903","5,545",0,7,1/792,4,4.0,"-3,350","3,689",0,7,1/527,55,3.0,"-2,278","2,737",0,5,1/547,65,3.0,"-2,734","7,229",0,16,1/452,49,2.0,"-2,909","4,085",0,9,1/454,56,1.0,"-3,838","5,192",0,10,1/519,51,2.0,"-3,081","4,355",0,7,1/622,46,1.0,"-2,838","4,382",0,8,1/548,16,1.0,"+1,631","6,619",0,12,1/552,15,11.0,"-3,109","3,680",0,5,1/736,52,1.0,"+4,875","7,813",0,18,1/434,0,-,"+2,545","6,730",0,15,1/449,0,-,"-1,429","4,609",0,13,1/355,62,6.0,"-4,056","7,119",0,14,1/509,47,1.0,+928,"7,546",0,16,1/472,26,10.0,"-3,079","4,023",0,7,1/575,62,6.0
2026-01-13,火,はい,"-3,431","7,326",0,14,1/523,34,2.0,+374,"7,992",0,20,1/400,28,2.0,"-2,959","9,235",0,22,1/420,25,7.0,-891,"7,991",0,16,1/499,32,4.0,"-4,932","5,573",0,8,1/697,49,2.0,"-4,443","5,831",0,12,1/486,47,2.0,+76,"10,044",0,29,1/346,26,1.0,"+4,433","8,092",0,12,1/674,18,13.0,"+13,068","9,137",0,18,1/508,0,-,"-2,397","8,148",0,16,1/509,45,3.0,"-1,733","7,199",0,13,1/554,2,2.0,"+2,304","9,718",0,19,1/511,5,3.0,+782,"9,022",0,16,1/564,0,-,"-2,526","7,024",0,13,1/540,47,2.0,-515,"8,715",0,20,1/436,45,3.0,"-2,137","7,994",0,15,1/533,45,3.0,"-4,759","6,800",0,11,1/618,42,8.0
2026-01-12,月,いいえ,"+1,945","8,744",0,20,1/437,5,2.0,"-1,109","8,935",0,20,1/447,42,1.0,"+3,111","8,535",0,20,1/427,3,3.0,+130,"8,263",0,16,1/516,29,12.0,"-1,790","9,344",0,15,1/623,5,2.0,+251,"8,463",0,12,1/705,5,2.0,"-3,739","6,443",0,10,1/644,32,3.0,"-4,727","8,194",0,16,1/512,49,2.0,"-3,824","8,809",0,18,1/489,43,1.0,-718,"6,583",0,15,1/439,36,4.0,"+5,485","7,385",0,17,1/434,0,-,"-2,229","6,972",0,10,1/697,53,4.0,"+2,332","8,265",0,21,1/394,0,-,"-3,311","8,229",0,19,1/433,32,3.0,"-4,128","7,787",0,18,1/433,47,4.0,"-3,290","8,070",0,17,1/475,41,5.0,"+2,980","8,215",0,14,1/587,17,12.0
2026-01-11,日,いいえ,"+1,796","7,961",0,19,1/419,26,5.0,"-3,496","6,749",0,13,1/519,45,8.0,"-4,442","5,499",0,11,1/500,27,1.0,"-2,414","8,216",0,20,1/411,34,7.0,"+3,443","8,479",0,18,1/471,0,-,-816,"6,941",0,16,1/434,3,3.0,"+1,387","8,309",0,13,1/639,0,-,"-3,880","5,688",0,11,1/517,37,3.0,"-1,779","7,785",0,19,1/410,14,1.0,"-2,982","7,708",0,16,1/482,21,1.0,+249,"8,533",0,17,1/502,20,6.0,"-3,933","6,420",0,15,1/428,48,1.0,"-1,736","8,537",0,19,1/449,4,1.0,"+1,274","7,388",0,14,1/528,0,-,"-3,203","7,187",0,10,1/719,47,2.0,"-3,111","8,543",0,20,1/427,13,9.0,"-5,593","5,762",0,8,1/720,47,2.0
2026-01-10,土,いいえ,"-2,256","8,255",0,20,1/413,45,8.0,"+2,454","9,603",0,24,1/400,31,3.0,"+3,996","8,071",0,17,1/475,0,-,"+1,721","7,247",0,15,1/483,28,19.0,"+2,897","7,736",0,15,1/516,0,-,"+18,243","8,110",0,14,1/579,0,-,"+3,838","7,180",0,12,1/598,0,-,"+5,231","7,543",0,16,1/471,1,1.0,"+2,057","7,842",0,16,1/490,0,-,"+4,166","9,345",0,26,1/359,0,-,"-1,671","7,781",0,18,1/432,37,4.0,"-5,105","6,859",0,13,1/528,33,2.0,"+7,625","8,330",0,15,1/555,0,-,-15,"8,778",0,15,1/585,9,8.0,"-1,614","8,178",0,17,1/481,33,2.0,"+2,858","7,478",0,13,1/575,0,-,"+2,033","7,803",0,12,1/650,0,-
2026-01-09,金,いいえ,"-4,128","8,118",0,17,1/478,47,10.0,"-7,034","7,634",0,13,1/587,49,2.0,"+7,480","9,812",0,20,1/491,0,-,"-2,367","7,015",0,16,1/438,49,2.0,"-2,864","8,431",0,16,1/527,8,8.0,"+4,169","9,036",0,18,1/502,0,-,"+3,355","8,286",0,19,1/436,0,-,"-1,440","8,106",0,19,1/427,47,10.0,"+3,143","9,756",0,20,1/488,0,-,-308,"7,690",0,17,1/452,32,10.0,"-1,665","8,599",0,15,1/573,15,7.0,"+1,643","7,825",0,21,1/373,0,-,"-3,145","9,970",0,25,1/399,37,5.0,"+2,451","8,925",0,13,1/687,21,6.0,-755,"9,061",0,21,1/431,22,1.0,"+6,499","8,834",0,19,1/465,0,-,"+5,938","6,868",0,14,1/491,0,-
2026-01-08,木,いいえ,"-3,768","9,358",0,17,1/550,47,7.0,-350,"9,287",0,22,1/422,10,1.0,"-2,963","8,961",0,17,1/527,40,9.0,"-6,211","9,105",0,17,1/536,47,7.0,"+7,068","9,654",0,30,1/322,0,-,+808,"9,676",0,21,1/461,28,2.0,"-1,999","8,199",0,20,1/410,2,2.0,"-2,643","8,472",0,16,1/530,47,7.0,"+2,409","8,717",0,16,1/545,14,4.0,"-1,692","9,547",0,23,1/415,26,10.0,+732,"8,570",0,23,1/373,0,-,"+18,362","8,587",0,17,1/505,0,-,"-2,136","8,587",0,16,1/537,16,2.0,"-4,618","8,209",0,14,1/586,30,2.0,+958,"9,340",0,21,1/445,28,2.0,"+1,980","8,716",0,21,1/415,9,7.0,"-3,873","9,803",0,17,1/577,31,1.0
2026-01-07,水,いいえ,"-4,719","9,109",0,25,1/364,50,2.0,"+2,977","9,248",0,23,1/402,18,6.0,-220,"8,583",0,23,1/373,18,6.0,"-9,440","8,882",0,14,1/634,50,2.0,-956,"9,720",0,19,1/512,48,2.0,"-2,375","8,494",0,21,1/404,50,2.0,"+5,420","7,386",0,10,1/739,0,-,"-2,486","9,095",0,21,1/433,50,2.0,"-2,966","8,713",0,21,1/415,50,2.0,-220,"9,368",0,30,1/312,3,3.0,"+3,872","9,125",0,18,1/507,0,-,"-2,614","8,995",0,18,1/500,50,2.0,"+3,885","7,468",0,21,1/356,3,3.0,"-2,538","6,838",0,12,1/570,12,9.0,"-2,225","8,870",0,21,1/422,48,2.0,"-1,738","9,288",0,18,1/516,46,28.0,"+2,768","9,014",0,13,1/693,0,-
2026-01-06,火,はい,"-1,858","8,690",0,21,1/414,38,2.0,"-4,974","8,790",0,16,1/549,56,5.0,"+1,014","8,434",0,17,1/496,18,13.0,"+3,774","7,988",0,14,1/571,5,5.0,"-4,521","8,993",0,16,1/562,56,5.0,"-2,114","8,820",0,16,1/551,45,2.0,"+4,326","7,963",0,15,1/531,5,5.0,"-2,511","6,786",0,13,1/522,57,1.0,"-2,437","9,350",0,19,1/492,43,5.0,"+3,677","8,814",0,20,1/441,0,-,"+3,856","8,962",0,23,1/390,0,-,"-1,902","8,354",0,19,1/440,38,2.0,"-1,316","5,943",0,8,1/743,51,6.0,"+10,168","8,612",0,16,1/538,0,-,"-1,764","9,256",0,22,1/421,36,1.0,"-1,316","8,307",0,16,1/519,35,8.0,-749,"9,923",0,21,1/473,27,9.0
