日付,曜日,特定日,587番台,,,,,588番台,,,,,600番台,,,,,601番台,,,,,602番台,,,,,603番台,,,,,605番台,,,,,606番台,,,,,607番台,,,,,608番台,,,,,682番台,,,,,683番台,,,,,687番台,,,,,688番台,,,,,700番台,,,,,701番台,,,,,702番台,,,,,703番台,,,,,1178番台,,,,,1180番台,,,,,1181番台,,,,,1182番台,,,,,1183番台,,,,,1185番台,,,,,1186番台,,,,,1187番台,,,,,1188番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2025-11-25,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-484,"3,710",0,6,1/618,"-2,327","6,015",0,11,1/547,"+3,642","4,662",0,12,1/389,"-1,745","4,861",0,12,1/405,-58,"1,612",0,5,1/322,"+2,185","5,222",0,13,1/402,"+1,031","5,041",0,17,1/297,"-1,915","1,758",0,3,1/586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,"1,908",0,3,1/636,+709,"5,281",0,12,1/440,"+4,380","7,134",0,13,1/549,-56,171,0,1,1/171,"-2,531","5,723",0,11,1/520,-630,"1,519",0,5,1/304,+394,"2,285",0,7,1/326,"-2,131","3,805",0,10,1/381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,350","5,897",0,14,1/421,-323,"3,682",0,10,1/368,-472,"6,074",0,16,1/380,"-2,320","4,810",0,15,1/321,"-2,345","6,343",0,16,1/396,"-2,230","4,008",0,8,1/501,"+1,298","5,309",0,11,1/483,"+3,991","7,916",0,14,1/565,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-81,"4,324",0,13,1/333,"-1,946","3,885",0,12,1/324,-537,"1,508",0,4,1/377,"+4,740","4,440",0,9,1/493,-862,"1,915",0,3,1/638,"+2,168","5,009",0,15,1/334,+261,"1,249",0,2,1/625,"-1,315","7,733",0,18,1/430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-21,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,017",748,0,2,1/374,"-1,529","5,860",0,13,1/451,"+3,889","4,409",0,10,1/441,"-1,320","1,571",0,4,1/393,-668,628,0,1,1/628,"+2,427","4,555",0,8,1/569,-950,963,0,2,1/482,-865,772,0,2,1/386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,460","3,235",0,10,1/324,-8,"1,894",0,6,1/316,-545,965,0,3,1/322,+103,"1,380",0,4,1/345,-705,774,0,3,1/258,-570,"1,440",0,5,1/288,-670,"2,510",0,6,1/418,+616,"2,582",0,5,1/516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-19,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,001","2,637",0,4,1/659,"-1,923","2,235",0,4,1/559,"+1,886","4,253",0,10,1/425,-840,"2,926",0,6,1/488,"-1,157","2,539",0,7,1/363,-343,"3,135",0,6,1/523,+66,"1,178",0,3,1/393,-563,"1,627",0,5,1/325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-752,"2,835",0,9,1/315,"-1,563","2,918",0,6,1/486,+549,"1,691",0,6,1/282,"+1,787","1,470",0,2,1/735,+215,334,0,1,1/334,-920,708,0,2,1/354,-830,"1,397",0,5,1/279,"+2,090","6,467",0,13,1/497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-17,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,438","2,883",0,4,1/721,-186,"3,889",0,12,1/324,-744,"1,328",0,3,1/443,-633,871,0,2,1/436,"+10,027","7,671",0,11,1/697,"-1,050","2,046",0,6,1/341,+761,"2,531",0,5,1/506,+498,"1,421",0,3,1/474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-16,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,076","7,473",0,16,1/467,-606,"5,016",0,13,1/386,"+9,322","8,873",0,12,1/739,"+2,445","8,297",0,19,1/437,"-2,931","4,404",0,10,1/440,-734,"7,067",0,21,1/337,"-2,300","5,207",0,14,1/372,"-1,174","7,111",0,15,1/474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-15,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,599","3,454",0,6,1/576,-680,"6,942",0,19,1/365,"-3,205","3,645",0,6,1/608,+638,"7,255",0,15,1/484,-297,988,0,4,1/247,"-3,262","5,047",0,11,1/459,"-2,396","2,135",0,5,1/427,"-3,646","6,623",0,14,1/473,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-14,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,487","2,430",0,4,1/608,-545,866,0,3,1/289,-735,"2,068",0,5,1/414,-219,"2,204",0,4,1/551,"+3,391","5,262",0,13,1/405,-434,"3,300",0,9,1/367,-568,591,0,1,1/591,-880,"1,757",0,4,1/439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-13,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,456","2,934",0,6,1/489,"-1,854","6,227",0,13,1/479,-916,"6,451",0,19,1/340,-147,374,0,1,1/374,"-1,229","2,030",0,3,1/677,-805,807,0,2,1/404,"-2,346","3,241",0,7,1/463,"+3,860","9,495",0,22,1/432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-12,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,257","2,743",0,9,1/305,"-1,991","4,032",0,10,1/403,-315,"4,616",0,12,1/385,-726,"4,342",0,8,1/543,-646,572,0,1,1/572,+64,911,0,2,1/456,-537,"4,147",0,12,1/346,"-1,018","1,614",0,5,1/323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-11,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,536","3,164",0,6,1/527,+0,"3,022",0,5,1/604,"-1,216","1,339",0,2,1/670,"-1,233","1,541",0,4,1/385,"+3,426","7,578",0,17,1/446,"+1,625","5,272",0,13,1/406,"-1,031","3,541",0,9,1/393,"-1,477","1,579",0,3,1/526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-10,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-328,"3,006",0,10,1/301,"-1,438","1,307",0,2,1/654,+262,"1,829",0,3,1/610,"-1,033","1,409",0,3,1/470,-701,"1,482",0,2,1/741,-346,266,0,1,1/266,"+3,004","5,408",0,10,1/541,-934,"2,956",0,10,1/296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-09,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,597","6,462",0,13,1/497,"-1,716","2,962",0,9,1/329,+771,"6,104",0,14,1/436,"+1,111","3,973",0,6,1/662,"+7,257","8,055",0,10,1/806,-608,"3,163",0,6,1/527,-175,"5,200",0,16,1/325,"+3,778","6,295",0,15,1/420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-08,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+273,"4,955",0,16,1/310,"+3,567","3,803",0,8,1/475,"-2,580","5,865",0,12,1/489,-461,"2,078",0,5,1/416,-634,"6,027",0,16,1/377,"+1,836","4,174",0,7,1/596,-514,879,0,3,1/293,"+1,230","4,644",0,10,1/464,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-07,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-787,"1,329",0,3,1/443,-273,"3,599",0,7,1/514,"-2,208","3,645",0,9,1/405,-851,"1,866",0,4,1/467,-680,699,0,2,1/350,"+2,545","4,164",0,7,1/595,-405,"2,138",0,6,1/356,-450,999,0,3,1/333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-06,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,234","7,255",0,23,1/315,-301,"5,423",0,16,1/339,"+3,212","6,364",0,16,1/398,-711,"8,077",0,26,1/311,+190,"7,995",0,15,1/533,"+6,880","9,573",0,18,1/532,"+1,296","5,471",0,10,1/547,"-4,269","4,206",0,7,1/601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-04,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,387","4,038",0,9,1/449,"+1,027","3,775",0,8,1/472,"+2,768","8,203",0,17,1/483,-308,"2,385",0,3,1/795,"-1,300","5,459",0,10,1/546,"-1,514","2,296",0,7,1/328,"-1,056","3,286",0,8,1/411,-489,"4,390",0,8,1/549,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-03,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,449","7,089",0,19,1/373,"+7,591","8,397",0,16,1/525,"-1,049","3,520",0,9,1/391,"-1,137","4,400",0,11,1/400,"-1,278","3,434",0,7,1/491,"-1,459","2,175",0,7,1/311,"-1,515","5,651",0,13,1/435,"-2,469","7,158",0,19,1/377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-02,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,890","4,880",0,12,1/407,+320,"4,188",0,8,1/524,+467,"4,489",0,14,1/321,"+2,947","3,330",0,5,1/666,-66,"4,784",0,10,1/478,"+2,947","5,192",0,8,1/649,"+1,250","4,271",0,11,1/388,"-3,762","5,848",0,14,1/418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-01,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,307","6,228",0,12,1/519,+538,"2,697",0,7,1/385,"-2,186","3,510",0,9,1/390,-204,"2,357",0,5,1/471,-826,"1,279",0,3,1/426,-439,"4,461",0,10,1/446,+735,"2,792",0,6,1/465,"+1,607","7,137",0,15,1/476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-31,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,191","1,776",0,4,1/444,+167,"4,569",0,9,1/508,"+1,351","3,010",0,5,1/602,-207,"2,250",0,5,1/450,-327,"2,003",0,6,1/334,-758,"4,147",0,13,1/319,-579,"2,048",0,6,1/341,"-1,090","6,658",0,17,1/392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-30,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,284","4,469",0,10,1/447,"-1,035","1,901",0,4,1/475,"-2,067","2,556",0,7,1/365,-114,"6,188",0,17,1/364,"-1,318","2,724",0,8,1/341,+644,"3,321",0,5,1/664,"-1,035","2,247",0,5,1/449,-645,972,0,3,1/324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-29,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-915,"2,290",0,5,1/458,"+2,001","4,645",0,9,1/516,+371,456,0,1,1/456,-952,"1,624",0,5,1/325,"+3,715","5,800",0,7,1/829,-328,"1,694",0,5,1/339,+558,"3,946",0,14,1/282,-362,689,0,1,1/689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-28,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-226,403,0,2,1/202,"+1,963","4,754",0,8,1/594,"+4,907","6,565",0,9,1/729,-251,950,0,4,1/238,"-1,069","3,923",0,10,1/392,"-1,671","1,356",0,3,1/452,-49,"2,220",0,3,1/740,+122,"4,195",0,15,1/280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-27,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,182","4,684",0,12,1/390,-515,373,0,1,1/373,"-1,473","2,852",0,6,1/475,-523,"3,125",0,7,1/446,+398,"2,002",0,6,1/334,"-1,636","1,676",0,2,1/838,-715,727,0,2,1/364,"+1,363","5,135",0,12,1/428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-26,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,181","7,142",0,16,1/446,"-3,263","4,814",0,9,1/535,"-2,115","7,896",0,23,1/343,"-1,508","6,139",0,16,1/384,"-1,974","6,702",0,14,1/479,-511,"7,915",0,27,1/293,-414,"6,529",0,15,1/435,"+2,661","7,723",0,16,1/483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-25,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,007","3,085",0,4,1/771,"-1,251","7,289",0,22,1/331,"-3,051","5,113",0,11,1/465,-223,"3,067",0,6,1/511,"-1,068","6,448",0,17,1/379,"-1,163","1,762",0,4,1/441,"-3,823","4,525",0,10,1/453,+233,"4,236",0,10,1/424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-24,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-667,"2,022",0,6,1/337,-533,"5,546",0,15,1/370,"-1,190","1,492",0,2,1/746,"+11,091","7,699",0,9,1/855,+280,367,0,1,1/367,"+2,767","3,734",0,7,1/533,-561,"3,254",0,8,1/407,"-1,493","2,503",0,6,1/417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-23,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,737","5,200",0,9,1/578,-861,"5,325",0,14,1/380,"+2,298","6,223",0,14,1/445,"+10,874","8,478",0,13,1/652,-490,"1,573",0,4,1/393,"+3,301","4,756",0,10,1/476,-43,"2,195",0,4,1/549,"+5,793","8,118",0,21,1/387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-22,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,601","1,895",0,4,1/474,"-1,476","3,593",0,10,1/359,"-2,508","4,465",0,12,1/372,-422,456,0,1,1/456,"+2,003","1,587",0,2,1/794,-473,"3,057",0,8,1/382,-559,855,0,2,1/428,"-1,923","3,198",0,8,1/400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-21,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-578,"3,946",0,9,1/438,-210,634,0,2,1/317,"+4,202","7,352",0,17,1/432,-715,663,0,1,1/663,"+2,886","4,503",0,10,1/450,-311,"1,859",0,4,1/465,"-1,761","2,911",0,6,1/485,"-1,385","4,037",0,12,1/336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-20,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,016","2,381",0,5,1/476,"+4,735","4,551",0,11,1/414,+172,"2,550",0,4,1/638,"-1,264","2,422",0,5,1/484,"+1,381","3,454",0,8,1/432,-591,804,0,3,1/268,-874,"2,657",0,6,1/443,"-1,244","3,148",0,9,1/350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-19,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,603","3,894",0,12,1/325,+501,"5,523",0,12,1/460,"+1,365","5,069",0,10,1/507,"-2,653","2,306",0,5,1/461,+721,"2,150",0,4,1/538,"-1,179","2,950",0,11,1/268,"-1,966","2,603",0,7,1/372,"+4,497","5,129",0,7,1/733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-18,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,681","5,496",0,5,1/1099,+311,"2,557",0,8,1/320,+252,"4,437",0,9,1/493,"-4,093","6,734",0,16,1/421,-866,"4,121",0,9,1/458,"-1,261","4,551",0,10,1/455,-416,639,0,1,1/639,"+2,383","8,335",0,19,1/439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-17,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-121,"4,080",0,10,1/408,-792,"2,141",0,4,1/535,"+1,888","2,601",0,3,1/867,-789,"4,671",0,14,1/334,+392,447,0,2,1/224,"+2,410","2,272",0,6,1/379,-145,860,0,3,1/287,-312,450,0,1,1/450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
