日付,曜日,特定日,1044番台,,,,,,,1045番台,,,,,,,1046番台,,,,,,,1047番台,,,,,,,1048番台,,,,,,,1050番台,,,,,,,1051番台,,,,,,,1052番台,,,,,,,1053番台,,,,,,,1054番台,,,,,,,1055番台,,,,,,,1056番台,,,,,,,1057番台,,,,,,,1058番台,,,,,,,1059番台,,,,,,,1060番台,,,,,,,1061番台,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定
2026-04-02,木,いいえ,-,-,-,-,-,-,-,-350,254,0,0,-,1/6.92,3.19,-184,907,3,2,1/181,1/6.23,3.22,-939,"3,238",8,9,1/190,1/5.92,3.06,-189,226,0,1,1/226,1/6.30,3.57,-79,399,2,0,1/200,1/7.48,3.10,+216,"1,280",7,1,1/160,1/6.42,2.65,+72,491,2,1,1/164,1/5.49,3.33,-262,260,0,0,-,1/5.24,3.19,+277,"2,658",10,10,1/133,1/6.03,4.04,-217,250,0,1,1/250,1/6.25,3.54,-323,185,0,0,-,1/10.16,3.28,+711,"4,606",22,10,1/144,1/6.29,2.53,+100,424,2,1,1/141,1/5.92,3.41,-150,"1,144",4,2,1/191,1/5.92,2.99,+427,859,6,0,1/143,1/6.31,2.75,-145,700,2,2,1/175,1/6.02,3.42
2026-04-01,水,はい,-,-,-,-,-,-,-,-484,727,1,1,1/364,1/5.76,3.02,-550,908,1,3,1/227,1/6.01,3.47,"+2,400","7,533",33,34,1/112,1/6.10,5.26,-634,"1,235",3,3,1/206,1/6.82,3.17,-134,570,2,1,1/190,1/6.43,3.24,"+2,844","6,715",30,36,1/102,1/6.10,5.43,-445,"1,068",2,3,1/214,1/5.82,3.32,-239,"2,428",7,10,1/143,1/6.10,4.16,"+1,511","6,413",26,28,1/119,1/6.04,5.07,+0,"2,728",10,7,1/160,1/5.88,3.06,-445,"4,468",16,10,1/172,1/6.09,2.47,+527,"1,893",9,5,1/135,1/5.89,3.31,-106,"2,377",8,7,1/158,1/5.90,3.37,-695,"3,033",10,7,1/178,1/6.40,2.76,"+1,188","4,413",21,12,1/134,1/5.97,3.21,-639,"1,388",4,2,1/231,1/6.63,2.73
2026-03-31,火,はい,-,-,-,-,-,-,-,-23,730,3,1,1/183,1/6.00,3.09,"-1,356","3,914",7,17,1/163,1/6.07,4.50,"+1,600","2,124",14,3,1/125,1/5.38,2.64,-134,"1,805",6,4,1/181,1/5.69,2.98,-634,"2,195",7,4,1/200,1/6.33,2.62,+655,"2,344",13,5,1/130,1/6.63,2.97,-228,771,2,1,1/257,1/5.49,3.01,+111,"2,874",10,11,1/137,1/6.04,4.10,"+1,333","2,890",15,12,1/107,1/6.23,4.49,"+1,233","5,936",21,36,1/104,1/6.33,5.44,-628,"1,919",4,8,1/160,1/6.26,4.02,-634,"1,723",3,7,1/172,1/5.99,3.90,-128,"1,053",4,2,1/176,1/6.30,3.09,-267,276,0,1,1/276,1/6.57,3.51,-295,902,3,0,1/301,1/5.85,2.60,+277,"2,741",10,12,1/125,1/6.19,4.46
2026-03-30,月,いいえ,-,-,-,-,-,-,-,+890,"4,760",21,13,1/140,1/5.95,3.15,-70,"1,301",4,5,1/145,1/6.00,3.79,+450,"2,252",10,8,1/125,1/6.30,3.89,+840,"3,656",18,9,1/135,1/6.24,2.99,-300,"2,190",8,5,1/168,1/6.38,2.95,-360,650,1,2,1/217,1/6.18,3.44,+640,"4,436",16,21,1/120,1/6.10,5.00,+100,704,4,0,1/176,1/6.45,2.84,-270,915,3,1,1/229,1/6.13,2.89,-320,689,2,1,1/230,1/6.69,3.10,"+2,190","3,430",19,13,1/107,1/5.68,4.38,-560,"3,826",10,17,1/142,1/6.16,4.64,+500,991,7,0,1/142,1/6.38,2.65,-310,"2,153",8,6,1/154,1/6.76,3.30,-460,797,2,1,1/266,1/6.66,2.98,-700,"1,811",5,2,1/259,1/5.95,2.38
2026-03-29,日,いいえ,-,-,-,-,-,-,-,+333,"4,348",16,17,1/132,1/6.13,4.42,-689,"1,021",1,3,1/255,1/6.02,3.34,"-1,445","5,212",15,15,1/174,1/6.39,3.06,-917,"1,330",2,4,1/222,1/6.81,3.35,+266,"4,462",17,13,1/149,1/5.92,3.30,"-1,045","2,151",5,4,1/239,1/6.24,2.60,-645,"1,090",2,2,1/273,1/6.15,2.97,+100,"1,963",7,5,1/164,1/5.56,3.15,-634,"1,217",2,3,1/243,1/5.88,3.15,-239,"1,528",4,4,1/191,1/5.46,3.20,+650,"4,223",20,11,1/136,1/6.45,3.07,-706,782,1,1,1/391,1/6.75,2.96,-917,"1,310",2,0,1/655,1/5.52,2.22,"+1,588","3,133",20,4,1/131,1/6.13,2.23,+344,"2,277",11,4,1/152,1/6.17,2.67,+477,"8,145",33,19,1/157,1/5.95,2.24
2026-03-28,土,いいえ,-,-,-,-,-,-,-,"+1,000","4,359",21,10,1/141,1/6.03,2.71,-839,"1,412",3,1,1/353,1/5.99,2.40,-889,"5,615",16,21,1/152,1/6.17,4.26,-962,"2,775",8,5,1/213,1/6.22,2.40,+922,"5,328",23,18,1/130,1/6.19,4.02,-434,815,2,1,1/272,1/6.33,2.96,"+3,600","6,349",38,20,1/109,1/6.22,4.08,+277,"2,288",11,4,1/153,1/6.29,2.66,+33,"1,116",4,2,1/186,1/5.38,3.02,"+1,777","4,502",23,16,1/115,1/6.17,4.28,+27,"2,453",11,5,1/153,1/6.58,2.79,+427,"1,779",8,3,1/162,1/5.42,2.77,-395,"2,668",10,4,1/191,1/6.18,2.31,+677,"5,697",24,17,1/139,1/6.15,3.44,"+1,333","4,834",22,17,1/124,1/6.05,4.19,-423,"3,518",10,12,1/160,1/5.85,3.73
2026-03-27,金,いいえ,-,-,-,-,-,-,-,+205,"3,977",14,14,1/142,1/5.89,3.96,-167,869,3,0,1/290,1/5.44,2.63,+766,"2,229",11,8,1/117,1/6.22,3.95,-795,"3,561",9,13,1/162,1/6.06,3.93,+388,"3,538",15,10,1/142,1/6.15,3.30,+44,"4,395",14,24,1/116,1/6.60,5.23,-423,"1,407",4,3,1/201,1/6.11,3.02,-684,"1,799",5,4,1/200,1/6.47,2.94,-295,763,2,2,1/191,1/6.49,3.35,-728,"3,887",9,19,1/139,1/6.20,4.89,-389,277,0,0,-,1/7.08,3.17,-767,847,1,0,1/847,1/6.02,2.59,-89,"1,479",6,2,1/185,1/6.07,2.71,-46,189,1,0,1/189,1/8.38,3.31,+616,"3,364",16,7,1/146,1/6.08,2.65,+900,"3,476",17,9,1/134,1/6.11,3.14
2026-03-26,木,いいえ,-,-,-,-,-,-,-,-439,"2,909",11,6,1/171,1/6.51,2.63,-89,"1,609",5,6,1/146,1/5.99,3.79,+733,"4,022",16,13,1/139,1/5.71,3.71,+150,"2,125",9,6,1/142,1/6.33,3.37,-467,"1,782",6,5,1/162,1/6.95,3.32,-395,992,2,4,1/165,1/6.46,3.74,-289,239,0,0,-,1/6.04,3.21,-89,"1,303",5,2,1/186,1/5.93,2.86,-250,611,2,0,1/306,1/6.16,2.86,-239,"1,512",5,3,1/189,1/5.93,2.94,-339,543,1,1,1/272,1/6.32,3.23,-412,670,1,1,1/335,1/5.72,3.08,-389,721,1,2,1/240,1/5.81,3.36,-106,536,2,0,1/268,1/5.74,2.95,-962,"1,515",1,7,1/189,1/6.22,4.04,"-1,300","2,403",4,8,1/200,1/6.39,3.49
2026-03-25,水,いいえ,-,-,-,-,-,-,-,-180,"1,225",5,0,1/245,1/5.90,2.37,+100,"4,317",16,14,1/144,1/6.11,3.70,-30,"1,772",6,6,1/148,1/5.99,3.65,+80,"2,715",9,10,1/143,1/5.83,3.95,-840,"1,435",2,4,1/239,1/6.03,3.23,+710,"5,904",24,19,1/137,1/6.07,3.78,-160,354,1,0,1/354,1/5.85,3.12,-440,"1,020",3,1,1/255,1/6.32,2.77,+80,"1,982",9,4,1/152,1/6.49,2.90,+170,"2,944",11,10,1/140,1/6.06,3.78,+260,"3,856",16,12,1/138,1/6.38,3.60,+740,"4,017",18,12,1/134,1/6.16,3.50,-290,"2,444",7,8,1/163,1/5.81,3.57,+280,"5,017",20,17,1/136,1/6.37,3.96,+340,"3,132",10,14,1/131,1/5.69,4.57,+920,"7,497",26,37,1/119,1/6.13,5.34
2026-03-24,火,いいえ,-,-,-,-,-,-,-,-256,264,0,0,-,1/5.12,3.18,-267,"2,579",8,8,1/161,1/5.93,3.46,-395,768,1,2,1/256,1/5.56,3.30,-84,449,2,0,1/225,1/6.55,3.05,"+1,400","6,614",29,23,1/127,1/6.14,4.26,-178,119,0,0,-,1/7.71,3.36,-6,"1,108",5,2,1/158,1/6.59,3.07,-256,173,0,0,-,1/7.59,3.29,+488,"1,631",8,3,1/148,1/5.64,2.93,-478,"1,103",2,4,1/184,1/6.19,3.61,+227,"1,254",6,4,1/125,1/6.67,3.60,-17,"1,159",4,3,1/166,1/5.72,3.30,+322,"1,064",7,0,1/152,1/6.81,2.58,+677,"2,338",10,10,1/117,1/6.01,4.34,-134,383,1,0,1/383,1/5.25,3.08,-167,285,0,1,1/285,1/4.97,3.50
2026-03-23,月,いいえ,-,-,-,-,-,-,-,-310,536,1,1,1/268,1/6.13,3.24,-230,"1,126",3,5,1/141,1/6.51,3.94,+200,"1,088",4,4,1/136,1/5.57,3.71,-390,"1,593",3,7,1/159,1/5.75,4.03,+30,"5,909",23,19,1/141,1/6.42,3.74,-430,0,0,0,-,-,-,-250,477,1,2,1/159,1/7.44,3.65,+150,"2,333",8,8,1/146,1/5.71,3.73,+0,0,0,0,-,-,-,"+1,670","1,606",12,6,1/89,1/6.03,4.06,-80,0,0,0,-,-,-,-230,319,0,1,1/319,1/5.30,3.46,-350,"3,182",9,10,1/167,1/5.69,3.45,+60,426,2,1,1/142,1/6.33,3.41,"+1,110","4,138",19,12,1/133,1/5.87,3.41,-740,"2,207",6,6,1/184,1/6.40,3.16
2026-03-22,日,いいえ,-,-,-,-,-,-,-,+977,"3,678",17,11,1/131,1/5.95,3.53,"+1,011","3,693",19,9,1/132,1/6.28,2.99,+194,"3,383",13,10,1/147,1/5.99,3.39,-595,"1,620",4,2,1/270,1/5.62,2.51,+150,"3,970",14,14,1/142,1/5.96,3.97,-62,"5,118",18,16,1/151,1/6.00,3.52,-28,"3,187",11,10,1/152,1/5.92,3.52,"-1,489","1,953",2,7,1/217,1/6.85,3.60,-278,"1,194",4,2,1/199,1/6.18,2.94,+183,"2,154",9,5,1/154,1/5.97,3.02,-112,"1,044",4,2,1/174,1/6.28,3.10,-406,549,1,1,1/275,1/6.91,3.22,-534,"5,213",17,16,1/158,1/6.10,3.40,-906,"1,321",1,5,1/220,1/6.19,3.64,"+2,333","6,044",31,20,1/119,1/6.12,4.13,-223,"3,067",11,7,1/170,1/5.99,2.76
2026-03-21,土,はい,-,-,-,-,-,-,-,+722,"4,736",22,9,1/153,1/6.01,2.22,"-1,734","6,087",15,21,1/169,1/6.18,3.81,-145,"7,783",28,23,1/153,1/6.05,3.22,-823,"7,730",22,34,1/138,1/6.23,5.07,"+2,288","7,651",36,29,1/118,1/6.25,4.79,-956,"5,007",13,16,1/173,1/5.80,3.46,-989,"4,900",14,17,1/158,1/6.27,3.87,+822,"5,492",24,14,1/145,1/6.00,2.83,-23,"5,547",21,15,1/154,1/6.09,2.95,+644,"6,866",29,16,1/153,1/5.99,2.37,-873,"5,828",18,19,1/158,1/6.20,3.65,"-2,578","4,600",6,17,1/200,1/6.21,3.88,"+1,511","5,490",27,18,1/122,1/6.39,4.01,"+1,255","7,498",29,33,1/121,1/6.15,5.16,"+1,266","7,086",31,24,1/129,1/6.24,4.16,"-1,400","9,143",27,36,1/145,1/6.37,4.77
2026-03-20,金,いいえ,-,-,-,-,-,-,-,+33,"3,791",14,12,1/146,1/6.13,3.59,-223,540,2,0,1/270,1/6.75,2.94,"+1,044","5,625",26,15,1/137,1/6.18,3.04,-378,"1,801",6,1,1/257,1/5.60,2.18,+450,"4,182",18,11,1/144,1/6.15,3.04,-445,"2,354",6,9,1/157,1/6.00,3.92,+827,"3,289",16,11,1/122,1/6.48,3.90,-762,"2,557",6,7,1/197,1/5.80,3.09,-506,"5,149",18,15,1/156,1/6.29,3.22,-373,680,2,0,1/340,1/6.44,2.79,-334,638,1,2,1/213,1/6.10,3.46,"+1,977","5,719",28,22,1/114,1/6.29,4.69,+788,"3,843",19,7,1/148,1/6.08,2.34,-678,"2,359",6,8,1/169,1/6.26,3.62,-200,"3,605",14,9,1/157,1/6.36,2.90,-312,"2,143",7,6,1/165,1/6.18,3.27
2026-03-19,木,いいえ,-,-,-,-,-,-,-,-40,"1,457",4,4,1/182,1/5.16,3.28,-40,"2,342",9,6,1/156,1/6.16,3.13,-840,"2,568",6,7,1/198,1/5.91,3.08,-600,907,1,1,1/454,1/5.38,2.82,-570,676,1,0,1/676,1/6.08,2.76,-540,910,1,3,1/228,1/5.95,3.47,"+1,900","3,141",18,11,1/108,1/5.90,4.11,+890,"4,111",20,14,1/121,1/6.70,4.04,-590,683,1,0,1/683,1/6.15,2.75,+250,962,5,1,1/160,1/5.79,2.91,+50,617,3,0,1/206,1/5.77,2.90,"+1,080","4,270",20,14,1/126,1/6.21,3.89,-260,"1,581",5,4,1/176,1/6.03,3.18,-170,251,0,1,1/251,1/5.43,3.54,-40,483,2,0,1/242,1/5.69,3.01,+400,"2,103",10,7,1/124,1/6.65,3.75
2026-03-18,水,いいえ,-,-,-,-,-,-,-,+940,"2,622",14,6,1/131,1/6.04,3.02,-740,"1,141",1,4,1/228,1/6.03,3.53,-590,"1,420",5,1,1/237,1/6.89,2.46,-650,"1,044",2,2,1/261,1/6.44,3.02,-190,"1,605",6,2,1/201,1/5.92,2.59,-230,0,0,0,-,-,-,-40,892,3,3,1/149,1/6.08,3.57,-240,"2,456",10,2,1/205,1/6.02,2.05,-390,0,0,0,-,-,-,-340,"3,208",12,6,1/178,1/6.14,2.41,-350,"1,003",3,2,1/201,1/6.47,3.11,-390,527,1,1,1/264,1/7.07,3.25,-370,398,1,0,1/398,1/8.25,3.07,-590,824,1,2,1/275,1/6.26,3.24,-230,821,3,0,1/274,1/6.01,2.68,-900,"2,594",5,10,1/173,1/6.02,3.93
2026-03-17,火,いいえ,-,-,-,-,-,-,-,-484,451,0,1,1/451,1/6.42,3.30,+594,"1,057",7,3,1/106,1/6.96,3.54,+244,"5,349",18,19,1/145,1/5.76,4.09,+155,518,3,1,1/130,1/6.75,3.34,-489,"2,828",9,9,1/157,1/6.40,3.53,+250,405,3,0,1/135,1/6.25,3.14,+43,184,1,0,1/184,1/5.73,3.32,+911,"4,175",17,19,1/116,1/6.23,4.90,-289,385,0,2,1/193,1/6.24,3.71,+550,639,4,3,1/91,1/5.87,3.90,+372,"2,807",12,10,1/128,1/6.43,3.96,+11,421,2,0,1/211,1/5.88,3.08,-100,345,1,1,1/173,1/6.49,3.47,-478,"3,087",8,11,1/162,1/5.79,3.81,-312,540,0,2,1/270,1/5.00,3.53,-273,486,0,2,1/243,1/5.08,3.59
2026-03-16,月,いいえ,-,-,-,-,-,-,-,-112,88,0,0,-,1/6.34,3.39,+311,"2,839",12,6,1/158,1/5.83,2.73,-63,228,1,0,1/228,1/6.96,3.27,-206,185,0,0,-,1/5.63,3.28,-178,"1,638",6,3,1/182,1/6.04,2.85,+144,"2,246",7,9,1/140,1/5.61,4.07,-267,934,3,2,1/187,1/6.50,3.19,-67,669,3,1,1/167,1/6.91,3.16,-589,"2,127",5,9,1/152,1/6.37,4.12,-473,"1,823",5,4,1/203,1/5.84,2.92,-584,"1,697",3,6,1/189,1/5.70,3.62,-278,781,2,2,1/195,1/6.23,3.33,-328,709,2,2,1/177,1/7.36,3.41,+233,"2,615",9,12,1/125,1/6.10,4.53,"-1,112","2,705",6,9,1/180,1/6.44,3.55,-262,571,1,0,1/571,1/4.90,2.87
2026-03-15,日,いいえ,-,-,-,-,-,-,-,-40,"5,537",21,14,1/158,1/6.04,2.70,+450,"5,800",23,17,1/145,1/6.03,3.31,"-1,110","3,535",10,8,1/196,1/6.22,2.57,+450,"8,396",30,29,1/142,1/5.91,4.15,"-1,790","2,896",5,6,1/263,1/6.25,2.46,-300,"4,220",15,11,1/162,1/6.09,2.90,"-1,310","2,110",4,4,1/264,1/6.39,2.60,"-1,730","3,027",5,4,1/336,1/5.64,1.97,-580,"1,542",3,4,1/220,1/5.65,3.15,+190,"6,935",24,26,1/139,1/6.03,4.48,"-1,010","1,588",2,4,1/265,1/5.98,3.06,-340,"2,654",10,6,1/166,1/6.47,2.84,+740,"5,769",24,17,1/141,1/6.03,3.38,"-3,190","5,261",6,18,1/219,1/6.11,3.51,-940,"1,100",1,1,1/550,1/5.87,2.62,"+2,940","7,938",38,32,1/113,1/6.12,5.04
2026-03-14,土,いいえ,-,-,-,-,-,-,-,-784,"1,335",3,1,1/334,1/6.12,2.47,-289,"1,227",4,2,1/205,1/6.07,2.90,-539,"1,552",4,4,1/194,1/6.22,3.18,-134,"3,381",13,9,1/154,1/6.32,3.09,-500,"2,639",8,8,1/165,1/6.22,3.39,-506,"2,037",5,5,1/204,1/5.60,3.00,"+1,000","2,985",18,2,1/149,1/6.24,1.91,"-1,767","2,853",5,6,1/259,1/6.30,2.50,-395,"1,521",5,1,1/254,1/5.79,2.37,-267,"2,800",10,5,1/187,1/5.86,2.44,-523,"1,036",2,3,1/207,1/6.34,3.36,-117,"2,816",9,9,1/156,1/5.81,3.54,+200,"2,264",10,5,1/151,1/6.18,2.94,-545,"1,002",2,2,1/251,1/6.19,3.07,-600,"1,856",4,5,1/206,1/5.69,3.16,-339,"3,419",13,7,1/171,1/6.26,2.51
2026-03-13,金,いいえ,-,-,-,-,-,-,-,"-1,030","2,363",5,5,1/236,1/5.88,2.67,+120,"1,033",5,2,1/148,1/6.45,3.16,"+1,130","2,700",17,3,1/135,1/6.37,2.25,-710,569,0,1,1/569,1/7.17,3.16,"+1,090","5,988",25,19,1/136,1/5.90,3.73,-460,424,0,1,1/424,1/6.55,3.33,-90,931,4,2,1/155,1/6.99,3.23,-110,"2,705",11,6,1/159,1/6.39,2.83,-850,"1,243",1,4,1/249,1/5.99,3.41,-320,"1,062",3,2,1/212,1/5.98,3.04,-760,"1,005",1,2,1/335,1/6.00,3.03,-740,"2,934",8,11,1/154,1/6.49,3.97,-140,409,1,1,1/205,1/5.98,3.39,"+1,020","2,105",11,6,1/124,1/5.62,3.47,-350,"1,551",6,2,1/194,1/6.63,2.64,+350,"5,240",18,20,1/138,1/5.86,4.40
2026-03-12,木,いいえ,-,-,-,-,-,-,-,-567,"3,014",7,13,1/151,1/5.95,4.37,-339,"1,199",3,3,1/200,1/5.80,3.21,-478,"1,017",2,3,1/203,1/6.24,3.38,-195,747,2,3,1/149,1/6.61,3.70,+450,"2,396",10,7,1/141,1/5.77,3.42,+105,"4,205",16,16,1/131,1/6.50,4.32,-484,825,1,3,1/206,1/6.20,3.57,+133,476,3,0,1/159,1/6.55,3.06,+605,834,6,1,1/119,1/6.03,3.09,-28,"1,224",6,0,1/204,1/6.28,2.40,+122,576,3,0,1/192,1/5.59,2.94,-395,"1,322",4,3,1/189,1/6.39,3.11,-200,754,3,1,1/189,1/7.04,3.07,-228,580,1,2,1/193,1/5.83,3.52,-567,"2,571",7,10,1/151,1/6.39,4.02,-167,"1,867",7,3,1/187,1/5.96,2.65
2026-03-11,水,はい,-,-,-,-,-,-,-,"-1,123","2,616",6,5,1/238,1/5.97,2.48,+105,"4,166",13,20,1/126,1/6.12,4.95,-356,"2,804",8,11,1/148,1/6.11,4.10,-23,"4,126",14,13,1/153,1/5.85,3.53,-456,"2,167",7,5,1/181,1/6.22,2.94,"+1,144","8,203",30,32,1/132,1/5.82,4.79,-767,"2,255",4,8,1/188,1/5.70,3.66,-56,"4,595",18,14,1/144,1/6.46,3.49,"+1,611","3,776",18,17,1/108,1/6.05,4.85,-189,"3,804",13,10,1/165,1/5.85,2.96,+94,"2,878",9,13,1/131,1/5.96,4.54,"-1,845","4,165",6,17,1/181,1/6.00,4.27,-312,"3,615",11,15,1/139,1/6.25,4.43,+77,"3,399",12,11,1/148,1/5.91,3.63,+683,"2,846",13,9,1/129,1/6.08,3.66,-423,"4,305",14,13,1/159,1/6.04,3.35
2026-03-10,火,いいえ,-,-,-,-,-,-,-,+294,"3,245",12,12,1/135,1/5.99,4.07,-6,"1,110",4,3,1/159,1/5.89,3.36,+266,"1,763",6,8,1/126,1/5.76,4.24,-139,"1,587",5,6,1/144,1/6.22,3.82,"+1,000","4,955",21,16,1/134,1/5.91,3.79,-44,43,0,0,-,1/5.30,3.45,-12,"2,648",10,8,1/147,1/6.23,3.46,-228,"1,367",5,2,1/195,1/6.14,2.79,-112,"2,387",7,9,1/149,1/5.78,3.93,-289,498,1,0,1/498,1/5.53,2.95,+461,"3,038",13,10,1/132,1/6.21,3.76,-306,523,1,1,1/262,1/6.24,3.25,+66,661,3,1,1/165,1/5.96,3.17,+355,"2,166",8,10,1/120,1/6.06,4.43,+538,"1,734",9,2,1/158,1/5.62,2.57,-528,"3,215",10,8,1/179,1/5.95,2.86
2026-03-09,月,いいえ,-,-,-,-,-,-,-,+144,"2,858",9,12,1/136,1/5.78,4.33,-317,345,0,1,1/345,1/5.99,3.43,-167,"1,089",4,2,1/182,1/6.27,3.05,"+1,077","4,515",20,18,1/119,1/6.30,4.60,-184,350,1,1,1/175,1/7.91,3.46,-317,"5,002",15,20,1/143,1/6.02,4.50,+383,"2,270",10,6,1/142,1/5.99,3.25,-256,723,2,1,1/241,1/5.94,3.06,-200,155,0,0,-,1/6.43,3.31,"+2,511","6,466",30,25,1/118,1/5.80,4.75,-228,430,1,0,1/430,1/5.65,3.03,-456,376,0,0,-,1/6.06,3.05,-817,796,0,1,1/796,1/5.77,2.90,-334,274,0,0,-,1/6.09,3.17,"+2,311","3,061",20,9,1/106,1/5.90,3.70,-595,"1,152",2,3,1/230,1/6.02,3.23
2026-03-08,日,いいえ,-,-,-,-,-,-,-,+230,"5,100",21,14,1/146,1/6.28,3.09,-590,"2,876",8,7,1/192,1/5.75,2.84,-860,"1,200",2,2,1/300,1/6.48,2.85,"-1,770","3,584",8,7,1/239,1/6.21,2.25,-420,"5,796",19,16,1/166,1/5.85,2.92,-90,"1,317",4,4,1/165,1/5.69,3.45,"+1,320","4,410",22,10,1/138,1/5.90,2.69,-370,"2,404",8,6,1/172,1/6.16,3.03,"-1,380","4,424",12,10,1/201,1/6.07,2.39,-420,"1,984",7,3,1/198,1/6.22,2.54,+50,"3,422",14,5,1/180,1/5.82,2.10,-400,"1,309",3,3,1/218,1/5.60,3.09,+300,"2,810",12,6,1/156,1/5.90,2.76,-160,"2,407",9,5,1/172,1/6.05,2.76,-930,"4,634",15,9,1/193,1/6.02,2.13,-510,"2,362",7,4,1/215,1/5.69,2.47
2026-03-07,土,いいえ,-,-,-,-,-,-,-,-700,"3,317",10,10,1/166,1/6.29,3.35,+16,"2,437",10,5,1/162,1/6.12,2.77,+27,"4,730",17,17,1/139,1/6.22,4.12,-717,"1,213",2,3,1/243,1/6.21,3.16,-478,"2,790",9,7,1/174,1/6.13,2.96,-434,908,2,0,1/454,1/5.33,2.56,-350,"4,163",14,11,1/167,1/5.94,2.92,-550,"2,393",7,6,1/184,1/6.04,3.00,+33,"1,589",6,4,1/159,1/5.89,3.21,"+1,800","5,827",29,16,1/129,1/6.05,3.22,+544,"5,736",25,18,1/133,1/6.53,3.71,-545,873,2,1,1/291,1/6.56,2.89,+172,"2,498",8,7,1/167,1/5.25,3.23,-250,"4,183",17,9,1/161,1/6.45,2.49,-406,"2,247",6,7,1/173,1/5.80,3.43,"-1,956","3,721",7,6,1/286,1/5.81,1.97
2026-03-06,金,いいえ,-,-,-,-,-,-,-,-473,835,1,2,1/278,1/5.58,3.22,-684,"1,389",2,4,1/232,1/5.71,3.28,-217,"2,070",8,3,1/188,1/6.09,2.50,-345,535,1,0,1/535,1/5.65,2.91,-356,976,3,1,1/244,1/6.18,2.82,-789,"1,221",2,2,1/305,1/6.08,2.83,-717,"3,668",11,12,1/159,1/6.32,3.61,-195,"2,026",4,11,1/135,1/5.65,4.64,-423,291,0,0,-,1/7.41,3.15,-473,478,0,1,1/478,1/5.96,3.27,-567,"1,917",5,5,1/192,1/6.02,3.13,-250,244,0,0,-,1/5.30,3.21,+244,"1,692",6,8,1/121,1/6.03,4.31,"+1,122","2,975",13,12,1/119,1/5.64,4.35,-112,138,0,0,-,1/4.65,3.33,+744,"3,237",13,13,1/125,1/5.87,4.36
2026-03-05,木,いいえ,-,-,-,-,-,-,-,-517,"4,794",15,17,1/150,1/6.18,4.00,-295,913,2,2,1/228,1/5.53,3.17,"+1,288","4,016",19,16,1/115,1/6.27,4.55,+833,"5,081",21,18,1/130,1/6.09,4.18,+422,"5,100",21,16,1/138,1/6.28,3.65,"+1,733","5,629",27,19,1/122,1/6.13,4.13,+488,"1,290",7,4,1/117,1/6.43,3.60,"+1,477","6,406",27,22,1/131,1/5.84,4.15,-356,447,0,3,1/149,1/7.34,3.96,-556,820,1,2,1/273,1/6.09,3.24,+55,806,3,2,1/161,1/5.62,3.34,+677,"5,974",22,21,1/139,1/5.80,4.14,+11,"1,704",6,6,1/142,1/6.10,3.73,-539,475,0,1,1/475,1/6.69,3.27,-312,860,2,2,1/215,1/5.88,3.23,-800,"3,279",7,13,1/164,1/5.84,4.13
2026-03-04,水,いいえ,-,-,-,-,-,-,-,"+1,011","3,698",18,9,1/137,1/5.95,2.95,-456,828,1,3,1/207,1/6.02,3.56,-206,710,2,2,1/178,1/6.34,3.41,"+1,755","2,422",14,10,1/101,1/5.71,4.40,-50,"2,428",8,6,1/173,1/5.54,3.00,+122,"1,524",6,5,1/139,1/6.14,3.61,+38,886,4,2,1/148,1/6.56,3.29,-434,825,2,2,1/206,1/6.89,3.28,-289,"2,393",6,12,1/133,1/6.17,4.62,-862,"1,150",2,2,1/288,1/6.80,2.91,-528,"2,024",4,9,1/156,1/5.95,4.19,+177,"3,257",10,14,1/136,1/5.72,4.48,"+1,666","2,758",15,14,1/95,1/6.27,4.92,"+1,488","2,222",14,6,1/111,1/5.91,3.46,"+2,111","5,658",28,17,1/126,1/5.85,3.62,-328,428,1,0,1/428,1/6.80,3.03
