日付,曜日,特定日,856番台,,,,,,,,857番台,,,,,,,,858番台,,,,,,,,860番台,,,,,,,,861番台,,,,,,,,862番台,,,,,,,,863番台,,,,,,,,865番台,,,,,,,,866番台,,,,,,,,867番台,,,,,,,,868番台,,,,,,,,870番台,,,,,,,
,,,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差,差枚,G数,BB,RB,合成,設定,狙度,次差
2025-12-01,月,いいえ,+72,694,3,1,1/174,3.22,58,10.0,+733,"2,778",14,6,1/139,3.08,48,2.0,-511,863,2,1,1/288,2.92,35,20.0,-211,"2,313",9,8,1/136,3.58,59,1.0,-8,216,1,0,1/216,3.34,10,-,"+2,030","7,018",34,23,1/123,4.08,15,2.0,+28,261,1,0,1/261,3.29,46,11.0,-22,366,1,1,1/183,3.40,13,3.0,-669,"1,166",2,3,1/233,3.05,63,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,いいえ,-561,"2,928",9,10,1/154,3.34,62,1.0,+209,"1,347",6,3,1/150,3.23,55,13.0,"+3,328","5,746",37,15,1/111,4.12,18,18.0,+92,529,3,1,1/132,3.42,42,24.0,"+2,239","7,745",37,31,1/114,4.88,0,-,-208,209,0,0,-,3.24,55,13.0,+227,"2,197",10,4,1/157,2.88,0,-,"+2,099","6,472",30,25,1/118,4.56,0,-,-90,104,0,0,-,3.37,61,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,いいえ,"-1,104","1,319",1,3,1/330,2.79,64,1.0,-673,"2,289",6,6,1/191,2.87,59,4.0,-374,333,0,1,1/333,3.34,59,4.0,+304,"9,191",35,33,1/135,3.92,32,32.0,-302,944,2,3,1/189,3.30,55,3.0,+182,959,5,2,1/137,3.35,52,20.0,"+3,888","5,916",37,24,1/97,5.27,0,-,+51,"2,095",8,6,1/150,3.27,55,3.0,-625,889,1,3,1/222,3.26,63,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,いいえ,-174,"2,961",11,3,1/212,2.09,49,8.0,-767,740,0,1,1/740,2.87,12,-,-761,"2,520",9,4,1/194,2.48,57,7.0,-669,989,1,1,1/495,2.70,63,3.0,-666,"1,092",2,3,1/218,3.13,60,3.0,+543,"3,093",15,6,1/147,2.82,49,8.0,+218,"6,155",23,22,1/137,3.76,41,29.0,-673,"2,223",5,9,1/159,3.52,63,3.0,+463,"2,027",11,4,1/135,3.18,50,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,-252,"1,657",5,5,1/166,3.24,41,2.0,"+3,778","6,644",35,33,1/98,5.43,0,-,-117,89,0,0,-,3.39,55,2.0,+217,435,3,1,1/109,3.54,59,4.0,-198,853,3,1,1/213,3.03,55,2.0,+598,"2,771",14,4,1/154,2.63,53,12.0,-303,"1,151",3,3,1/192,3.16,61,2.0,+95,255,2,0,1/128,3.40,59,4.0,+19,"3,656",13,13,1/141,3.59,39,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,はい,+20,"7,252",28,22,1/145,3.10,32,1.0,-325,519,1,0,1/519,2.98,61,4.0,-111,"2,235",9,3,1/186,2.54,55,23.0,"-1,031","1,012",0,1,1/1012,2.60,65,4.0,-712,"1,016",2,1,1/339,2.76,57,2.0,-825,"3,729",12,10,1/170,2.78,65,4.0,-333,"2,755",8,9,1/162,3.22,61,4.0,-249,458,1,0,1/458,3.05,61,4.0,"+1,236","7,498",33,26,1/127,4.08,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-25,火,いいえ,"-1,265","1,659",1,5,1/277,2.88,66,3.0,-579,897,1,3,1/224,3.25,63,5.0,-252,879,3,2,1/176,3.24,55,5.0,+512,"1,957",11,2,1/151,2.78,56,1.0,+637,"1,789",10,5,1/119,3.61,50,5.0,-522,496,0,1,1/496,3.15,71,3.0,-87,"1,177",3,5,1/147,3.60,58,2.0,+207,"3,491",13,12,1/140,3.55,45,-,-244,190,0,0,-,3.27,68,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,-97,886,3,2,1/177,3.23,55,4.0,-261,456,1,1,1/228,3.29,57,2.0,-269,"1,198",2,5,1/171,3.47,51,3.0,-196,"1,853",7,5,1/154,3.22,61,2.0,-124,293,1,0,1/293,3.25,48,-,-443,"1,481",4,3,1/212,2.89,76,6.0,+107,308,2,0,1/154,3.33,59,2.0,+439,"2,718",13,6,1/143,3.05,59,2.0,-815,"1,898",3,7,1/190,3.24,70,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,はい,-434,"1,058",2,3,1/212,3.17,51,1.0,+216,"5,044",19,18,1/136,3.73,43,4.0,-500,"3,608",12,10,1/164,2.89,49,6.0,-126,859,3,2,1/172,3.26,50,1.0,+507,"4,831",20,13,1/146,2.97,39,-,"-1,657","3,960",10,6,1/248,1.88,73,3.0,-331,706,2,1,1/235,3.10,52,1.0,-975,814,0,1,1/814,2.79,70,4.0,-890,"1,458",3,2,1/292,2.61,66,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,いいえ,+18,"3,543",15,12,1/131,3.69,44,9.0,-149,"2,293",9,6,1/153,3.14,61,5.0,+33,"2,884",13,4,1/170,2.44,56,6.0,+371,"4,222",18,9,1/156,2.57,48,4.0,+133,"1,365",5,6,1/124,3.81,50,2.0,-782,"2,541",7,8,1/169,3.13,70,7.0,"+1,313","4,762",21,19,1/119,4.36,35,-,-396,"1,467",5,2,1/210,2.77,61,5.0,-513,684,1,1,1/342,3.03,63,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-21,金,いいえ,-149,"2,257",10,4,1/161,2.82,33,-,-300,382,1,0,1/382,3.14,63,2.0,"-1,192","2,103",3,6,1/234,2.81,66,3.0,-399,891,2,2,1/223,3.12,58,2.0,+48,"1,955",8,5,1/150,3.20,49,16.0,-160,380,1,1,1/190,3.39,63,2.0,-628,"5,425",15,18,1/164,3.01,60,2.0,-277,427,1,0,1/427,3.09,61,1.0,-491,"1,513",4,3,1/216,2.85,56,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,いいえ,"+2,030","7,594",36,27,1/121,4.41,17,11.0,+83,"3,227",11,12,1/140,3.65,57,2.0,-604,662,0,2,1/331,3.19,57,2.0,-136,948,3,2,1/190,3.16,17,11.0,-478,"3,504",15,6,1/167,2.42,55,38.0,-568,446,0,0,-,2.97,74,13.0,-433,359,0,0,-,3.07,61,4.0,-134,489,2,0,1/245,3.11,61,4.0,"+1,149","2,264",13,8,1/108,4.06,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-19,水,いいえ,-701,"1,180",1,6,1/169,3.62,64,3.0,-946,"1,809",3,5,1/226,2.89,77,9.0,-70,"2,433",9,9,1/135,3.67,52,52.0,"+2,332","4,250",25,17,1/101,4.82,0,-,-806,746,0,0,-,2.65,64,3.0,-582,"2,357",7,6,1/181,2.89,68,3.0,-346,"1,232",4,1,1/246,2.70,65,1.0,-406,"1,416",5,1,1/236,2.60,61,9.0,"+2,009","3,956",22,16,1/104,4.68,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,いいえ,-700,916,1,3,1/229,3.23,57,4.0,"-1,127","1,724",2,5,1/246,2.89,72,9.0,+119,"1,131",6,0,1/189,2.77,53,1.0,+230,"2,532",11,5,1/158,2.84,52,-,-749,922,0,3,1/307,3.13,57,4.0,"-1,056","2,610",7,4,1/237,2.27,73,1.0,-711,"1,149",2,3,1/230,3.06,63,2.0,-512,"1,982",5,9,1/142,3.78,59,2.0,-40,938,4,1,1/188,3.03,61,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-17,月,いいえ,-120,"2,259",9,6,1/151,3.18,42,-,-327,985,3,2,1/197,3.11,61,4.0,-122,752,4,1,1/150,3.25,45,3.0,+132,"3,042",13,8,1/145,3.15,52,6.0,-39,423,2,0,1/212,3.19,46,1.0,-722,"2,817",8,9,1/166,3.15,64,3.0,-195,"1,743",8,2,1/174,2.74,57,2.0,+172,"2,892",10,11,1/138,3.70,55,3.0,-522,694,1,1,1/347,3.02,67,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-16,日,はい,+377,"5,094",22,15,1/138,3.31,34,1.0,-233,"1,152",4,1,1/230,2.79,61,2.0,-426,"5,501",18,20,1/145,3.58,33,1.0,-210,"2,339",10,3,1/180,2.52,61,2.0,+76,"4,835",18,15,1/147,3.22,32,-,"-1,243","3,472",11,7,1/193,2.36,65,3.0,-345,"3,998",15,7,1/182,2.20,54,20.0,-567,"2,213",7,2,1/246,2.24,62,1.0,-876,"1,668",3,5,1/209,3.04,59,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-15,土,いいえ,-665,"3,276",10,7,1/193,2.46,53,16.0,-227,162,0,0,-,3.30,61,4.0,+522,"5,982",26,14,1/150,2.54,37,3.0,-7,610,3,0,1/203,3.07,61,4.0,"+1,157","1,957",12,4,1/122,3.37,34,-,-404,764,2,1,1/255,3.03,61,4.0,-491,526,0,1,1/526,3.11,61,4.0,-515,"2,783",9,10,1/146,3.50,63,2.0,-72,"2,928",11,11,1/133,3.76,57,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-14,金,いいえ,+325,"1,680",7,7,1/120,3.88,53,8.0,-274,176,0,0,-,3.28,61,1.0,-381,858,2,2,1/215,3.16,55,1.0,-258,958,3,1,1/240,2.91,54,1.0,+838,"2,668",14,7,1/127,3.45,45,1.0,-539,530,0,1,1/530,3.11,63,2.0,+158,"1,846",8,5,1/142,3.32,44,-,-525,556,0,1,1/556,3.08,60,3.0,-486,"1,801",5,4,1/200,2.86,57,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-13,木,はい,"-1,172","1,677",3,3,1/280,2.61,63,2.0,+50,476,2,1,1/159,3.38,44,3.0,+167,829,5,1,1/138,3.26,50,6.0,+331,"3,164",14,8,1/144,3.10,53,3.0,+17,457,2,0,1/229,3.15,41,6.0,-185,"2,886",10,9,1/152,3.26,61,3.0,"+1,801","3,786",22,12,1/111,4.13,35,19.0,-145,110,0,0,-,3.36,16,-,-249,"3,550",13,9,1/161,2.82,58,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-12,水,いいえ,-96,95,0,0,-,3.38,52,4.0,+973,"6,341",28,19,1/135,3.40,36,36.0,-81,55,0,0,-,3.43,48,9.0,-264,485,1,0,1/485,3.02,61,2.0,"+1,625","4,240",24,9,1/128,3.08,39,3.0,-172,588,2,1,1/196,3.24,61,2.0,+504,"1,464",7,6,1/113,3.91,56,4.0,"+2,544","5,891",27,30,1/103,5.21,0,-,-232,199,0,1,1/199,3.50,59,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-11,火,いいえ,+316,"1,604",8,4,1/134,3.37,53,18.0,-232,666,2,1,1/222,3.15,58,3.0,+144,"5,371",20,19,1/138,3.68,35,-,-63,759,3,2,1/152,3.38,58,3.0,-473,782,1,2,1/261,3.15,55,2.0,+123,"2,312",9,7,1/145,3.35,59,1.0,-265,"1,040",3,4,1/149,3.53,53,18.0,-563,900,2,1,1/300,2.88,63,4.0,-287,302,0,0,-,3.13,59,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-10,月,いいえ,-532,652,0,1,1/652,2.97,60,9.0,-205,"1,100",4,2,1/183,3.08,24,-,"+1,132","2,612",17,6,1/114,3.60,44,3.0,+269,"1,228",7,1,1/154,2.99,41,3.0,+156,937,4,2,1/156,3.27,51,1.0,-570,"1,446",3,5,1/181,3.29,63,2.0,-500,"4,192",13,15,1/150,3.44,50,6.0,-119,616,2,1,1/205,3.21,61,1.0,+111,461,3,0,1/154,3.25,38,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-09,日,いいえ,-496,"2,032",5,8,1/156,3.51,55,1.0,-289,"5,717",15,30,1/127,4.65,7,-,-352,"1,021",3,1,1/255,2.84,44,4.0,"+1,294","5,837",27,16,1/136,3.19,29,4.0,-561,987,2,3,1/197,3.25,40,11.0,-854,"1,233",2,1,1/411,2.54,55,1.0,-313,"1,672",6,3,1/186,2.86,44,4.0,-326,299,0,0,-,3.14,54,10.0,+539,"7,704",32,24,1/138,3.39,25,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-08,土,いいえ,-661,"1,512",2,7,1/168,3.57,52,3.0,-878,"2,026",3,7,1/203,3.10,49,6.0,"+1,079","6,812",29,26,1/124,4.35,26,7.0,-531,"4,288",13,16,1/148,3.55,52,3.0,"+1,556","8,604",36,31,1/128,4.17,19,19.0,+568,"3,201",15,10,1/128,3.63,41,15.0,+426,"3,325",14,10,1/139,3.38,0,-,+768,"4,816",20,20,1/120,4.39,43,2.0,-344,758,2,1,1/253,3.04,49,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-07,金,いいえ,-195,144,0,0,-,3.32,4,4.0,+194,"8,161",28,29,1/143,3.59,32,22.0,-633,984,2,1,1/328,2.79,46,14.0,-272,432,1,0,1/432,3.08,58,9.0,-491,"4,853",15,16,1/157,3.15,49,3.0,-99,62,0,0,-,3.42,10,6.0,"+2,967","8,720",42,32,1/118,4.68,0,-,-367,"1,335",4,3,1/191,3.05,46,14.0,+17,564,3,0,1/188,3.13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-06,木,はい,"+2,145","8,544",33,49,1/104,5.46,0,-,-590,"1,068",1,3,1/267,3.06,67,4.0,"+1,434","6,239",30,20,1/125,3.92,32,21.0,-281,"1,173",4,1,1/235,2.77,11,11.0,-519,"3,144",10,10,1/157,3.20,57,20.0,"+2,853","7,496",39,26,1/115,4.59,0,-,-558,"2,913",9,5,1/208,2.33,63,6.0,+980,"7,622",29,28,1/134,3.98,37,5.0,"+3,385","9,120",44,37,1/113,5.07,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-04,火,いいえ,-252,363,1,0,1/363,3.16,48,48.0,-501,"1,837",6,3,1/204,2.69,63,6.0,-105,404,1,1,1/202,3.36,57,9.0,"+2,074","6,746",28,35,1/107,5.21,0,-,-997,"2,179",4,8,1/182,3.25,64,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-03,月,はい,+903,"4,213",20,10,1/140,2.96,34,-,-54,"1,435",6,1,1/205,2.67,57,1.0,-252,876,3,1,1/219,3.00,56,1.0,+382,"6,911",28,25,1/130,4.02,34,-,-322,329,0,0,-,3.10,55,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-02,日,いいえ,+870,"2,244",13,5,1/125,3.37,50,40.0,-58,"3,111",11,10,1/148,3.33,52,2.0,-289,"1,123",4,2,1/187,3.05,10,-,-366,"2,382",7,6,1/183,2.86,61,9.0,-325,"1,257",3,4,1/180,3.27,52,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-01,土,いいえ,-501,327,0,0,-,3.10,57,4.0,+36,"1,616",6,5,1/147,3.39,53,14.0,"+2,048","8,023",34,33,1/120,4.73,0,-,+45,"1,292",4,8,1/108,4.21,59,2.0,-269,413,1,0,1/413,3.10,39,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-31,金,いいえ,-308,"2,618",8,7,1/175,2.92,55,37.0,-865,"1,149",1,3,1/287,2.97,55,37.0,-458,"1,415",4,3,1/202,2.96,59,2.0,-463,313,0,0,-,3.12,57,2.0,"+2,661","6,646",38,17,1/121,3.60,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-30,木,いいえ,-175,242,1,0,1/242,3.31,55,10.0,-486,597,1,1,1/299,3.13,45,-,-560,834,1,3,1/209,3.33,57,2.0,-393,"1,671",4,4,1/209,2.91,57,2.0,-481,338,0,0,-,3.09,55,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-29,水,いいえ,+0,705,2,4,1/118,3.81,52,3.0,+422,271,3,0,1/90,3.49,4,-,+42,"2,837",10,9,1/149,3.32,49,45.0,+97,568,3,1,1/142,3.37,53,1.0,-34,545,2,1,1/182,3.29,55,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-28,火,いいえ,+960,"1,070",8,4,1/89,4.03,50,37.0,"+2,287","1,575",16,5,1/75,4.51,0,-,-639,"1,987",6,6,1/166,3.20,60,5.0,+97,"2,133",7,10,1/125,4.02,13,13.0,-33,876,3,2,1/175,3.24,55,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-27,月,いいえ,-296,222,0,0,-,3.23,48,48.0,"+2,074","6,637",29,33,1/107,5.18,0,-,-58,41,0,0,-,3.45,59,11.0,"+1,030","6,190",24,29,1/117,4.82,0,-,-81,59,0,0,-,3.43,62,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-26,日,はい,+801,"5,767",23,22,1/128,4.13,35,-,-336,704,2,1,1/235,3.10,59,13.0,-983,"2,016",4,6,1/202,2.98,46,11.0,-859,"4,673",16,9,1/187,2.11,61,2.0,"-1,164","2,376",4,8,1/198,3.04,61,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-25,土,いいえ,-85,"1,906",8,4,1/159,3.02,55,4.0,-903,"1,329",2,3,1/266,2.87,51,12.0,"+1,080","4,155",21,11,1/130,3.36,33,-,-206,"2,348",10,2,1/196,2.32,63,8.0,-429,"1,424",3,3,1/237,2.86,39,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-24,金,いいえ,-62,"1,966",7,6,1/151,3.32,55,16.0,+432,"3,807",16,10,1/146,3.04,39,15.0,-551,"1,899",6,2,1/237,2.43,61,6.0,-480,"1,081",3,1,1/270,2.78,70,9.0,"+2,426","5,254",31,11,1/125,3.08,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-23,木,はい,-66,936,3,4,1/134,3.65,55,7.0,+20,"4,164",16,14,1/139,3.54,46,-,-642,"1,296",3,5,1/162,3.46,48,2.0,-573,"1,555",5,2,1/222,2.68,62,1.0,-787,"1,005",2,1,1/335,2.77,61,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-22,水,いいえ,-65,"1,970",6,8,1/141,3.67,55,1.0,-97,85,0,0,-,3.39,55,1.0,"+1,665","3,219",19,11,1/107,4.24,29,-,-620,"5,452",17,19,1/151,3.34,54,25.0,-395,270,0,0,-,3.17,55,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-21,火,いいえ,-582,"1,830",6,3,1/203,2.70,55,7.0,-244,223,0,0,-,3.23,43,-,+277,"1,375",7,2,1/153,3.06,48,5.0,-489,"1,093",2,4,1/182,3.36,61,6.0,-215,"1,087",4,3,1/155,3.33,55,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-20,月,いいえ,-139,697,2,2,1/174,3.35,41,9.0,"+1,913","5,044",28,14,1/120,3.75,32,-,+264,741,4,2,1/124,3.51,44,3.0,-209,370,1,0,1/370,3.15,61,6.0,-281,"2,011",7,3,1/201,2.60,55,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-19,日,いいえ,+74,"7,951",30,23,1/150,2.80,28,2.0,-397,316,0,0,-,3.12,55,27.0,+993,"5,053",27,9,1/140,2.48,26,-,-435,"2,375",7,6,1/183,2.87,61,6.0,-335,835,3,0,1/278,2.81,55,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-18,土,いいえ,-525,454,0,0,-,2.96,63,8.0,-343,527,0,2,1/264,3.35,55,12.0,+89,"3,191",13,7,1/160,2.76,34,-,-524,819,2,0,1/410,2.74,63,8.0,-392,"1,718",5,6,1/156,3.41,43,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-17,金,いいえ,+275,"2,312",8,10,1/128,3.92,59,5.0,-96,80,0,0,-,3.40,37,20.0,"+1,485","3,110",18,6,1/130,3.09,39,2.0,-69,49,0,0,-,3.44,54,15.0,"+1,047","2,305",14,3,1/136,2.91,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-16,木,はい,-439,785,1,2,1/262,3.15,61,9.0,"+2,245","7,896",36,28,1/123,4.31,12,-,-264,912,2,3,1/182,3.34,52,27.0,+196,"1,523",7,5,1/127,3.61,52,27.0,"+1,984","5,840",28,21,1/119,4.32,25,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-15,水,いいえ,-219,400,1,0,1/400,3.12,61,2.0,-437,"1,077",2,3,1/215,3.15,59,1.0,+444,981,6,1,1/140,3.18,50,-,-113,595,2,1,1/198,3.23,58,8.0,+325,"1,724",9,3,1/144,3.09,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-14,火,いいえ,-584,"2,360",8,5,1/182,2.75,63,14.0,-650,593,0,0,-,2.81,63,14.0,+657,"1,790",7,10,1/105,4.36,46,25.0,-497,748,1,1,1/374,2.96,21,-,+641,"1,061",7,2,1/118,3.44,49,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-13,月,はい,-277,580,2,0,1/290,3.01,54,6.0,-81,"2,999",12,8,1/150,3.10,57,3.0,-384,"2,376",7,7,1/170,3.09,59,2.0,"+1,204","6,242",24,27,1/122,4.56,0,-,-817,"3,027",8,10,1/168,3.15,48,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-12,日,いいえ,"+1,133","3,810",20,9,1/131,3.19,43,8.0,-749,"2,376",5,9,1/170,3.35,63,6.0,-661,"1,044",1,3,1/261,3.09,57,2.0,-100,946,4,0,1/237,2.78,55,12.0,-225,"3,747",14,7,1/178,2.33,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
