日付,曜日,特定日,715番台,,,,,,716番台,,,,,,717番台,,,,,,718番台,,,,,,720番台,,,,,,721番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-11-12,水,いいえ,-868,"2,827",6,10,1/177,3.23,-54,"3,031",10,11,1/144,3.61,"+1,011","4,561",23,9,1/143,2.70,-473,"3,339",13,6,1/176,2.46,+209,"1,752",7,3,1/175,2.88,+843,"1,762",11,2,1/136,3.01
2025-11-11,火,いいえ,"+1,104","5,060",22,17,1/130,3.89,-596,"1,900",6,3,1/211,2.64,+685,"5,708",25,12,1/154,2.42,-373,"2,506",8,7,1/167,3.08,-21,"1,796",8,3,1/163,2.92,+361,"2,953",12,9,1/141,3.43
2025-11-10,月,はい,"-1,727","3,128",7,7,1/223,2.43,+168,"3,519",17,5,1/160,2.39,+29,"2,127",9,3,1/177,2.66,-582,"1,218",4,0,1/305,2.51,"+2,241","5,793",28,20,1/121,4.32,-532,"4,256",14,14,1/152,3.33
2025-11-09,日,いいえ,-608,"4,296",13,13,1/165,2.99,"+1,557","4,937",24,19,1/115,4.60,"-1,107",892,0,1,1/892,2.72,"-1,145","4,465",14,11,1/179,2.53,-168,"3,307",11,11,1/150,3.40,-223,"3,014",9,14,1/131,4.18
2025-11-08,土,いいえ,-508,"4,280",16,7,1/186,2.13,-658,"2,160",6,5,1/196,2.82,+683,"4,573",21,12,1/139,3.19,+29,"4,103",15,10,1/164,2.71,-656,"2,471",6,6,1/206,2.73,"+1,028","3,856",20,5,1/154,2.31
2025-11-07,金,いいえ,"+1,171","3,305",15,13,1/118,4.26,+536,"5,077",21,14,1/145,3.10,+728,"6,918",27,25,1/133,4.06,-825,802,1,0,1/802,2.67,-225,"2,680",10,6,1/168,2.85,+944,"4,578",18,21,1/117,4.73
2025-11-06,木,いいえ,"+2,755","6,019",33,21,1/111,4.74,"-1,068","1,182",1,2,1/394,2.73,"-1,229","4,702",11,16,1/174,3.05,-533,"1,002",2,3,1/200,3.24,"+2,622","5,126",33,3,1/142,1.83,+137,"3,565",13,13,1/137,3.77
2025-11-05,水,いいえ,-92,"4,601",15,16,1/148,3.49,+38,"2,730",11,7,1/152,3.11,+761,"1,755",11,1,1/146,2.77,"+2,661","7,217",36,26,1/116,4.74,+396,"2,076",10,4,1/148,3.04,-292,855,2,2,1/214,3.17
2025-11-03,月,いいえ,-585,"4,923",16,15,1/159,3.04,-110,"5,842",22,23,1/130,4.28,+479,"3,123",16,4,1/156,2.47,+391,"1,912",8,6,1/137,3.52,+110,"7,597",28,25,1/143,3.48,-665,"1,345",2,4,1/224,3.09
2025-11-02,日,いいえ,+103,"5,398",22,14,1/150,2.86,-204,"3,943",12,11,1/171,2.83,+448,"5,448",20,20,1/136,3.92,-983,"4,048",11,10,1/193,2.49,"-1,455","3,837",10,10,1/192,2.59,"-1,228","6,426",18,22,1/161,3.19
2025-11-01,土,いいえ,-885,"4,535",16,11,1/168,2.60,-223,"3,006",12,6,1/167,2.69,-8,"2,478",9,5,1/177,2.75,-979,"3,215",10,4,1/230,2.07,-652,"3,707",12,10,1/169,2.85,-173,"2,166",8,5,1/167,2.98
2025-10-31,金,いいえ,+25,"5,166",21,13,1/152,2.80,-373,"1,819",6,4,1/182,2.95,+360,"6,223",25,19,1/141,3.36,-570,"2,604",9,4,1/200,2.43,-477,910,2,1,1/303,2.87,-137,"4,443",16,15,1/143,3.54
2025-10-30,木,はい,-325,"2,388",10,2,1/199,2.31,-758,"2,466",7,6,1/190,2.81,"-1,088","2,189",4,8,1/182,3.28,-542,"2,236",7,4,1/203,2.61,"-1,299","2,755",6,9,1/184,3.08,-127,"2,556",8,9,1/150,3.49
2025-10-29,水,いいえ,-484,"4,040",13,10,1/176,2.63,-597,685,1,0,1/685,2.79,"+1,633","7,088",32,26,1/122,4.52,-420,907,2,1,1/302,2.87,"+1,244","7,057",31,22,1/133,3.68,-677,"1,488",4,3,1/213,2.89
2025-10-28,火,いいえ,-399,"3,163",11,9,1/158,3.10,+167,"5,385",21,16,1/146,3.22,-914,"2,620",7,5,1/218,2.48,-363,"2,863",9,7,1/179,2.80,+995,"8,073",31,28,1/137,3.87,+31,"2,909",13,4,1/171,2.45
2025-10-27,月,いいえ,-292,"5,091",18,14,1/159,2.84,-774,"3,334",10,8,1/185,2.64,-20,"2,606",9,6,1/174,2.84,-464,929,3,0,1/310,2.71,-615,"2,964",7,9,1/185,2.96,-452,"1,925",6,5,1/175,3.06
2025-10-26,日,いいえ,"-1,033","5,081",16,11,1/188,2.21,-550,"6,669",23,21,1/152,3.16,-441,"2,895",9,8,1/170,2.98,+672,"7,613",26,27,1/144,3.69,"-1,301","4,113",10,12,1/187,2.73,"+1,854","5,887",28,16,1/134,3.33
2025-10-25,土,いいえ,+300,"5,318",20,12,1/166,2.42,-643,"3,796",12,11,1/165,2.98,"-1,019","5,746",16,19,1/164,3.07,"-1,022","3,498",10,9,1/184,2.69,"-1,250","4,533",13,12,1/181,2.59,+689,"4,366",19,12,1/141,3.23
2025-10-24,金,いいえ,"-1,124","5,997",18,17,1/171,2.64,+873,"3,531",17,7,1/147,2.79,-515,"4,697",16,17,1/142,3.70,-585,"2,547",6,7,1/196,2.86,+37,"2,384",11,1,1/199,2.20,"+1,788","5,385",27,16,1/125,3.81
2025-10-23,木,いいえ,-717,"5,035",17,13,1/168,2.63,-326,"2,198",8,4,1/183,2.73,+215,"3,106",14,6,1/155,2.75,-476,"3,297",11,9,1/165,2.96,"+1,438","6,392",28,21,1/130,3.90,-148,"2,465",8,8,1/154,3.36
2025-10-22,水,いいえ,-338,"6,501",20,24,1/148,3.66,-222,"2,365",7,9,1/148,3.61,+588,"3,307",17,4,1/157,2.38,-77,"1,664",6,6,1/139,3.61,-620,"1,946",4,7,1/177,3.31,"+1,150","3,093",17,9,1/119,3.80
2025-10-21,火,いいえ,"-1,403","2,489",6,4,1/249,2.34,-266,"1,320",3,5,1/165,3.46,-337,"4,584",15,16,1/148,3.51,+478,"2,649",14,3,1/156,2.55,-891,"4,724",10,21,1/152,3.93,-828,"2,633",7,9,1/165,3.30
2025-10-20,月,はい,-173,"4,172",17,10,1/155,2.80,+308,"5,150",19,18,1/139,3.72,+79,"4,201",17,9,1/162,2.58,+567,"8,194",32,29,1/134,4.03,-417,"3,312",13,4,1/195,2.15,+450,"4,844",19,18,1/131,4.04
2025-10-19,日,いいえ,-470,"5,703",20,13,1/173,2.31,-324,"3,433",11,12,1/149,3.49,+919,"5,799",23,19,1/138,3.62,"-1,970","2,747",4,4,1/343,2.08,-808,"3,202",9,9,1/178,2.89,+142,"5,387",19,20,1/138,3.89
2025-10-18,土,いいえ,+884,"6,576",25,26,1/129,4.39,-634,"3,734",12,10,1/170,2.83,+325,"4,170",18,9,1/154,2.68,"-1,090","3,570",9,9,1/198,2.56,-41,"4,119",14,15,1/142,3.70,-605,"3,781",11,12,1/164,3.12
2025-10-17,金,いいえ,-684,"3,846",12,13,1/154,3.36,+397,"3,379",15,8,1/147,3.00,"+1,861","6,067",30,17,1/129,3.56,"+1,731","5,332",26,21,1/113,4.75,"+2,127","5,848",29,21,1/117,4.55,+121,"3,072",13,4,1/181,2.32
2025-10-16,木,いいえ,+605,"2,712",12,10,1/123,3.96,+483,"4,866",22,13,1/139,3.19,-690,"1,785",4,5,1/198,3.03,+375,"2,480",11,7,1/138,3.40,"+1,188","5,303",19,27,1/115,5.02,-191,"1,639",5,5,1/164,3.29
2025-10-15,水,いいえ,-367,"2,692",10,5,1/179,2.62,+313,"4,153",17,11,1/148,3.04,-417,"2,423",6,10,1/151,3.67,+0,"4,349",15,16,1/140,3.76,-519,"4,710",16,11,1/174,2.46,-89,"3,178",13,7,1/159,2.81
2025-10-14,火,いいえ,-857,"4,127",14,8,1/188,2.28,+184,"3,048",9,15,1/127,4.34,+178,"4,025",17,9,1/155,2.74,-749,"5,301",16,16,1/166,2.89,-609,"3,116",10,8,1/173,2.84,+66,"4,361",20,5,1/174,1.98
2025-10-13,月,いいえ,"-1,037","2,230",5,1,1/372,2.01,-45,"1,300",4,4,1/163,3.34,-298,"6,987",22,27,1/143,3.93,+281,"5,699",26,11,1/154,2.31,"-1,337","1,971",3,3,1/329,2.38,-469,"3,122",9,9,1/173,2.97
2025-10-12,日,いいえ,+643,"5,861",25,18,1/136,3.52,"+3,443","7,518",39,28,1/112,5.00,-289,"2,856",11,4,1/190,2.36,"-1,039","4,747",14,9,1/206,2.05,-632,"3,177",8,10,1/177,3.04,+709,"6,306",24,25,1/129,4.38
2025-10-11,土,いいえ,-55,"5,209",20,15,1/149,3.09,-791,"3,645",11,13,1/152,3.48,"-1,039","2,877",8,7,1/192,2.71,+0,"5,698",20,21,1/139,3.86,-302,"4,960",16,17,1/150,3.42,-734,"1,787",5,0,1/357,2.13
2025-10-10,金,はい,+672,"2,254",8,13,1/107,4.64,+425,"6,115",25,16,1/149,2.83,+680,"7,736",31,25,1/138,3.61,-579,"1,332",4,2,1/222,2.83,+59,"5,545",21,17,1/146,3.27,-698,"1,836",4,7,1/167,3.44
2025-10-09,木,いいえ,"+2,268","7,656",34,23,1/134,3.54,-733,"1,776",4,3,1/254,2.61,-605,"1,956",5,4,1/217,2.72,+469,"6,090",22,26,1/127,4.56,-72,"3,532",13,10,1/154,3.11,"+1,631","5,227",27,14,1/127,3.52
2025-10-08,水,いいえ,+625,"4,049",18,9,1/150,2.79,+93,"5,709",22,16,1/150,2.98,+65,"2,468",11,6,1/145,3.17,"+1,275","4,876",23,16,1/125,3.98,"-1,053","4,281",11,14,1/171,3.05,"+1,225","4,646",20,19,1/119,4.52
2025-10-06,月,いいえ,+422,"2,555",13,5,1/142,3.02,+530,"6,438",28,16,1/146,2.76,+137,"3,659",14,11,1/146,3.30,-868,"1,888",3,5,1/236,2.84,+74,"5,085",20,16,1/141,3.44,+149,"2,424",10,4,1/173,2.67
2025-10-05,日,いいえ,"+2,330","5,322",26,21,1/113,4.75,-826,"3,448",9,8,1/203,2.48,-888,"2,108",3,6,1/234,2.83,"-1,164","4,166",12,9,1/198,2.30,"+1,009","4,270",15,23,1/112,4.98,-369,"1,768",5,6,1/161,3.38
2025-10-04,土,いいえ,-346,"5,719",20,17,1/155,3.01,+371,"7,367",27,22,1/150,3.03,+748,"5,601",23,17,1/140,3.39,-534,"3,193",8,13,1/152,3.68,-794,"1,623",4,1,1/325,2.36,"+2,597","5,238",30,15,1/116,4.07
2025-10-03,金,いいえ,"-1,709","5,514",15,12,1/204,2.07,-833,"1,433",2,4,1/239,3.00,-26,"1,878",5,9,1/134,3.96,"+1,414","3,782",22,6,1/135,2.74,-223,"2,003",5,8,1/154,3.58,-132,"2,374",8,6,1/170,2.99
2025-10-02,木,いいえ,"+1,347","5,052",24,13,1/137,3.17,-585,"1,122",2,0,1/561,2.45,"+2,054","5,735",30,14,1/130,3.22,-490,"1,373",3,3,1/229,2.92,"+2,921","6,621",29,34,1/105,5.41,-668,"2,034",5,6,1/185,3.08
2025-10-01,水,いいえ,-440,"5,459",22,11,1/165,2.26,"-1,039","1,446",1,4,1/289,2.90,-480,"3,208",13,6,1/169,2.58,-693,"5,520",16,18,1/162,3.08,-869,"1,452",3,3,1/242,2.84,"-1,053","1,777",3,4,1/254,2.73
2025-09-30,火,はい,"-1,812","3,789",10,3,1/291,1.71,"+1,207","7,550",29,28,1/132,4.19,+885,"3,402",19,5,1/142,2.65,-333,"3,835",14,8,1/174,2.49,-324,"2,305",9,3,1/192,2.50,-251,"2,704",10,7,1/159,3.05
2025-09-29,月,いいえ,"+1,320","3,488",19,9,1/125,3.53,-475,"1,924",4,8,1/160,3.57,+430,"4,464",17,17,1/131,4.04,-423,"1,023",2,3,1/205,3.22,+480,"4,349",18,13,1/140,3.38,+557,"3,128",10,16,1/120,4.53
2025-09-28,日,いいえ,-607,"5,165",17,11,1/184,2.21,-827,"1,661",4,2,1/277,2.51,+784,"6,154",27,16,1/143,2.95,-34,"4,796",17,16,1/145,3.47,-968,"2,834",7,9,1/177,3.09,"-1,317","5,868",17,19,1/163,3.04
2025-09-27,土,いいえ,+221,"5,231",21,13,1/154,2.74,+460,"7,065",25,26,1/139,3.93,"+1,484","5,580",27,15,1/133,3.34,-114,"2,861",11,5,1/179,2.54,"+1,736","7,083",30,26,1/126,4.36,+79,"6,147",21,22,1/143,3.70
2025-09-26,金,いいえ,-593,"3,310",9,15,1/138,4.08,-440,"3,540",11,10,1/169,2.93,-396,"4,188",14,14,1/150,3.40,-264,"1,656",6,3,1/184,2.89,-184,"3,937",12,13,1/157,3.26,"-1,137","1,177",1,1,1/589,2.53
2025-09-25,木,いいえ,"+3,119","8,528",41,29,1/122,4.50,-174,"2,640",10,5,1/176,2.67,-457,"4,021",13,13,1/155,3.27,"+1,079","5,799",26,17,1/135,3.46,-105,"5,646",19,24,1/131,4.38,-829,"1,260",2,3,1/252,2.95
2025-09-24,水,いいえ,-920,"2,058",5,4,1/229,2.63,"-1,215","2,817",7,4,1/256,2.17,"+2,686","5,837",31,22,1/110,4.87,-391,"3,640",10,14,1/152,3.61,-755,775,1,0,1/775,2.70,+116,"3,686",15,5,1/184,2.16
2025-09-23,火,いいえ,-811,"3,326",10,7,1/196,2.46,"-1,634","2,973",6,8,1/212,2.67,-711,988,1,2,1/329,2.92,"+1,486","6,351",30,18,1/132,3.47,-604,"3,044",11,6,1/179,2.58,-643,"4,147",13,13,1/160,3.14
2025-09-22,月,いいえ,-197,"4,323",12,16,1/154,3.51,+0,"2,367",9,7,1/148,3.33,"+3,473","6,069",34,25,1/103,5.24,+238,"6,570",26,22,1/137,3.73,+677,"4,046",20,10,1/135,3.21,-461,"2,235",6,5,1/203,2.74
2025-09-21,日,いいえ,-537,"6,009",20,17,1/162,2.76,+217,"6,173",24,21,1/137,3.74,-294,"3,520",13,7,1/176,2.50,"-1,124","4,886",15,11,1/188,2.29,"-1,444","2,759",5,10,1/184,3.21,-787,"4,602",15,11,1/177,2.49
2025-09-20,土,はい,+890,"6,853",30,17,1/146,2.73,-473,"4,489",17,10,1/166,2.52,"-1,014","2,693",6,7,1/207,2.72,+553,"4,931",21,10,1/159,2.42,+636,"5,543",23,18,1/135,3.68,-650,"3,811",14,7,1/181,2.34
2025-09-19,金,いいえ,"-1,121","3,407",9,6,1/227,2.19,+270,"2,588",10,8,1/144,3.42,"-1,137","1,300",1,2,1/433,2.62,-756,"2,766",8,7,1/184,2.81,-669,"4,046",12,14,1/156,3.37,+31,"2,270",9,5,1/162,2.96
2025-09-18,木,いいえ,-598,"2,773",9,7,1/173,2.89,"+2,481","8,371",38,27,1/129,4.01,+67,571,3,0,1/190,3.11,+394,"4,746",19,11,1/158,2.63,-846,"1,676",5,1,1/279,2.38,-113,"1,368",5,2,1/195,2.88
2025-09-17,水,いいえ,-13,"5,185",19,18,1/140,3.68,-727,"3,462",10,8,1/192,2.53,-461,"1,112",2,4,1/185,3.36,-596,"1,745",4,4,1/218,2.85,-462,"3,572",9,15,1/149,3.80,-747,"2,082",6,4,1/208,2.68
2025-09-16,火,いいえ,"-1,087","3,661",9,11,1/183,2.87,-664,"3,920",10,14,1/163,3.32,"+2,897","8,762",38,38,1/115,5.19,-104,"1,003",5,0,1/201,2.81,"+1,399","6,424",29,25,1/119,4.69,-605,"2,787",8,10,1/155,3.46
2025-09-15,月,いいえ,+377,"6,251",24,19,1/145,3.24,-926,"3,509",11,7,1/195,2.38,-293,"5,055",23,6,1/174,1.87,+795,"3,746",20,7,1/139,2.83,+21,"5,089",19,18,1/138,3.78,+327,"5,430",21,18,1/139,3.61
2025-09-14,日,いいえ,-560,"5,134",16,17,1/156,3.25,+145,"5,862",23,17,1/147,3.12,-583,"3,278",9,13,1/149,3.69,-911,"7,778",25,30,1/141,4.00,+0,"5,931",20,24,1/135,4.20,-358,"1,490",5,4,1/166,3.22
2025-09-13,土,いいえ,"+1,078","7,966",36,23,1/135,3.40,-53,"5,629",20,16,1/156,2.90,-11,"6,604",26,20,1/144,3.27,-500,"4,598",15,15,1/153,3.28,"+1,614","7,173",32,24,1/128,4.08,"+1,011","6,815",31,18,1/139,3.06
2025-09-12,金,いいえ,-760,"3,748",13,8,1/178,2.50,"-1,120","3,683",9,11,1/184,2.85,-886,"4,729",17,11,1/169,2.51,+474,"6,824",27,21,1/142,3.34,"-1,142","2,311",4,7,1/210,2.93,"+2,857","7,969",41,24,1/123,4.11
2025-09-11,木,いいえ,-815,"6,504",19,24,1/151,3.58,-642,"4,075",13,13,1/157,3.21,-255,"5,189",15,19,1/153,3.52,-596,"6,436",21,20,1/157,3.02,"-2,603","5,745",15,9,1/239,1.70,"-1,409","5,672",17,13,1/189,2.19
2025-09-10,水,はい,-793,"4,534",12,19,1/146,3.91,+0,"5,185",21,12,1/157,2.58,-49,"3,181",13,9,1/145,3.27,"+3,919","7,083",37,30,1/106,5.30,"+1,483","4,493",22,13,1/128,3.62,"-1,406","2,768",5,6,1/252,2.41
2025-09-08,月,いいえ,"+2,378","6,309",30,27,1/111,5.08,+604,"6,243",25,21,1/136,3.77,-475,"1,825",5,5,1/183,3.08,"-1,125","2,650",6,7,1/204,2.76,-696,"3,820",12,12,1/159,3.17,-68,"3,128",13,4,1/184,2.27
2025-09-07,日,いいえ,+977,"5,684",23,23,1/124,4.51,+624,"6,146",25,20,1/137,3.65,"+2,680","7,805",34,34,1/115,5.13,-39,"2,392",11,4,1/159,2.78,-881,"4,087",13,10,1/178,2.59,+354,"5,113",20,16,1/142,3.41
2025-09-06,土,いいえ,"+1,983","7,757",37,25,1/125,4.15,"-1,141","3,540",9,11,1/177,2.98,-179,"6,120",21,21,1/146,3.53,+640,"2,918",13,12,1/117,4.27,-392,"3,241",13,6,1/171,2.55,-890,"3,830",10,11,1/182,2.79
2025-09-05,金,いいえ,"-1,067","5,069",16,12,1/181,2.37,+406,"2,699",12,6,1/150,3.00,"-1,515","2,822",5,9,1/202,2.93,+955,"6,515",26,24,1/130,4.18,"+1,167","8,073",31,36,1/120,5.01,+395,"5,274",19,22,1/129,4.37
2025-09-04,木,いいえ,-309,"3,975",15,11,1/153,3.05,"-1,195","2,457",6,5,1/223,2.54,-997,"2,211",6,5,1/201,2.77,-394,"4,892",18,10,1/175,2.28,-378,"7,262",22,27,1/148,3.68,-762,"1,693",3,4,1/242,2.82
2025-09-03,水,いいえ,-53,"5,348",21,13,1/157,2.63,+389,"7,130",28,26,1/132,4.14,+339,"3,076",15,6,1/146,2.87,-625,"6,232",21,17,1/164,2.64,-230,"5,336",20,11,1/172,2.24,"+1,727","7,175",36,16,1/138,2.69
2025-09-02,火,いいえ,"-1,022","4,077",14,6,1/204,2.02,-915,"1,676",3,4,1/239,2.83,"+2,292","4,825",28,16,1/110,4.54,+61,"5,100",19,16,1/146,3.33,"-2,040","3,240",3,14,1/191,3.39,"+1,684","7,652",33,31,1/120,4.86
2025-09-01,月,いいえ,+810,"5,978",24,22,1/130,4.15,+992,"6,197",24,27,1/122,4.76,+570,"7,194",29,29,1/124,4.65,-685,"4,552",15,11,1/175,2.52,"-1,456","3,807",8,10,1/212,2.50,-570,"3,179",11,6,1/187,2.46
2025-08-31,日,いいえ,"-1,392","5,695",15,16,1/184,2.52,-966,"3,806",12,10,1/173,2.76,-476,"3,451",11,11,1/157,3.24,-238,"4,998",17,16,1/151,3.26,-763,"3,983",12,11,1/173,2.80,"+1,186","5,745",26,15,1/140,3.07
2025-08-30,土,はい,"+1,225","8,217",35,24,1/139,3.27,"+1,028","6,937",29,22,1/136,3.62,-608,"4,465",15,12,1/165,2.78,"-1,851","5,569",15,12,1/206,2.05,"+1,508","6,050",30,18,1/126,3.81,+203,"4,544",19,9,1/162,2.42
2025-08-29,金,いいえ,"-1,264","3,527",8,9,1/207,2.54,-273,"6,496",22,26,1/135,4.21,+57,"2,668",12,4,1/167,2.59,-380,"7,081",21,28,1/145,3.94,-403,"4,492",16,11,1/166,2.64,"+2,307","7,658",32,35,1/114,5.18
2025-08-28,木,いいえ,+389,"4,938",21,11,1/154,2.60,+157,"2,817",13,4,1/166,2.53,"+2,102","6,309",29,24,1/119,4.63,+112,"4,769",19,13,1/149,3.02,+240,"2,002",9,4,1/154,3.02,-326,"4,405",13,15,1/157,3.30
2025-08-27,水,いいえ,"-1,212","3,130",10,4,1/224,2.12,-512,"2,548",6,9,1/170,3.30,-757,"3,355",12,6,1/186,2.39,-261,"3,564",12,12,1/149,3.44,+545,"6,741",28,23,1/132,3.94,-609,"2,466",9,2,1/224,2.20
2025-08-26,火,いいえ,+428,"2,924",13,6,1/154,2.85,"+3,033","9,151",44,26,1/131,3.54,+62,"3,511",16,6,1/160,2.52,"+1,629","6,558",32,21,1/124,4.11,"-1,020","2,476",7,2,1/275,2.09,"-1,037","2,510",6,4,1/251,2.33
2025-08-25,月,いいえ,+265,"3,804",17,9,1/146,2.96,"-1,567","3,880",9,10,1/204,2.50,-469,"1,379",3,2,1/276,2.70,"+1,607","6,013",24,32,1/107,5.32,-950,"2,257",5,7,1/188,3.07,+351,"3,509",14,7,1/167,2.58
2025-08-24,日,いいえ,+144,"6,219",22,20,1/148,3.31,"-1,424","3,812",8,12,1/191,2.85,+436,"6,959",26,24,1/139,3.74,-963,"4,995",16,11,1/185,2.27,"+2,452","7,710",41,17,1/133,2.78,-644,"2,195",7,6,1/169,3.09
2025-08-23,土,いいえ,-328,"5,544",20,18,1/146,3.39,"-1,036","2,375",5,6,1/216,2.74,+838,"5,429",24,13,1/147,2.78,"-1,758","2,973",5,6,1/270,2.27,"+1,596","6,203",33,13,1/135,2.75,"+1,697","8,058",34,33,1/120,4.89
2025-08-22,金,いいえ,-790,"4,621",13,13,1/178,2.70,+356,"4,360",19,11,1/145,3.00,+879,"4,193",20,15,1/120,4.22,+454,"2,607",10,12,1/119,4.30,"+1,403","7,449",31,27,1/128,4.28,-366,"3,279",11,7,1/182,2.57
2025-08-21,木,いいえ,-806,"4,390",13,12,1/176,2.71,"-1,669","3,655",8,10,1/203,2.61,"+1,061","3,641",18,10,1/130,3.49,+0,"5,693",21,18,1/146,3.33,"-1,244","2,136",5,2,1/305,2.21,-179,"6,980",22,29,1/137,4.28
2025-08-20,水,はい,-985,"2,796",7,9,1/175,3.13,"+1,221","5,790",28,15,1/135,3.20,"+2,574","6,288",30,24,1/116,4.73,"-1,403","3,232",6,11,1/190,3.03,-38,"6,746",24,22,1/147,3.37,-536,"3,428",11,10,1/163,3.05
2025-08-19,火,いいえ,"+1,467","5,083",22,20,1/121,4.47,+85,"4,870",19,15,1/143,3.36,-716,"4,604",16,12,1/164,2.73,+621,"4,409",18,15,1/134,3.77,-793,"1,729",4,4,1/216,2.86,"-1,212","2,248",3,7,1/225,2.91
2025-08-18,月,いいえ,-430,"5,947",21,16,1/161,2.69,+49,"2,735",9,12,1/130,4.07,"-1,375","2,089",3,4,1/298,2.46,-995,"1,336",2,2,1/334,2.66,"+1,045","5,050",24,15,1/129,3.65,+738,"3,380",14,10,1/141,3.38
2025-08-17,日,いいえ,"+1,034","6,434",27,22,1/131,3.96,-701,"5,123",18,11,1/177,2.28,+321,"6,516",26,16,1/155,2.56,-543,"5,037",16,18,1/148,3.56,-610,"3,030",10,9,1/159,3.15,-234,"4,621",17,12,1/159,2.79
2025-08-16,土,いいえ,-23,"5,361",23,10,1/162,2.23,+336,"6,765",26,24,1/135,3.93,"-2,462","5,233",10,15,1/209,2.42,-593,"3,191",10,9,1/168,2.98,-616,"3,834",11,12,1/167,3.07,-207,"5,704",22,12,1/168,2.26
2025-08-15,金,いいえ,+227,"4,795",16,21,1/130,4.38,"+1,700","7,917",37,23,1/132,3.55,"-1,353","2,416",4,4,1/302,2.28,"+1,457","6,609",34,12,1/144,2.27,+956,"5,999",26,19,1/133,3.69,-549,"4,426",16,8,1/184,2.18
2025-08-14,木,いいえ,-493,"7,641",26,19,1/170,2.27,-551,"3,259",11,6,1/192,2.40,+264,"7,647",29,23,1/147,3.12,+661,"7,706",31,24,1/140,3.43,+249,"5,821",23,20,1/135,3.81,"-1,198","4,079",10,16,1/157,3.58
2025-08-13,水,いいえ,+418,"6,382",24,16,1/160,2.54,-245,"3,451",13,8,1/164,2.76,"-1,496","3,223",6,7,1/248,2.31,+321,"6,194",22,25,1/132,4.31,-427,"3,148",11,8,1/166,2.89,"+4,237","7,141",41,26,1/107,5.14
2025-08-12,火,いいえ,-436,"6,104",21,19,1/153,3.13,+610,"5,228",22,18,1/131,3.92,"-1,181","2,666",7,3,1/267,2.12,"-1,464","4,248",12,10,1/193,2.40,+412,"4,836",18,14,1/151,3.08,"-1,512","5,981",16,20,1/166,3.06
2025-08-11,月,いいえ,+720,"5,909",25,17,1/141,3.25,+463,"6,673",28,19,1/142,3.16,"+1,607","7,849",30,40,1/112,5.35,-348,"5,662",20,17,1/153,3.07,+116,"3,357",14,6,1/168,2.52,-192,"3,585",13,8,1/171,2.64
2025-08-10,日,はい,+486,"6,616",29,19,1/138,3.31,-311,"6,148",21,22,1/143,3.70,-748,"6,342",18,24,1/151,3.64,"+1,386","6,502",29,20,1/133,3.65,+160,"5,900",21,22,1/137,3.95,-489,"5,295",19,12,1/171,2.38
2025-08-09,土,いいえ,"-2,367","5,841",14,16,1/195,2.38,-225,"3,419",14,4,1/190,2.13,-720,"4,834",17,13,1/161,2.80,-791,"7,147",22,26,1/149,3.60,-416,"4,593",19,7,1/177,2.08,-864,"4,068",12,11,1/177,2.72
2025-08-08,金,いいえ,+292,"2,619",12,8,1/131,3.59,"-1,322","2,218",4,5,1/246,2.61,"-1,458","2,842",3,9,1/237,2.76,-537,"2,868",9,8,1/169,3.01,-67,"1,328",5,4,1/148,3.41,-145,"7,420",23,31,1/137,4.30
2025-08-07,木,いいえ,"+1,060","8,061",31,32,1/128,4.55,-458,"6,067",17,23,1/152,3.63,"-1,686","5,675",14,18,1/177,2.81,+446,"3,999",19,5,1/167,2.15,"+2,798","9,569",41,37,1/123,4.81,-278,"1,953",6,4,1/195,2.81
2025-08-06,水,いいえ,"-2,446","5,848",13,14,1/217,2.08,+551,"3,367",16,10,1/130,3.60,+733,"6,354",25,19,1/144,3.22,-555,"1,250",4,2,1/208,2.92,"-1,653","3,026",5,8,1/233,2.56,+95,"5,827",20,20,1/146,3.53
2025-08-04,月,いいえ,+55,"3,608",13,10,1/157,3.03,"+2,355","6,807",32,29,1/112,5.11,-807,"5,178",15,15,1/173,2.74,+380,"5,829",26,13,1/149,2.57,-9,"5,523",20,16,1/153,2.99,+509,"2,876",13,7,1/144,3.14
2025-08-03,日,いいえ,"-1,704","5,138",16,9,1/206,1.94,"-1,084","4,000",10,13,1/174,3.03,-970,"1,648",3,3,1/275,2.65,"+2,710","8,554",39,33,1/119,4.89,+0,"5,030",19,11,1/168,2.40,-502,"4,118",16,7,1/179,2.23
2025-08-02,土,いいえ,"-1,249","1,741",2,2,1/435,2.32,"+4,522","8,318",46,29,1/111,5.04,"+1,209","4,765",22,15,1/129,3.78,"-1,442","2,739",6,4,1/274,2.17,-348,"2,459",10,2,1/205,2.26,+708,"4,889",22,15,1/132,3.63
2025-08-01,金,いいえ,+202,"2,127",9,5,1/152,3.12,-331,"6,022",22,16,1/158,2.70,"+1,672","5,964",33,8,1/145,2.03,-139,"6,131",22,16,1/161,2.61,-828,"2,191",6,4,1/219,2.58,+321,"3,858",15,16,1/124,4.28
