日付,曜日,特定日,873番台,,,,,,,,875番台,,,,,,,,876番台,,,,,,,,877番台,,,,,,,,878番台,,,,,,,,880番台,,,,,,,,881番台,,,,,,,,882番台,,,,,,,,883番台,,,,,,,,885番台,,,,,,,,886番台,,,,,,,,887番台,,,,,,,,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2026-02-12,木,いいえ,-338,271,0,1,1/271,-,65,14.0,-391,660,0,1,1/660,-,44,13.0,"-1,952","4,187",0,9,1/465,-,45,1.0,"-1,302","2,627",0,8,1/328,-,31,13.0,-525,767,0,2,1/384,-,16,6.0,"+4,204","4,332",0,9,1/481,-,16,6.0,-679,494,0,1,1/494,-,46,1.0,-308,274,0,1,1/274,-,10,-,"-1,054","1,655",0,5,1/331,-,51,5.0,-811,"1,242",0,2,1/621,-,46,1.0,-321,387,0,1,1/387,-,18,2.0,"-1,688","1,984",0,3,1/661,-,16,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-11,水,いいえ,-304,671,0,1,1/671,-,44,1.0,"-1,763","1,282",0,2,1/641,-,29,3.0,"+5,897","8,514",0,16,1/532,-,30,1.0,"-1,566","1,302",0,2,1/651,-,20,4.0,-722,869,0,3,1/290,-,13,7.0,+379,"2,843",0,6,1/474,-,16,2.0,"-1,225","2,051",0,5,1/410,-,43,2.0,"+2,150","3,159",0,5,1/632,-,14,1.0,-652,"2,204",0,4,1/551,-,26,6.0,"-1,408","1,683",0,3,1/561,-,41,11.0,"+4,410","4,391",0,9,1/488,-,14,1.0,+585,"2,617",0,7,1/374,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-10,火,はい,"+2,884","5,073",0,7,1/725,-,44,3.0,"-1,192","3,654",0,8,1/457,-,25,3.0,"-1,017","5,266",0,11,1/479,-,84,40.0,"+1,510","6,603",0,13,1/508,-,9,-,"+2,892","6,916",0,20,1/346,-,11,2.0,"+2,564","5,421",0,14,1/387,-,25,3.0,+657,"2,108",0,4,1/527,-,41,2.0,+381,"5,649",0,20,1/282,-,22,1.0,+0,"3,710",0,5,1/742,-,39,14.0,-171,"4,691",0,11,1/426,-,21,10.0,-915,966,0,3,1/322,-,21,10.0,+342,"6,225",0,14,1/445,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-09,月,いいえ,"-1,866","3,257",0,4,1/814,-,88,7.0,-630,"1,531",0,2,1/766,-,13,3.0,"-1,526","5,078",0,15,1/339,-,88,7.0,"-1,214","1,647",0,3,1/549,-,19,1.0,-493,611,0,4,1/153,-,18,5.0,"-2,014","4,353",0,9,1/484,-,38,2.0,-120,213,0,1,1/213,-,56,18.0,+566,"3,862",0,10,1/386,-,36,17.0,-768,"1,723",0,4,1/431,-,81,25.0,"-1,226","1,301",0,3,1/434,-,19,1.0,+575,"5,830",0,13,1/448,-,19,1.0,-197,505,0,2,1/253,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-08,日,はい,"-2,209","3,862",0,8,1/483,-,82,10.0,+413,"3,270",0,9,1/363,-,9,3.0,"-1,616","2,345",0,4,1/586,-,72,5.0,-261,"2,837",0,6,1/473,-,12,3.0,"+3,771","3,712",0,7,1/530,-,21,7.0,"+1,697","4,271",0,10,1/427,-,30,9.0,"-1,227","1,238",0,2,1/619,-,31,1.0,-961,"2,148",0,5,1/430,-,67,22.0,-156,504,0,1,1/504,-,45,8.0,"+1,770","4,744",0,9,1/527,-,14,2.0,-132,"1,807",0,3,1/602,-,37,6.0,"+1,131","3,967",0,7,1/567,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-07,土,はい,"-1,049","2,060",0,5,1/412,-,42,3.0,"+7,837","7,528",0,14,1/538,-,8,2.0,-555,"2,148",0,7,1/307,-,39,4.0,+163,"2,288",0,4,1/572,-,11,3.0,"+3,433","3,670",0,10,1/367,-,21,5.0,"-2,253","4,469",0,10,1/447,-,61,18.0,"+1,092","3,817",0,9,1/424,-,16,5.0,-508,"2,148",0,4,1/537,-,22,1.0,-313,"5,354",0,12,1/446,-,43,1.0,+523,"4,422",0,10,1/442,-,29,7.0,"-2,581","3,214",0,5,1/643,-,35,6.0,+26,"1,789",0,3,1/596,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-06,金,いいえ,"-2,540","4,340",0,8,1/543,-,25,2.0,-786,"2,989",0,9,1/332,-,13,1.0,"-1,263","2,353",0,6,1/392,-,21,2.0,"+1,233","4,935",0,11,1/449,-,31,6.0,+65,497,0,1,1/497,-,39,8.0,-667,"1,889",0,7,1/270,-,19,6.0,-590,"3,859",0,13,1/297,-,45,5.0,+217,"4,359",0,10,1/436,-,23,2.0,+180,"1,204",0,3,1/401,-,48,3.0,-199,"4,935",0,12,1/411,-,40,1.0,+560,"1,043",0,5,1/209,-,21,2.0,-492,"3,529",0,14,1/252,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-05,木,いいえ,"+1,542","2,379",0,6,1/397,-,19,4.0,+408,586,0,2,1/293,-,6,-,"+1,364","2,328",0,8,1/291,-,11,3.0,-432,776,0,2,1/388,-,24,3.0,"-1,014","5,950",0,15,1/397,-,75,16.0,+938,"2,731",0,9,1/303,-,15,4.0,-896,"1,653",0,5,1/331,-,26,2.0,"-2,181","2,495",0,5,1/499,-,35,9.0,+334,"5,230",0,13,1/402,-,59,24.0,-670,886,0,3,1/295,-,35,9.0,"+11,323","5,951",0,4,1/1488,-,21,2.0,"+2,191","4,606",0,9,1/512,-,8,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-04,水,いいえ,-849,"1,531",0,4,1/383,-,29,1.0,"-1,247","1,521",0,3,1/507,-,18,2.0,-289,258,0,1,1/258,-,18,2.0,+284,"3,392",0,7,1/485,-,28,3.0,-875,"4,207",0,10,1/421,-,52,1.0,"-1,370","1,972",0,4,1/493,-,16,3.0,"-1,437","2,128",0,5,1/426,-,25,7.0,+620,"3,307",0,6,1/551,-,29,1.0,"-2,368","3,262",0,8,1/408,-,70,18.0,"+5,154","6,602",0,11,1/600,-,28,3.0,-578,"3,082",0,8,1/385,-,51,22.0,-931,"2,879",0,7,1/411,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-03,火,いいえ,-605,"1,823",0,4,1/456,-,26,10.0,"+3,091","6,987",0,17,1/411,-,16,1.0,"-1,366","1,459",0,3,1/486,-,14,2.0,+237,"7,479",0,15,1/499,-,50,6.0,-963,"3,244",0,7,1/463,-,39,4.0,+80,"2,907",0,6,1/485,-,12,-,-206,"2,762",0,5,1/552,-,15,1.0,-469,637,0,1,1/637,-,35,9.0,"-2,722","3,213",0,8,1/402,-,64,8.0,"-1,004","3,094",0,7,1/442,-,56,6.0,-857,"2,265",0,5,1/453,-,44,5.0,+444,"5,432",0,11,1/494,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-01,日,はい,"-2,251","6,557",0,17,1/386,-,19,3.0,"+2,169","4,946",0,9,1/550,-,21,2.0,-258,"3,323",0,8,1/415,-,7,-,-546,"3,979",0,8,1/497,-,79,22.0,"-2,586","4,589",0,10,1/459,-,35,4.0,-811,"5,139",0,13,1/395,-,29,8.0,"+2,797","7,257",0,20,1/363,-,9,2.0,"-2,626","5,154",0,13,1/396,-,31,2.0,"+1,066","4,159",0,9,1/462,-,57,6.0,-272,"6,985",0,19,1/368,-,51,2.0,"-1,126",860,0,2,1/430,-,49,14.0,"+5,150","7,160",0,12,1/597,-,16,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,はい,"+4,532","6,721",0,13,1/517,-,19,3.0,"+2,380","7,768",0,22,1/353,-,42,3.0,+608,"4,885",0,12,1/407,-,6,-,-838,683,0,1,1/683,-,39,10.0,"+3,010","6,592",0,12,1/549,-,14,1.0,-270,513,0,2,1/257,-,13,7.0,"+2,049","5,188",0,14,1/371,-,16,2.0,"+8,595","8,360",0,12,1/697,-,24,5.0,"-1,173","5,646",0,20,1/282,-,92,48.0,"-2,840","5,293",0,10,1/529,-,42,3.0,"-2,966","4,857",0,10,1/486,-,44,2.0,"+1,087","7,576",0,22,1/344,-,29,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,はい,"+2,385","2,523",0,5,1/505,-,28,4.0,-6,491,0,2,1/246,-,59,9.0,+574,"4,424",0,11,1/402,-,6,-,"-2,628","3,660",0,8,1/458,-,24,15.0,-502,"1,366",0,3,1/455,-,34,2.0,"+1,746","5,913",0,15,1/394,-,9,3.0,"-1,337","1,801",0,5,1/360,-,32,3.0,-917,"6,708",0,15,1/447,-,50,15.0,"-1,105","3,441",0,10,1/344,-,90,31.0,-98,374,0,1,1/374,-,35,1.0,+344,"4,169",0,13,1/321,-,29,1.0,"-1,161","1,434",0,4,1/359,-,34,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,-455,"2,214",0,4,1/554,-,33,15.0,"+2,385","3,421",0,5,1/684,-,44,10.0,+425,"1,508",0,4,1/377,-,6,-,"+2,126","4,781",0,7,1/683,-,14,4.0,-672,571,0,2,1/286,-,34,1.0,-299,"1,562",0,4,1/391,-,10,4.0,"+1,610","6,954",0,16,1/435,-,15,1.0,-170,352,0,1,1/352,-,49,5.0,"-3,418","5,651",0,12,1/471,-,84,35.0,-547,502,0,1,1/502,-,18,2.0,"+4,309","7,792",0,19,1/410,-,44,10.0,"+2,452","3,075",0,4,1/769,-,16,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,いいえ,"+4,130","7,409",0,18,1/412,-,44,15.0,"-3,439","3,253",0,7,1/465,-,82,24.0,"+3,567","4,028",0,9,1/448,-,6,-,-924,"2,851",0,5,1/570,-,29,8.0,-184,700,0,2,1/350,-,29,8.0,"+6,213","5,009",0,10,1/501,-,9,3.0,-481,"3,542",0,9,1/394,-,21,7.0,-240,532,0,1,1/532,-,54,7.0,"-1,581","4,094",0,9,1/455,-,47,3.0,"+4,808","2,382",0,5,1/476,-,14,5.0,-704,"5,769",0,15,1/385,-,86,4.0,-798,672,0,2,1/336,-,58,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,-983,"4,045",0,7,1/578,-,86,20.0,"-1,038",838,0,2,1/419,-,58,8.0,"+2,169","3,980",0,10,1/398,-,14,-,"-1,879","2,306",0,6,1/384,-,27,2.0,+242,395,0,1,1/395,-,17,2.0,-204,"7,417",0,18,1/412,-,25,8.0,-74,194,0,1,1/194,-,15,1.0,"+1,730","2,977",0,6,1/496,-,50,8.0,-414,"1,942",0,3,1/647,-,42,15.0,"-1,873","2,414",0,4,1/604,-,27,2.0,-381,"2,885",0,6,1/481,-,91,5.0,-908,930,0,3,1/310,-,66,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,いいえ,-229,352,0,1,1/352,-,86,10.0,"-1,474","2,878",0,7,1/411,-,31,8.0,+566,511,0,1,1/511,-,14,2.0,-492,"1,427",0,3,1/476,-,20,3.0,-864,954,0,2,1/477,-,32,1.0,-409,521,0,2,1/261,-,23,3.0,+416,"2,324",0,6,1/387,-,17,3.0,-933,662,0,1,1/662,-,87,1.0,+804,467,0,1,1/467,-,45,13.0,-240,342,0,2,1/171,-,12,-,"-1,639","2,155",0,6,1/359,-,76,22.0,-912,813,0,2,1/407,-,54,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,はい,"-2,405","8,615",0,19,1/453,-,95,23.0,"-1,827","3,083",0,7,1/440,-,27,6.0,"+3,143","4,386",0,9,1/487,-,16,2.0,"+6,593","6,273",0,15,1/418,-,21,5.0,"+4,654","7,116",0,15,1/474,-,32,1.0,"+1,331","3,841",0,10,1/384,-,14,2.0,"-1,581","2,459",0,6,1/410,-,42,3.0,-79,"2,848",0,9,1/316,-,39,7.0,"-2,319","7,189",0,14,1/514,-,68,26.0,+108,"1,944",0,4,1/486,-,12,-,"-1,311","3,088",0,7,1/441,-,72,4.0,-631,"4,276",0,9,1/475,-,31,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,はい,-257,"4,932",0,7,1/705,-,92,18.0,"-1,527","3,500",0,7,1/500,-,19,-,-910,"5,965",0,14,1/426,-,49,7.0,"+6,992","9,466",0,18,1/526,-,30,9.0,-102,"5,837",0,13,1/449,-,74,9.0,+171,704,0,4,1/176,-,42,12.0,-302,"5,087",0,14,1/363,-,20,1.0,"-1,602","2,011",0,4,1/503,-,42,12.0,"-1,340","3,555",0,7,1/508,-,51,2.0,"-1,315","4,665",0,11,1/424,-,21,1.0,-523,"2,705",0,5,1/541,-,65,14.0,+98,"4,289",0,7,1/613,-,21,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,いいえ,-326,"4,111",0,7,1/587,-,90,36.0,"+2,728","7,653",0,14,1/547,-,14,-,"+1,257","4,257",0,9,1/473,-,23,7.0,+146,"3,387",0,7,1/484,-,50,3.0,"-1,371","2,126",0,5,1/425,-,42,16.0,+142,"5,962",0,11,1/542,-,54,1.0,"+1,442","7,761",0,21,1/370,-,14,-,"-1,126","1,237",0,3,1/412,-,26,3.0,-228,"4,933",0,14,1/352,-,47,5.0,"+4,421","5,306",0,7,1/758,-,16,2.0,"-1,999","2,737",0,6,1/456,-,53,3.0,"+1,095","1,518",0,5,1/304,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,いいえ,"-2,068","3,580",0,8,1/448,-,85,13.0,+679,"3,291",0,7,1/470,-,26,2.0,-367,"1,688",0,4,1/422,-,57,2.0,-809,"3,406",0,7,1/487,-,89,4.0,"-1,638","3,071",0,6,1/512,-,18,2.0,-979,"1,901",0,5,1/380,-,72,15.0,"+2,264","3,620",0,8,1/453,-,14,-,"-2,492","2,605",0,4,1/651,-,23,5.0,"+2,591","3,248",0,6,1/541,-,55,15.0,"+2,857","5,088",0,10,1/509,-,16,2.0,"-1,337","1,220",0,3,1/407,-,40,14.0,-556,434,0,1,1/434,-,24,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,"-1,123","2,663",0,7,1/380,-,72,17.0,-360,284,0,1,1/284,-,30,6.0,"-1,843","1,880",0,3,1/627,-,52,22.0,"-1,525","7,414",0,22,1/337,-,89,17.0,+876,"2,598",0,7,1/371,-,14,3.0,-853,655,0,1,1/655,-,55,3.0,"-1,039","2,265",0,6,1/378,-,24,5.0,+50,653,0,3,1/218,-,11,-,"-2,022","3,667",0,8,1/458,-,72,17.0,-572,"1,752",0,3,1/584,-,19,1.0,"+1,099","3,196",0,7,1/457,-,18,2.0,"-1,596","3,587",0,8,1/448,-,16,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,はい,"-1,162","1,897",0,3,1/632,-,66,12.0,"+4,421","7,711",0,17,1/454,-,32,1.0,+157,"1,247",0,2,1/624,-,47,8.0,"-1,621","5,555",0,14,1/397,-,51,2.0,"-1,477","3,159",0,8,1/395,-,31,9.0,"-1,023","2,383",0,7,1/340,-,49,2.0,-932,"1,420",0,4,1/355,-,21,5.0,"+1,169","5,976",0,11,1/543,-,16,5.0,-937,"1,357",0,5,1/271,-,54,3.0,+428,"2,671",0,5,1/534,-,22,1.0,"+1,668","6,623",0,16,1/414,-,39,7.0,"-1,001","5,006",0,9,1/556,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,+148,"4,163",0,9,1/463,-,58,6.0,-463,764,0,3,1/255,-,76,8.0,-678,769,0,2,1/385,-,68,10.0,"-1,266","3,994",0,10,1/399,-,52,4.0,"-1,473","2,053",0,5,1/411,-,23,2.0,+378,797,0,2,1/399,-,48,3.0,"-1,778","2,420",0,6,1/403,-,14,8.0,"+2,758","4,810",0,10,1/481,-,21,7.0,+170,"1,432",0,4,1/358,-,52,4.0,-809,"2,150",0,5,1/430,-,32,9.0,"-1,138","2,458",0,8,1/307,-,45,13.0,+226,399,0,1,1/399,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,はい,"-2,701","4,583",0,10,1/458,-,78,18.0,-817,"5,099",0,13,1/392,-,85,3.0,"-1,496","2,954",0,5,1/591,-,43,1.0,-664,"5,397",0,15,1/360,-,42,3.0,+284,"4,973",0,9,1/553,-,21,10.0,"-2,116","3,694",0,9,1/410,-,60,8.0,"+3,178","3,037",0,5,1/607,-,11,5.0,"-1,443","3,360",0,11,1/305,-,52,9.0,"-1,269","3,282",0,6,1/547,-,82,4.0,"-1,512","2,586",0,5,1/517,-,22,1.0,"-1,370","3,419",0,10,1/342,-,39,17.0,+121,"1,905",0,7,1/272,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,はい,"-1,670","6,619",0,19,1/348,-,72,20.0,-979,"2,010",0,3,1/670,-,81,9.0,"+1,504","4,065",0,10,1/407,-,21,6.0,"+1,465","3,560",0,4,1/890,-,23,1.0,"+1,631","5,121",0,10,1/512,-,30,7.0,-405,"3,190",0,7,1/456,-,52,1.0,+996,"5,284",0,12,1/440,-,15,4.0,+135,"3,671",0,11,1/334,-,44,14.0,"-2,934","3,849",0,9,1/428,-,51,7.0,-964,"1,245",0,2,1/623,-,8,-,-843,"3,449",0,6,1/575,-,22,1.0,"+3,322","7,407",0,15,1/494,-,11,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
