日付,曜日,特定日,1165番台,,,,,,,,,1166番台,,,,,,,,,1167番台,,,,,,,,,1168番台,,,,,,,,,1170番台,,,,,,,,,1171番台,,,,,,,,,1172番台,,,,,,,,,1173番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-11-16,日,はい,-814,"4,711",12,12,1/196,-,2.93,51,2.0,-136,"1,918",6,4,1/192,-,3.19,19,6.0,"-1,623","3,694",7,8,1/246,-,2.54,82,8.0,+45,"6,110",23,10,1/185,-,2.60,49,7.0,-410,"2,865",8,8,1/179,-,3.35,42,7.0,+272,"4,758",20,8,1/170,-,3.02,9,-,+777,"4,619",20,11,1/149,-,3.73,13,1.0,"+1,189","6,166",24,18,1/147,-,4.11,12,3.0,+43,"2,233",9,2,1/203,-,2.86,12,3.0,"+1,533","6,638",31,11,1/158,-,3.16,13,1.0,-854,"2,431",5,6,1/221,-,3.00,74,23.0,+0,"5,237",20,8,1/187,-,2.63,19,6.0,+252,"5,502",20,12,1/172,-,3.12,35,16.0
2025-11-15,土,はい,"-2,323","3,657",5,8,1/281,-,2.39,46,4.0,-640,"2,213",7,3,1/221,-,2.84,12,-,"-1,005","1,835",5,1,1/306,-,2.58,42,2.0,+0,"7,958",28,23,1/156,-,3.90,56,10.0,-840,"1,938",4,3,1/277,-,2.75,21,3.0,+15,"6,055",24,12,1/168,-,3.08,15,1.0,"-1,003","3,119",7,5,1/260,-,2.47,18,3.0,-66,"4,149",18,5,1/180,-,2.76,24,3.0,-701,"2,672",7,5,1/223,-,2.82,14,2.0,-720,"1,530",4,1,1/306,-,2.72,24,3.0,-345,"3,365",12,5,1/198,-,2.78,65,1.0,-533,"2,400",6,4,1/240,-,2.76,40,16.0,-299,"4,270",15,10,1/171,-,3.27,64,8.0
2025-11-14,金,いいえ,"+2,148","6,232",28,17,1/138,-,4.30,20,6.0,+320,"1,512",6,5,1/137,-,3.81,10,2.0,-574,"1,439",5,1,1/240,-,2.92,23,3.0,-255,"7,503",26,18,1/171,-,3.17,81,27.0,+349,"2,028",11,2,1/156,-,3.29,24,1.0,+111,"2,755",11,6,1/162,-,3.41,23,3.0,+422,"4,477",20,8,1/160,-,3.27,14,1.0,+0,0,0,0,-,-,-,13,3.0,"+1,383","5,080",22,15,1/137,-,4.29,8,-,-192,"1,401",4,3,1/200,-,3.24,14,1.0,"-1,261","1,308",0,3,1/436,-,2.85,54,12.0,-84,"1,688",6,3,1/188,-,3.21,42,18.0,-175,"3,984",13,9,1/181,-,3.10,54,12.0
2025-11-13,木,いいえ,-151,"3,108",12,8,1/155,-,3.61,55,2.0,+819,"6,240",25,18,1/145,-,4.15,12,-,-320,"1,641",5,4,1/182,-,3.34,19,1.0,"-1,973","3,465",6,5,1/315,-,2.17,84,29.0,-9,"2,557",10,4,1/183,-,3.07,22,3.0,+716,"5,314",20,17,1/144,-,4.23,19,1.0,-467,382,0,0,-,-,3.11,26,4.0,"+2,691","6,808",30,25,1/124,-,5.14,12,-,+692,"4,029",18,7,1/161,-,3.25,18,5.0,+217,"2,795",10,8,1/155,-,3.67,13,1.0,-57,447,2,0,1/224,-,3.30,50,8.0,"+1,330","4,509",22,11,1/137,-,4.07,42,16.0,-278,270,0,0,-,-,3.22,53,3.0
2025-11-12,水,いいえ,-584,"4,384",13,12,1/175,-,3.33,54,2.0,-233,234,0,1,1/234,-,3.48,23,1.0,-875,"2,339",6,3,1/260,-,2.63,15,-,-227,"5,033",15,16,1/162,-,3.74,62,8.0,+890,"6,105",28,12,1/153,-,3.49,18,2.0,-913,"1,748",3,2,1/350,-,2.62,22,4.0,+331,"2,832",14,5,1/149,-,3.50,25,2.0,-352,534,1,0,1/534,-,3.09,42,16.0,+307,"4,530",18,8,1/174,-,2.99,26,1.0,+412,"6,660",26,16,1/159,-,3.53,16,1.0,-432,430,0,0,-,-,3.06,44,2.0,-218,"1,151",4,2,1/192,-,3.28,52,6.0,-646,"4,072",12,10,1/185,-,3.10,46,2.0
2025-11-11,火,いいえ,+0,"4,011",13,12,1/160,-,3.67,53,1.0,"+2,686","5,173",31,10,1/126,-,4.29,12,3.0,+679,"1,724",8,6,1/123,-,4.06,9,-,-823,"7,016",22,22,1/159,-,3.88,71,18.0,"-1,297","1,269",0,1,1/1269,-,2.52,25,10.0,"+1,473","3,195",19,4,1/139,-,3.56,14,2.0,"+1,818","4,463",24,10,1/131,-,4.15,35,1.0,-611,678,0,2,1/339,-,3.24,36,1.0,-218,"1,278",3,4,1/183,-,3.45,28,3.0,-401,"3,070",10,7,1/181,-,3.20,34,3.0,-420,396,0,0,-,-,3.10,31,3.0,+592,"7,164",24,24,1/149,-,4.31,52,16.0,-300,800,3,0,1/267,-,3.07,15,1.0
2025-11-10,月,はい,"-1,458","3,787",10,5,1/252,-,2.29,64,12.0,-303,"1,265",6,0,1/211,-,2.99,14,2.0,-195,"2,133",8,3,1/194,-,3.03,16,2.0,-656,"5,744",19,12,1/185,-,2.82,52,24.0,-619,"3,037",8,8,1/190,-,3.19,18,2.0,-585,"3,982",12,8,1/199,-,2.81,24,2.0,-582,"3,565",11,5,1/223,-,2.52,68,4.0,-258,"1,167",4,1,1/233,-,3.05,22,4.0,-477,"1,333",3,3,1/222,-,3.18,22,4.0,-67,"2,443",11,1,1/204,-,2.71,28,2.0,-630,792,1,1,1/396,-,3.04,26,2.0,"-1,443","2,251",3,4,1/322,-,2.57,92,24.0,+143,"1,465",7,1,1/183,-,3.13,12,-
2025-11-09,日,はい,"-1,143","2,667",6,4,1/267,-,2.55,46,2.0,"+3,857","7,259",42,17,1/123,-,4.82,9,-,"+2,215","6,458",31,14,1/144,-,3.89,17,1.0,-443,949,1,2,1/316,-,3.10,17,1.0,+861,"5,925",21,19,1/148,-,4.17,14,1.0,-850,"1,455",2,3,1/291,-,2.95,22,3.0,-109,"4,275",15,10,1/171,-,3.27,44,22.0,-382,"3,531",11,8,1/186,-,3.09,13,1.0,+362,"4,625",21,10,1/149,-,3.65,13,1.0,+815,"5,959",27,11,1/157,-,3.31,16,2.0,"+1,063","4,432",20,9,1/153,-,3.51,12,3.0,"-1,426","3,533",8,8,1/221,-,2.76,84,38.0,-817,"1,952",5,2,1/279,-,2.66,19,2.0
2025-11-08,土,はい,+146,"5,033",20,9,1/174,-,2.97,45,13.0,-207,"5,799",21,13,1/171,-,3.16,22,4.0,+556,"6,071",25,12,1/164,-,3.18,24,2.0,+870,"5,782",27,9,1/161,-,3.09,16,1.0,"-1,228","3,989",11,8,1/210,-,2.70,16,1.0,"-1,069","1,339",2,1,1/446,-,2.67,11,3.0,-735,"3,038",10,2,1/253,-,2.34,32,8.0,"+2,950","6,874",38,14,1/132,-,4.29,8,-,+867,"3,101",15,7,1/141,-,3.78,18,2.0,+303,"5,148",21,8,1/178,-,2.80,32,8.0,-173,"1,293",5,0,1/259,-,2.85,22,4.0,-863,"2,060",5,1,1/343,-,2.41,63,18.0,+236,"5,011",21,7,1/179,-,2.73,15,4.0
2025-11-07,金,いいえ,-555,"4,513",15,9,1/188,-,2.87,44,2.0,-823,"3,017",11,4,1/201,-,2.78,18,6.0,-415,"5,527",19,15,1/163,-,3.56,51,7.0,-772,"4,096",12,10,1/186,-,3.08,25,3.0,+491,"5,586",20,19,1/143,-,4.35,11,2.0,+936,"6,707",28,13,1/164,-,3.15,9,-,-135,"1,382",5,2,1/197,-,3.17,26,1.0,+863,"4,411",19,12,1/142,-,4.00,12,1.0,"-2,350","3,734",6,7,1/287,-,2.28,42,16.0,-270,"3,309",12,5,1/195,-,2.82,65,11.0,-463,"4,621",14,12,1/178,-,3.23,22,4.0,"-1,016","3,745",11,8,1/197,-,2.90,54,3.0,-437,"2,286",6,6,1/191,-,3.25,26,1.0
2025-11-06,木,いいえ,-481,"5,126",20,6,1/197,-,2.40,25,1.0,-86,"1,709",6,3,1/190,-,3.19,11,-,-379,"6,468",19,24,1/150,-,4.37,26,1.0,-606,"3,161",7,9,1/198,-,3.16,18,4.0,+83,"3,350",11,9,1/168,-,3.46,18,4.0,+522,"5,870",20,21,1/143,-,4.45,11,-,-453,747,1,1,1/374,-,3.09,24,6.0,"-1,584","6,265",20,11,1/202,-,2.39,28,2.0,-34,"1,654",7,2,1/184,-,3.16,26,1.0,-470,"1,069",2,1,1/356,-,2.90,54,26.0,-426,"2,269",6,6,1/189,-,3.27,14,3.0,+38,"6,589",20,20,1/165,-,3.67,25,1.0,-132,"1,190",4,1,1/238,-,3.03,25,1.0
2025-11-05,水,いいえ,-722,"3,139",11,2,1/241,-,2.35,20,4.0,+288,"2,591",11,4,1/173,-,3.16,10,-,+566,"4,906",24,6,1/164,-,2.95,22,2.0,-856,"2,608",8,4,1/217,-,2.80,15,1.0,"+1,046","7,620",31,19,1/152,-,3.79,26,1.0,"+1,310","3,711",19,11,1/124,-,4.44,14,2.0,"-1,656","4,218",9,11,1/211,-,2.84,20,4.0,-528,"1,639",6,1,1/234,-,2.85,16,1.0,+943,"4,171",21,5,1/160,-,3.07,25,3.0,-441,"2,363",8,5,1/182,-,3.22,55,13.0,"+2,001","5,858",30,15,1/130,-,4.47,12,2.0,-870,"1,224",1,3,1/306,-,3.05,42,16.0,"+1,492","3,101",17,7,1/129,-,4.02,16,1.0
2025-11-03,月,いいえ,-250,"2,944",11,5,1/184,-,3.03,8,-,"+2,103","6,297",30,20,1/126,-,4.87,12,4.0,"-1,320","1,845",4,0,1/461,-,2.32,52,4.0,+123,"5,813",20,17,1/157,-,3.80,13,1.0,"-1,263","6,841",19,16,1/195,-,2.66,38,12.0,+644,"5,323",22,13,1/152,-,3.70,26,10.0,+731,"4,740",20,13,1/144,-,4.01,15,1.0,+163,"3,709",15,5,1/185,-,2.81,14,1.0,-169,"5,590",21,12,1/169,-,3.16,26,10.0,-367,"3,538",13,6,1/186,-,2.92,48,7.0,-890,"2,131",7,2,1/237,-,2.73,15,1.0,-422,"2,087",7,2,1/232,-,2.76,41,3.0,"+1,150","6,631",32,12,1/151,-,3.47,16,1.0
2025-11-02,日,はい,+744,"7,309",28,24,1/141,-,4.57,6,-,"+2,357","6,309",29,19,1/131,-,4.65,12,6.0,"-1,002","3,714",8,10,1/206,-,2.97,35,1.0,"+1,629","8,630",36,17,1/163,-,3.11,18,4.0,-288,"1,764",5,4,1/196,-,3.22,31,4.0,-547,"6,318",22,12,1/186,-,2.67,31,4.0,"+2,883","6,634",36,17,1/125,-,4.75,14,2.0,"+1,509","5,573",27,11,1/147,-,3.67,23,5.0,"+1,864","7,686",29,28,1/135,-,4.92,27,4.0,+410,"6,644",29,8,1/180,-,2.46,36,1.0,"+1,360","4,295",20,12,1/134,-,4.22,12,6.0,-498,"1,383",4,2,1/231,-,3.05,34,3.0,"-1,476","2,716",5,3,1/340,-,2.27,36,1.0
2025-11-01,土,はい,"-1,278","2,693",4,6,1/269,-,2.67,15,-,-193,"2,883",10,6,1/180,-,3.17,25,1.0,+535,"4,610",17,12,1/159,-,3.59,16,1.0,-346,832,2,1,1/277,-,3.13,31,5.0,"+1,327","5,804",25,14,1/149,-,3.80,34,3.0,+537,"6,375",23,18,1/155,-,3.82,31,5.0,"+2,196","8,901",38,27,1/137,-,4.74,26,1.0,+41,"1,795",7,3,1/180,-,3.23,22,1.0,"-1,004","1,380",2,0,1/690,-,2.46,64,9.0,-383,"2,613",12,2,1/187,-,2.86,55,21.0,"+2,219","8,687",36,28,1/136,-,4.84,21,5.0,-488,"1,288",3,3,1/215,-,3.23,34,3.0,+320,"7,448",22,31,1/141,-,4.91,24,2.0
2025-10-31,金,いいえ,"+2,330","4,644",28,7,1/133,-,3.86,9,-,"+2,355","6,900",29,23,1/133,-,4.80,12,3.0,-399,794,1,2,1/265,-,3.25,38,6.0,"+1,013","7,280",30,17,1/155,-,3.61,19,7.0,-422,"3,877",15,5,1/194,-,2.67,56,2.0,-249,"3,291",12,4,1/206,-,2.66,41,3.0,-926,"2,016",3,4,1/288,-,2.76,78,22.0,-325,703,2,1,1/234,-,3.26,45,4.0,-772,"2,952",10,4,1/211,-,2.73,41,3.0,"-1,084","3,881",9,10,1/204,-,2.94,25,6.0,-231,946,4,0,1/237,-,3.06,54,9.0,-470,935,2,1,1/312,-,3.03,30,5.0,"-1,138","3,109",7,6,1/239,-,2.65,32,2.0
2025-10-30,木,はい,+638,"4,559",20,7,1/169,-,3.00,19,1.0,-998,"6,721",19,20,1/172,-,3.45,36,1.0,+445,"5,771",20,17,1/156,-,3.83,26,7.0,+191,"5,848",20,15,1/167,-,3.39,35,9.0,-511,"6,287",19,16,1/180,-,3.08,58,7.0,-599,"6,160",19,16,1/176,-,3.19,38,2.0,-78,"4,365",16,10,1/168,-,3.30,71,13.0,-288,"2,725",10,3,1/210,-,2.73,49,10.0,-562,"2,286",8,2,1/229,-,2.70,39,1.0,+41,"3,542",13,8,1/169,-,3.31,15,-,-160,270,1,0,1/270,-,3.35,51,2.0,"+2,236","8,752",41,19,1/146,-,3.90,18,3.0,"-1,305","3,392",10,2,1/283,-,2.12,18,3.0
2025-10-29,水,いいえ,+86,"3,316",13,9,1/151,-,3.73,15,2.0,-140,377,1,0,1/377,-,3.24,30,2.0,-159,"6,226",24,13,1/168,-,3.12,28,1.0,"-1,437","1,574",1,1,1/787,-,2.39,74,23.0,-351,"1,225",4,0,1/306,-,2.80,49,1.0,-187,"3,248",11,8,1/171,-,3.35,21,2.0,-491,"1,657",5,1,1/276,-,2.72,51,2.0,-762,"2,072",5,4,1/230,-,2.93,44,14.0,-251,"1,076",3,2,1/215,-,3.23,19,4.0,"-1,197","1,538",2,1,1/513,-,2.51,27,6.0,-484,"2,114",7,4,1/192,-,3.13,48,4.0,+551,"1,987",8,7,1/132,-,4.01,44,14.0,+553,"2,668",9,9,1/148,-,3.87,13,-
2025-10-28,火,いいえ,+92,"3,668",13,10,1/159,-,3.60,28,2.0,-150,"1,014",3,2,1/203,-,3.29,26,5.0,-740,"2,677",7,6,1/206,-,3.01,21,5.0,-462,"1,009",3,1,1/252,-,3.08,41,1.0,+222,"3,836",14,10,1/160,-,3.56,37,3.0,-18,"2,100",8,3,1/191,-,3.06,12,-,-809,"2,868",6,8,1/205,-,3.11,34,6.0,-229,849,2,2,1/212,-,3.33,40,3.0,+903,"3,408",17,6,1/148,-,3.52,16,4.0,-392,"1,010",3,0,1/337,-,2.88,16,4.0,+821,"5,199",20,16,1/144,-,4.16,28,2.0,-498,"2,552",9,4,1/196,-,2.96,78,37.0,+990,"4,914",18,17,1/140,-,4.36,16,4.0
2025-10-27,月,いいえ,-215,"3,687",14,9,1/160,-,3.50,50,6.0,"+1,615","4,959",20,19,1/127,-,4.81,25,11.0,-88,"3,065",10,8,1/170,-,3.40,11,-,"-1,162","3,105",8,6,1/222,-,2.75,25,11.0,"-1,067","1,936",3,4,1/277,-,2.83,30,4.0,+197,"4,425",14,15,1/153,-,3.99,12,1.0,+304,"5,073",15,18,1/154,-,4.08,32,2.0,-123,509,2,0,1/255,-,3.24,44,1.0,-678,779,0,2,1/390,-,3.14,26,1.0,+394,"4,328",17,13,1/144,-,4.04,14,2.0,-674,993,2,0,1/497,-,2.78,54,4.0,-426,"3,111",12,4,1/194,-,2.81,56,2.0,-794,"1,806",5,1,1/301,-,2.60,43,11.0
2025-10-26,日,はい,-973,"4,503",14,8,1/205,-,2.60,45,1.0,-679,"1,246",3,1,1/312,-,2.86,51,6.0,+92,"4,314",16,10,1/166,-,3.35,9,-,+67,"2,609",11,2,1/201,-,2.75,19,1.0,-868,"1,261",2,1,1/420,-,2.73,15,6.0,-775,"1,035",1,1,1/518,-,2.82,19,1.0,-703,"2,000",5,3,1/250,-,2.80,55,4.0,"+2,218","8,359",33,28,1/137,-,4.82,44,14.0,-277,408,1,0,1/408,-,3.21,18,2.0,-555,"1,661",5,1,1/277,-,2.72,15,6.0,-384,"2,986",11,6,1/176,-,3.19,51,6.0,"-1,303","4,744",10,12,1/216,-,2.70,30,11.0,-90,425,1,2,1/142,-,3.63,16,1.0
2025-10-25,土,はい,-438,"6,287",19,18,1/170,-,3.45,31,9.0,+327,"7,015",27,15,1/167,-,3.14,38,5.0,-781,"1,459",3,1,1/365,-,2.68,11,1.0,+681,"5,540",22,13,1/158,-,3.51,22,4.0,+307,"3,840",14,13,1/142,-,4.14,10,-,"+1,244","6,977",29,21,1/140,-,4.46,16,1.0,-696,"1,718",5,2,1/245,-,2.86,33,2.0,"-1,057","1,803",2,5,1/258,-,3.03,86,40.0,+587,"4,005",18,6,1/167,-,3.07,18,2.0,"+1,207","3,760",17,11,1/134,-,4.18,15,3.0,"-1,033","3,583",13,4,1/211,-,2.54,46,8.0,"-1,193","4,028",9,12,1/192,-,3.19,18,2.0,+232,"5,323",19,13,1/166,-,3.36,12,1.0
2025-10-24,金,いいえ,-46,"4,843",16,15,1/156,-,3.84,15,1.0,-839,"1,890",3,5,1/236,-,3.06,65,33.0,+56,"2,423",11,4,1/162,-,3.32,9,-,-580,"3,138",10,5,1/209,-,2.75,31,5.0,"-1,287","2,386",3,6,1/265,-,2.82,24,5.0,-558,"2,508",7,7,1/179,-,3.37,19,3.0,-538,747,1,1,1/374,-,3.09,26,2.0,-767,"2,393",8,2,1/239,-,2.62,86,21.0,-861,"1,477",2,2,1/369,-,2.74,15,1.0,+308,"3,834",17,7,1/160,-,3.31,16,1.0,-243,"1,446",3,4,1/207,-,3.28,32,1.0,+161,"4,355",17,9,1/168,-,3.23,16,1.0,+295,"3,514",12,12,1/146,-,4.02,14,5.0
2025-10-23,木,いいえ,"+1,203","3,158",18,5,1/137,-,3.68,16,2.0,-136,294,1,0,1/294,-,3.33,42,7.0,+681,"6,087",26,12,1/160,-,3.28,9,-,"-1,709","2,995",6,7,1/230,-,2.81,26,2.0,-344,"1,440",4,2,1/240,-,3.00,12,3.0,+257,697,5,0,1/139,-,3.43,18,2.0,+816,"4,666",20,10,1/156,-,3.49,14,2.0,-700,582,0,0,-,-,2.92,86,44.0,+168,"4,322",15,14,1/149,-,4.01,12,3.0,-610,"2,517",7,6,1/194,-,3.16,35,9.0,-862,889,1,0,1/889,-,2.76,18,2.0,-113,388,1,0,1/388,-,3.23,22,4.0,-286,"1,177",2,4,1/196,-,3.43,24,2.0
2025-10-22,水,いいえ,-620,"2,130",7,2,1/237,-,2.73,28,6.0,-485,"1,446",4,1,1/289,-,2.80,22,5.0,+372,"2,363",10,7,1/139,-,3.88,12,1.0,+550,"4,542",18,10,1/162,-,3.37,13,1.0,+111,"3,506",12,8,1/175,-,3.23,11,2.0,+477,"3,710",15,11,1/143,-,4.00,17,1.0,-8,"2,527",9,8,1/149,-,3.81,22,5.0,-757,"2,324",6,2,1/291,-,2.47,86,58.0,-64,"3,720",15,4,1/196,-,2.63,14,1.0,-148,"1,568",5,3,1/196,-,3.20,22,5.0,"+1,525","2,804",16,8,1/117,-,4.37,9,-,-62,"2,877",11,5,1/180,-,3.09,16,2.0,-502,"1,939",4,7,1/176,-,3.56,22,5.0
2025-10-21,火,いいえ,-281,"2,912",11,5,1/182,-,3.06,25,3.0,-55,"3,150",12,7,1/166,-,3.36,22,2.0,+551,"1,912",10,3,1/147,-,3.49,15,2.0,+279,"3,829",14,10,1/160,-,3.56,19,3.0,"+1,597","4,870",23,14,1/132,-,4.40,9,-,-528,"3,908",13,9,1/178,-,3.17,39,14.0,-299,"1,807",6,3,1/201,-,3.09,20,1.0,"-1,261","4,075",8,14,1/185,-,3.42,82,43.0,+132,"2,728",11,6,1/160,-,3.44,13,4.0,-159,369,1,0,1/369,-,3.25,16,1.0,-257,"4,757",18,8,1/183,-,2.80,25,3.0,+454,"3,330",14,8,1/151,-,3.64,13,4.0,-255,301,0,1,1/301,-,3.41,15,2.0
2025-10-20,月,はい,-549,864,1,1,1/432,-,2.98,20,2.0,-852,"2,604",7,5,1/217,-,2.88,17,1.0,"+1,136","7,451",36,12,1/155,-,3.19,24,4.0,-343,"2,664",10,4,1/190,-,2.97,26,2.0,"+1,419","6,435",26,20,1/140,-,4.43,11,-,-927,"1,411",2,1,1/470,-,2.61,35,3.0,-698,"3,375",10,7,1/199,-,2.92,15,1.0,-543,"4,657",15,9,1/194,-,2.75,62,27.0,-485,740,1,0,1/740,-,2.89,32,6.0,"+1,773","8,494",35,21,1/152,-,3.84,18,1.0,-456,683,1,1,1/342,-,3.15,16,1.0,+849,"4,987",20,12,1/156,-,3.59,18,1.0,+827,"3,467",15,11,1/133,-,4.22,14,3.0
2025-10-19,日,はい,+692,"6,225",26,13,1/160,-,3.34,16,1.0,+171,"1,324",7,1,1/166,-,3.27,10,1.0,-489,"2,035",7,3,1/204,-,3.00,54,2.0,-209,"1,989",8,1,1/221,-,2.77,15,1.0,-287,"4,350",15,6,1/207,-,2.49,22,6.0,-593,960,2,0,1/480,-,2.81,16,1.0,"+1,805","4,296",22,13,1/123,-,4.60,9,-,-487,"1,519",4,2,1/253,-,2.92,52,27.0,-286,250,0,0,-,-,3.24,25,1.0,"-1,265","4,720",12,12,1/197,-,2.92,52,27.0,-566,"2,403",9,2,1/218,-,2.71,14,4.0,-128,"2,042",7,5,1/170,-,3.41,24,2.0,"+1,474","6,855",28,18,1/149,-,3.95,14,4.0
2025-10-18,土,はい,+796,"5,279",25,8,1/160,-,3.12,31,4.0,-491,"3,203",12,6,1/178,-,3.11,16,4.0,-368,"2,195",7,3,1/220,-,2.86,27,3.0,+292,"5,829",25,9,1/171,-,2.84,11,4.0,-293,"3,549",15,2,1/209,-,2.43,16,4.0,"+1,465","4,859",23,11,1/143,-,3.86,11,4.0,-623,"2,022",6,3,1/225,-,2.90,16,4.0,"-1,164","3,579",9,8,1/211,-,2.83,52,4.0,"+2,761","7,593",37,23,1/127,-,4.97,12,1.0,+924,"6,650",26,17,1/155,-,3.72,48,12.0,+690,"6,352",26,16,1/151,-,3.80,7,-,"-1,137","1,722",3,2,1/344,-,2.64,24,8.0,-630,"1,731",5,1,1/289,-,2.66,36,5.0
2025-10-17,金,いいえ,-773,"1,576",4,1,1/315,-,2.69,35,1.0,"+1,491","1,660",10,8,1/92,-,4.70,14,1.0,+216,"2,236",9,5,1/160,-,3.46,32,10.0,-313,"2,935",6,13,1/154,-,4.06,13,1.0,+549,"2,406",13,4,1/142,-,3.59,18,2.0,-611,970,2,1,1/323,-,3.00,16,2.0,+477,"1,202",6,4,1/120,-,3.91,12,3.0,-891,"4,664",13,11,1/194,-,2.89,22,4.0,-347,"1,741",4,6,1/174,-,3.54,44,9.0,-733,"1,624",3,3,1/271,-,2.91,57,13.0,"+1,432","4,069",20,10,1/136,-,4.05,9,-,+316,"1,901",11,2,1/146,-,3.41,16,2.0,+30,"6,014",19,19,1/158,-,3.88,34,2.0
2025-10-16,木,いいえ,+910,"4,490",17,15,1/140,-,4.27,44,10.0,"+2,220","7,420",34,21,1/135,-,4.59,14,1.0,-362,538,1,0,1/538,-,3.08,45,1.0,+268,"3,299",13,9,1/150,-,3.75,13,1.0,-807,852,0,1,1/852,-,2.87,19,4.0,+796,"4,848",17,18,1/139,-,4.48,14,1.0,+98,"1,041",4,2,1/174,-,3.39,15,1.0,-98,742,3,0,1/247,-,3.13,12,3.0,+159,761,4,0,1/190,-,3.24,22,3.0,+86,"2,700",10,7,1/159,-,3.55,55,10.0,"+2,029","6,603",30,19,1/135,-,4.53,9,-,-226,"1,816",5,5,1/182,-,3.38,34,12.0,-567,824,0,3,1/275,-,3.31,55,10.0
2025-10-15,水,いいえ,-420,"1,760",5,2,1/251,-,2.82,75,12.0,-910,"1,130",1,2,1/377,-,2.93,40,9.0,-370,967,3,1,1/242,-,3.12,26,5.0,-387,"3,221",9,9,1/179,-,3.34,11,-,"+1,167","3,738",19,6,1/150,-,3.44,14,3.0,-396,843,2,1,1/281,-,3.12,21,4.0,-289,279,0,0,-,-,3.21,31,2.0,+604,"6,300",25,19,1/143,-,4.28,11,-,-254,668,1,2,1/223,-,3.38,29,3.0,-590,662,1,0,1/662,-,2.96,63,14.0,-728,"5,155",16,10,1/198,-,2.64,17,3.0,+96,"3,281",11,12,1/143,-,4.12,26,5.0,-322,645,1,1,1/323,-,3.19,49,9.0
2025-10-14,火,いいえ,-462,"3,221",8,11,1/170,-,3.62,68,20.0,-360,"1,458",4,3,1/208,-,3.19,18,1.0,-266,441,1,0,1/441,-,3.18,21,3.0,+220,"3,196",11,8,1/168,-,3.40,11,-,+538,"4,696",20,7,1/174,-,2.88,17,2.0,-325,"3,541",11,11,1/161,-,3.68,12,1.0,-103,67,0,0,-,-,3.43,25,1.0,+226,"2,171",9,3,1/181,-,3.11,15,2.0,-890,"1,154",1,2,1/385,-,2.91,24,3.0,-429,"4,778",15,12,1/177,-,3.20,48,10.0,+192,497,3,1,1/124,-,3.60,13,1.0,-473,414,0,1,1/414,-,3.29,36,11.0,-264,275,0,0,-,-,3.22,38,2.0
2025-10-13,月,いいえ,-320,"9,031",29,25,1/167,-,3.46,44,2.0,"+1,065","6,746",25,21,1/147,-,4.25,11,3.0,-574,"2,691",9,3,1/224,-,2.66,11,3.0,+288,"5,151",21,10,1/166,-,3.16,16,2.0,-261,"2,883",10,7,1/170,-,3.37,42,8.0,"+1,204","6,726",25,23,1/140,-,4.58,8,-,"+1,210","7,004",29,18,1/149,-,3.93,14,3.0,-55,"2,837",10,6,1/177,-,3.21,34,3.0,-310,"3,539",10,8,1/197,-,2.97,11,3.0,"-1,991","4,134",7,8,1/276,-,2.25,48,4.0,-935,"2,791",6,7,1/215,-,2.99,26,10.0,+905,"5,390",24,10,1/159,-,3.29,31,5.0,"+1,245","5,587",25,13,1/147,-,3.81,34,3.0
2025-10-12,日,はい,-879,"4,646",12,15,1/172,-,3.56,38,3.0,-767,"2,936",6,10,1/184,-,3.45,20,4.0,"+1,034","5,944",25,14,1/152,-,3.68,8,-,+731,"6,103",27,10,1/165,-,3.00,16,1.0,-501,563,1,0,1/563,-,3.06,27,4.0,+69,"4,174",13,10,1/181,-,3.13,14,4.0,-387,729,2,0,1/365,-,3.02,15,1.0,-752,"1,338",3,0,1/446,-,2.60,29,2.0,+478,"6,102",22,16,1/161,-,3.57,10,2.0,-574,"1,956",5,6,1/178,-,3.45,35,6.0,+641,"4,492",21,6,1/166,-,2.98,23,3.0,-504,"1,422",5,0,1/284,-,2.74,65,17.0,"-1,321","2,455",5,2,1/351,-,2.30,48,10.0
