日付,曜日,特定日,1118番台,,,,,,,,1120番台,,,,,,,,1121番台,,,,,,,,1122番台,,,,,,,,1123番台,,,,,,,,1125番台,,,,,,,,1126番台,,,,,,,,1127番台,,,,,,,,1128番台,,,,,,,,1130番台,,,,,,,,1131番台,,,,,,,,1132番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-10-02,木,いいえ,+343,"1,697",7,5,1/141,-,23,2.0,+413,"2,792",14,3,1/164,-,14,-,+902,"1,726",10,3,1/133,-,15,1.0,"-1,831","2,709",6,5,1/246,-,91,24.0,"+1,134","9,969",48,14,1/161,-,21,5.0,"-1,778","3,355",7,10,1/197,-,29,5.0,"-3,144","5,704",13,12,1/228,-,67,33.0,"-1,360","3,297",10,6,1/206,-,34,3.0,"+3,213","4,115",28,5,1/125,-,16,1.0,-199,"1,578",5,5,1/158,-,24,1.0,-198,786,4,1,1/157,-,34,3.0,"-5,127","8,139",19,12,1/263,-,31,2.0
2025-10-01,水,いいえ,+782,"1,126",7,3,1/113,-,19,3.0,"-1,924","2,772",6,4,1/277,-,16,1.0,+850,"5,417",26,9,1/155,-,14,-,"-2,428","6,812",22,8,1/227,-,89,31.0,-996,"2,939",9,7,1/184,-,51,17.0,"+2,150","2,676",16,10,1/103,-,27,5.0,"-4,157","8,806",24,16,1/220,-,58,7.0,"+1,451","1,992",13,4,1/117,-,22,3.0,"-1,403","4,558",14,11,1/182,-,34,2.0,+504,"1,741",10,1,1/158,-,16,1.0,"+5,601","2,596",26,10,1/72,-,32,5.0,-362,"2,439",9,6,1/163,-,15,1.0
2025-09-30,火,はい,"+2,025","4,784",26,11,1/129,-,19,3.0,"+2,872","3,987",25,9,1/117,-,6,-,"-1,924","4,046",12,3,1/270,-,21,2.0,"-1,383","4,354",14,8,1/198,-,70,13.0,-383,"4,675",18,10,1/167,-,30,1.0,"-1,580","8,113",27,19,1/176,-,39,6.0,"+2,594","3,050",18,12,1/102,-,19,3.0,+572,"2,704",15,3,1/150,-,29,8.0,"+1,027","3,149",17,4,1/150,-,33,3.0,"+1,862","1,876",14,2,1/117,-,16,8.0,"+1,276","4,815",24,9,1/146,-,57,18.0,"-1,756","6,036",19,14,1/183,-,8,2.0
2025-09-29,月,いいえ,"-1,443","3,171",10,5,1/211,-,51,11.0,+162,"2,122",10,3,1/163,-,12,6.0,"+1,533","3,595",19,9,1/128,-,16,4.0,-503,"1,976",6,5,1/180,-,60,9.0,"-1,970","4,685",14,6,1/234,-,20,1.0,"+1,080","1,883",10,7,1/111,-,22,2.0,"-1,222","6,261",23,12,1/179,-,40,6.0,"+3,447","6,783",37,19,1/121,-,22,2.0,+960,"1,271",9,1,1/127,-,34,12.0,+502,"1,554",9,1,1/155,-,19,3.0,"-2,370","2,961",5,6,1/269,-,94,34.0,+802,"3,214",15,9,1/134,-,6,-
2025-09-28,日,はい,"-1,479","3,885",10,11,1/185,-,33,9.0,+944,"3,535",16,9,1/141,-,19,5.0,"-1,216","3,349",11,5,1/209,-,54,4.0,-80,"4,342",15,13,1/155,-,50,11.0,+145,"5,188",20,14,1/153,-,14,6.0,"-4,466","6,122",13,9,1/278,-,22,3.0,-584,"5,234",22,5,1/194,-,24,2.0,"-2,253","6,871",25,6,1/222,-,57,3.0,"-1,528","3,127",9,4,1/241,-,35,2.0,-755,"4,112",15,8,1/179,-,39,4.0,"-1,248","4,898",17,8,1/196,-,91,34.0,"+1,767","3,791",24,4,1/135,-,8,-
2025-09-27,土,はい,"-1,873","8,052",28,14,1/192,-,31,3.0,-897,"5,320",19,8,1/197,-,26,9.0,-786,"4,642",17,9,1/179,-,57,15.0,"+1,182","8,030",37,15,1/154,-,28,2.0,"-1,951","3,254",7,6,1/250,-,16,2.0,+415,"3,673",16,7,1/160,-,6,-,"-2,026","5,009",15,7,1/228,-,17,1.0,"-2,918","5,947",19,6,1/238,-,42,4.0,"+2,193","3,647",21,10,1/118,-,36,5.0,"-2,279","7,855",28,10,1/207,-,38,2.0,"-1,402","8,515",33,14,1/181,-,85,28.0,"+2,742","3,668",24,9,1/111,-,14,8.0
2025-09-26,金,いいえ,-53,553,3,2,1/111,-,24,5.0,-773,"3,903",15,6,1/186,-,15,7.0,"+1,436","2,369",13,8,1/113,-,41,13.0,"-1,173","5,902",21,12,1/179,-,51,10.0,"+4,100","4,728",31,15,1/103,-,6,-,"+1,880","2,413",15,7,1/110,-,19,2.0,-667,"2,410",8,5,1/185,-,8,2.0,"-1,896","3,395",9,4,1/261,-,17,1.0,"-1,379","4,965",15,14,1/171,-,58,7.0,"-1,283","1,120",1,2,1/373,-,28,4.0,"-1,992","4,414",14,5,1/232,-,64,6.0,"+2,048","2,961",15,13,1/106,-,16,1.0
2025-09-25,木,いいえ,"+3,003","4,982",30,10,1/125,-,25,4.0,"+4,596","3,539",28,15,1/82,-,8,2.0,"+2,598","2,282",17,4,1/109,-,52,4.0,-643,"6,427",24,15,1/165,-,48,1.0,"-1,744","3,784",11,6,1/223,-,16,8.0,"-1,638","3,235",11,2,1/249,-,31,6.0,+434,"5,115",21,14,1/146,-,6,-,+575,"2,253",12,2,1/161,-,21,5.0,"-2,721","5,774",16,12,1/206,-,56,4.0,"+3,532","5,134",34,8,1/122,-,41,10.0,-346,"2,174",9,2,1/198,-,47,5.0,"+2,896","2,853",21,5,1/110,-,42,1.0
2025-09-24,水,いいえ,"+4,277","7,332",44,14,1/126,-,23,2.0,+25,"3,684",15,9,1/154,-,14,4.0,-226,"5,583",23,11,1/164,-,86,23.0,-583,"9,348",39,16,1/170,-,38,15.0,+961,"4,307",22,6,1/154,-,10,4.0,-250,"3,006",13,4,1/177,-,21,6.0,+586,"5,211",21,16,1/141,-,6,-,+197,"3,106",14,5,1/163,-,15,1.0,"-2,159","3,217",8,3,1/292,-,51,5.0,+874,"3,031",14,10,1/126,-,63,6.0,+214,"2,061",8,8,1/129,-,46,8.0,"+1,448","3,181",18,4,1/145,-,57,6.0
2025-09-23,火,いいえ,"-4,191","7,021",19,9,1/251,-,53,28.0,"-1,097","3,976",14,6,1/199,-,25,2.0,"-1,288","5,533",19,10,1/191,-,76,10.0,"-2,251","6,268",19,13,1/196,-,25,2.0,"+1,790","1,875",12,6,1/104,-,9,3.0,"+1,421","2,069",14,2,1/129,-,19,4.0,"+1,531","7,202",35,14,1/147,-,6,-,+924,"4,251",20,8,1/152,-,15,6.0,+856,"1,989",12,2,1/142,-,23,4.0,-174,"5,900",23,15,1/155,-,88,12.0,-598,"4,544",16,12,1/162,-,66,13.0,"-1,727","7,134",24,15,1/183,-,92,4.0
2025-09-22,月,いいえ,"+2,096","6,822",33,16,1/139,-,23,4.0,"-1,579","6,568",22,15,1/178,-,19,4.0,"-5,393","6,255",10,10,1/313,-,55,20.0,-263,"4,238",18,5,1/184,-,24,1.0,-170,"3,977",17,7,1/166,-,10,2.0,"+7,580","6,534",48,21,1/95,-,19,4.0,"+4,133","4,669",30,13,1/109,-,8,-,+214,"4,299",20,5,1/172,-,15,5.0,"+1,418","3,910",23,4,1/145,-,35,11.0,-392,"6,544",26,12,1/172,-,81,3.0,"-3,844","6,520",16,12,1/233,-,64,9.0,-538,"4,632",16,12,1/165,-,78,14.0
2025-09-21,日,はい,"-3,522","6,374",19,5,1/266,-,66,19.0,"+1,609","2,993",15,9,1/125,-,9,-,"-4,692","6,085",12,11,1/265,-,34,7.0,"+4,904","5,778",38,15,1/109,-,19,10.0,"+1,625","2,820",16,8,1/118,-,19,10.0,"+2,692","2,970",20,9,1/102,-,19,10.0,+385,"5,314",24,9,1/161,-,9,-,-210,"4,626",16,15,1/149,-,23,4.0,"-2,964","4,221",10,5,1/281,-,40,6.0,-304,"2,435",9,5,1/174,-,47,7.0,"-1,922","2,970",7,4,1/270,-,27,4.0,"-1,386","4,991",18,5,1/217,-,81,15.0
2025-09-20,土,はい,-611,"6,471",25,15,1/162,-,30,1.0,"+2,806","6,746",33,21,1/125,-,9,-,"+2,239","3,816",22,10,1/119,-,23,4.0,-86,"6,520",23,21,1/148,-,29,6.0,+290,"4,935",20,12,1/154,-,43,4.0,"-6,534","6,802",9,11,1/340,-,39,4.0,-84,"5,048",20,13,1/153,-,23,4.0,-373,"5,960",24,12,1/166,-,35,3.0,+537,"3,376",15,9,1/141,-,31,1.0,-862,"3,806",15,6,1/181,-,32,1.0,"+2,313","5,674",30,11,1/138,-,19,10.0,-37,"4,471",19,8,1/166,-,58,15.0
2025-09-19,金,いいえ,"-2,615","3,606",8,4,1/301,-,25,3.0,+466,988,6,1,1/141,-,9,-,"-1,093","3,864",14,6,1/193,-,31,3.0,"-1,161","3,293",11,4,1/220,-,25,3.0,"-1,194","4,525",17,3,1/226,-,64,1.0,"-1,340","5,130",17,11,1/183,-,25,3.0,+182,"1,530",7,3,1/153,-,28,2.0,"-3,025","4,658",11,8,1/245,-,22,13.0,"-2,630","2,398",3,2,1/480,-,55,19.0,"-4,727","7,227",16,12,1/258,-,36,5.0,-255,"3,296",13,8,1/157,-,63,8.0,"-3,757","5,155",9,9,1/286,-,26,1.0
2025-09-18,木,いいえ,"+4,064","5,359",36,11,1/114,-,22,1.0,-927,"2,348",6,6,1/196,-,26,4.0,-126,699,4,2,1/117,-,15,1.0,"+4,525","3,851",30,7,1/104,-,19,2.0,-105,944,4,5,1/105,-,53,20.0,"+3,564","5,440",32,12,1/124,-,22,1.0,"+2,151","4,826",27,10,1/130,-,33,7.0,"+1,679","2,075",13,5,1/115,-,13,-,"-1,001","2,936",9,7,1/184,-,21,2.0,"-2,132","3,072",9,1,1/307,-,14,1.0,-27,449,3,1,1/112,-,58,5.0,+767,"1,494",8,4,1/125,-,17,2.0
2025-09-17,水,いいえ,-680,"1,585",4,5,1/176,-,54,2.0,-186,736,3,3,1/123,-,30,11.0,+948,"3,361",16,9,1/134,-,18,2.0,"+2,386","2,960",18,9,1/110,-,19,1.0,"+4,173","2,156",23,4,1/80,-,42,12.0,-910,"3,311",11,6,1/195,-,54,2.0,+521,"3,161",14,10,1/132,-,52,10.0,+229,959,4,3,1/137,-,14,8.0,"+1,927","2,911",17,11,1/104,-,16,2.0,"+1,772","1,730",14,1,1/115,-,6,-,+320,"4,871",20,12,1/152,-,58,4.0,-93,496,2,3,1/99,-,18,2.0
2025-09-16,火,いいえ,"+1,221","1,941",12,5,1/114,-,52,6.0,-629,"2,989",11,4,1/199,-,22,8.0,+326,"5,068",22,10,1/158,-,32,1.0,"-5,100","5,172",8,5,1/398,-,22,8.0,+607,"3,395",17,4,1/162,-,46,14.0,"+1,263","5,335",26,10,1/148,-,55,3.0,"-2,909","4,164",6,11,1/245,-,61,1.0,"+1,031","2,972",14,9,1/129,-,30,8.0,"-1,171","3,167",9,7,1/198,-,31,1.0,"+1,351","3,014",16,6,1/137,-,8,-,"-3,846","6,917",19,7,1/266,-,60,5.0,+408,"1,336",6,3,1/148,-,14,6.0
2025-09-15,月,いいえ,"-2,493","4,120",9,9,1/229,-,61,2.0,"+3,150","3,171",22,9,1/102,-,16,8.0,-186,"6,250",24,17,1/152,-,59,2.0,"+2,032","6,866",34,15,1/140,-,8,-,"-5,352","5,355",7,8,1/357,-,85,24.0,"+2,154","7,195",36,16,1/138,-,59,2.0,"+4,244","6,489",39,16,1/118,-,44,2.0,"+2,103","4,341",24,11,1/124,-,42,21.0,"+1,034","2,760",14,7,1/131,-,16,8.0,"+2,001","2,130",15,6,1/101,-,8,-,"+1,796","2,549",15,9,1/106,-,57,13.0,-945,"3,005",7,11,1/167,-,21,5.0
2025-09-14,日,はい,"+2,381","6,250",34,11,1/139,-,55,4.0,"+1,614","4,655",23,12,1/133,-,16,6.0,"-3,611","4,297",7,9,1/269,-,55,4.0,-65,"3,930",16,7,1/171,-,21,5.0,"-4,338","5,897",14,5,1/310,-,57,2.0,-561,"4,314",17,6,1/188,-,91,1.0,"-5,181","6,771",15,9,1/282,-,90,8.0,"-4,561","5,677",11,9,1/284,-,51,27.0,-947,"3,512",13,4,1/207,-,24,3.0,"+1,047","6,046",27,13,1/151,-,9,-,-675,"4,640",17,11,1/166,-,82,25.0,-662,"3,486",14,3,1/205,-,10,1.0
2025-09-13,土,はい,"-1,834","4,303",13,8,1/205,-,85,1.0,"+3,885","4,338",28,13,1/106,-,16,10.0,"+2,499","4,320",27,9,1/120,-,41,12.0,"-1,943","4,603",14,7,1/219,-,22,1.0,"-2,726","7,084",20,20,1/177,-,29,7.0,"-5,062","5,828",8,14,1/265,-,91,6.0,"-1,693","5,050",15,9,1/210,-,84,27.0,"+1,350","7,646",36,17,1/144,-,48,7.0,"-1,502","6,127",24,6,1/204,-,21,2.0,"-1,813","4,800",14,12,1/185,-,19,3.0,"-2,762","7,394",21,17,1/195,-,57,9.0,"+3,036","6,569",36,16,1/126,-,6,-
2025-09-12,金,いいえ,"-1,450","3,816",11,8,1/201,-,84,8.0,"-1,810","4,749",11,17,1/170,-,28,12.0,"+2,328","4,592",26,10,1/128,-,32,4.0,"+4,595","4,401",33,7,1/110,-,16,1.0,-803,"1,803",5,4,1/200,-,15,1.0,-222,"7,089",28,13,1/173,-,88,4.0,-468,"3,449",14,8,1/157,-,76,18.0,"+1,205","7,175",36,10,1/156,-,58,7.0,"+3,445","2,540",21,8,1/88,-,14,2.0,"+1,986","4,416",23,12,1/126,-,12,-,"-5,220","6,315",10,11,1/301,-,51,19.0,"-1,620","6,373",24,9,1/193,-,15,1.0
2025-09-11,木,いいえ,"-3,323","5,110",13,5,1/284,-,58,13.0,"-6,934","7,710",12,11,1/335,-,19,4.0,"-1,289","8,703",35,10,1/193,-,84,2.0,+77,"6,535",28,10,1/172,-,20,1.0,+149,"4,283",16,12,1/153,-,14,2.0,"-1,802","6,264",20,14,1/184,-,82,24.0,"-3,257","3,750",5,9,1/268,-,34,8.0,-103,"3,942",15,12,1/146,-,82,24.0,-16,"4,771",20,10,1/159,-,26,6.0,"+1,719","2,040",15,1,1/128,-,12,-,"-4,057","4,943",8,10,1/275,-,45,11.0,"+3,950","4,517",28,15,1/105,-,15,1.0
2025-09-10,水,はい,-935,"6,623",25,12,1/179,-,36,15.0,+453,"9,081",42,14,1/162,-,6,-,"-2,373","4,785",13,8,1/228,-,83,13.0,"+1,440","6,239",30,16,1/136,-,19,1.0,"+2,431","6,716",35,12,1/143,-,19,1.0,"-4,689","6,945",16,12,1/248,-,70,6.0,-510,"5,014",20,7,1/186,-,18,2.0,"-4,338","6,551",15,10,1/262,-,64,21.0,-844,"4,039",16,7,1/176,-,21,2.0,"-1,125","5,298",19,8,1/196,-,16,1.0,+624,"5,884",29,3,1/184,-,43,7.0,"+1,222","2,790",15,8,1/121,-,15,9.0
2025-09-09,火,いいえ,"-1,710","4,845",17,6,1/211,-,18,4.0,"+1,873","4,816",26,8,1/142,-,6,-,"-2,441","5,386",14,13,1/199,-,51,15.0,"+2,943","2,791",22,3,1/112,-,22,3.0,"-3,661","5,462",12,10,1/248,-,36,3.0,"-3,416","5,352",14,6,1/268,-,61,3.0,"+1,910","5,630",32,6,1/148,-,19,1.0,"-3,202","5,861",18,7,1/234,-,33,11.0,"+6,213","2,832",29,10,1/73,-,14,8.0,"+1,068","3,015",16,6,1/137,-,14,8.0,"-3,521","4,649",8,9,1/273,-,58,7.0,+869,"6,974",32,16,1/145,-,18,4.0
2025-09-07,日,はい,+777,"6,271",28,17,1/139,-,20,2.0,"+4,591","2,976",26,10,1/83,-,6,-,-844,"5,368",19,10,1/185,-,28,3.0,"-1,573","4,589",15,8,1/200,-,40,12.0,+926,"5,765",25,14,1/148,-,25,3.0,"+1,010","3,572",17,9,1/137,-,21,1.0,"-3,525","6,197",17,10,1/230,-,22,1.0,+711,"4,884",22,8,1/163,-,18,4.0,"+1,095","4,150",20,11,1/134,-,14,8.0,+463,"5,129",25,7,1/160,-,25,3.0,"+4,454","5,083",35,12,1/108,-,42,2.0,"+1,506","3,874",21,8,1/134,-,18,4.0
2025-09-06,土,はい,"+1,977","4,859",27,8,1/139,-,34,2.0,"+4,245","4,601",33,8,1/112,-,16,7.0,-630,"8,847",33,20,1/167,-,22,4.0,"-4,795","6,570",13,11,1/274,-,37,3.0,"+2,923","3,897",24,11,1/111,-,25,3.0,"-1,875","7,590",27,10,1/205,-,38,1.0,+621,"4,522",23,4,1/167,-,9,-,"-2,284","7,551",26,10,1/210,-,32,7.0,"-2,366","7,991",22,25,1/170,-,45,7.0,"-1,547","6,522",22,11,1/198,-,25,3.0,+266,"6,158",26,13,1/158,-,46,1.0,"+3,060","5,017",30,11,1/122,-,18,2.0
2025-09-05,金,いいえ,"-3,738","3,958",4,9,1/304,-,51,5.0,-228,"3,552",13,10,1/154,-,22,1.0,"+4,384","4,149",31,9,1/104,-,23,1.0,"+4,100","5,718",35,13,1/119,-,32,9.0,+919,"5,415",28,4,1/169,-,32,9.0,-735,"3,735",13,8,1/178,-,43,11.0,-311,"4,177",16,9,1/167,-,17,-,-925,"6,445",23,15,1/170,-,21,1.0,+32,"3,549",16,5,1/169,-,21,1.0,-140,"6,699",25,20,1/149,-,20,3.0,"-2,445","4,899",13,8,1/233,-,64,13.0,"-3,284","7,439",20,14,1/219,-,46,3.0
2025-09-04,木,いいえ,+392,"3,949",14,14,1/141,-,42,2.0,+404,"9,481",41,19,1/158,-,25,6.0,"-1,873","6,679",20,16,1/186,-,65,14.0,-504,"4,205",17,7,1/175,-,47,5.0,-386,"5,190",21,10,1/167,-,71,6.0,"-2,021","5,896",20,9,1/203,-,40,12.0,"+3,532","5,431",33,11,1/123,-,18,4.0,"-2,158","5,040",15,8,1/219,-,19,1.0,"-1,438","7,226",29,10,1/185,-,28,3.0,+734,"3,778",18,8,1/145,-,14,-,"-2,202","4,120",11,8,1/217,-,51,4.0,"-1,998","3,921",10,8,1/218,-,19,1.0
2025-09-03,水,いいえ,"+1,085","2,474",15,4,1/130,-,58,10.0,"+3,391","8,322",45,19,1/130,-,25,4.0,"-1,971","2,333",4,3,1/333,-,41,2.0,"+4,238","3,289",28,4,1/103,-,39,9.0,"-2,786","5,426",16,6,1/247,-,68,10.0,-822,"3,142",10,7,1/185,-,21,2.0,"+1,539","6,026",29,13,1/143,-,19,3.0,"+3,669","8,266",45,19,1/129,-,14,2.0,-186,"2,936",12,5,1/173,-,16,2.0,+19,"2,462",11,4,1/164,-,30,5.0,"-5,549","5,657",9,5,1/404,-,48,7.0,"+1,046","3,244",17,6,1/141,-,12,-
2025-09-02,火,いいえ,+567,"6,768",27,20,1/144,-,58,17.0,"+2,457","4,527",28,8,1/126,-,36,5.0,"+1,258","4,156",20,11,1/134,-,31,3.0,-446,"5,699",22,15,1/154,-,74,16.0,"-1,919","2,583",6,2,1/323,-,28,9.0,+239,"2,809",12,7,1/148,-,17,1.0,"-2,323","7,859",25,13,1/207,-,41,5.0,"+1,697","3,152",15,13,1/113,-,14,-,+284,"3,131",14,5,1/165,-,18,1.0,"-1,014","2,200",7,1,1/275,-,31,3.0,"-2,345","4,687",12,10,1/213,-,16,2.0,-280,"5,229",20,13,1/158,-,19,1.0
2025-09-01,月,いいえ,"-2,722","7,588",25,10,1/217,-,90,3.0,-422,"1,499",5,2,1/214,-,87,5.0,+909,"3,820",18,8,1/147,-,53,20.0,-752,"3,758",14,6,1/188,-,82,29.0,"-1,549","2,573",5,7,1/214,-,14,8.0,"+5,395","3,886",33,8,1/95,-,19,2.0,"+1,309","2,740",15,6,1/130,-,33,11.0,+315,"1,056",5,3,1/132,-,19,2.0,"+3,975","6,878",41,17,1/119,-,22,3.0,-325,451,1,2,1/150,-,17,3.0,+41,"2,913",12,6,1/162,-,6,-,"+1,678","5,154",26,11,1/139,-,22,3.0
2025-08-31,日,はい,"-2,230","6,830",23,12,1/195,-,80,18.0,"-3,576","6,994",21,9,1/233,-,62,11.0,"-1,425","4,389",13,11,1/183,-,84,4.0,"-3,616","5,171",12,7,1/272,-,46,11.0,"+1,268","8,279",38,18,1/148,-,14,6.0,+728,"3,482",19,4,1/151,-,25,5.0,+673,"5,407",24,11,1/154,-,51,5.0,-168,"3,765",15,7,1/171,-,20,4.0,"-5,309","5,782",8,8,1/361,-,46,11.0,"+2,197","4,977",26,14,1/124,-,16,2.0,"+3,304","4,432",25,18,1/103,-,8,-,+707,"3,925",19,8,1/145,-,35,10.0
2025-08-30,土,はい,-325,"5,197",22,8,1/173,-,66,7.0,"-1,596","6,113",21,10,1/197,-,59,4.0,"-2,261","6,907",21,15,1/192,-,71,5.0,"-1,943","5,172",14,12,1/199,-,41,9.0,"+1,892","8,035",40,13,1/152,-,20,1.0,"-5,884","8,059",18,9,1/298,-,48,1.0,"-1,644","9,605",38,15,1/181,-,47,6.0,"+4,237","8,727",50,20,1/125,-,14,-,"+2,144","5,068",27,12,1/130,-,19,5.0,"-2,496","7,062",24,7,1/228,-,19,5.0,+290,"5,929",22,20,1/141,-,32,12.0,"-2,398","5,120",16,6,1/233,-,55,7.0
2025-08-29,金,いいえ,"-1,298","3,664",10,7,1/216,-,60,6.0,"-2,204","4,169",11,7,1/232,-,54,10.0,"-1,923","6,214",17,18,1/178,-,65,2.0,-775,"2,991",10,6,1/187,-,33,2.0,-296,"1,979",8,3,1/180,-,63,3.0,-486,"3,589",13,7,1/179,-,15,1.0,"-1,097","7,468",29,14,1/174,-,31,2.0,"-2,603","2,720",4,3,1/389,-,42,4.0,+160,"1,796",9,1,1/180,-,38,5.0,+903,"4,194",19,11,1/140,-,14,-,+710,"3,204",17,2,1/169,-,29,14.0,+977,"2,722",13,6,1/143,-,44,2.0
2025-08-28,木,いいえ,"-5,509","4,679",5,4,1/520,-,58,8.0,+276,559,3,1,1/140,-,44,5.0,+875,"2,640",13,7,1/132,-,63,5.0,"+1,175","2,109",12,5,1/124,-,25,8.0,-787,"2,490",7,8,1/166,-,58,8.0,"+2,104","2,221",15,8,1/97,-,14,-,+546,"2,677",12,8,1/134,-,17,1.0,-560,"3,289",12,6,1/183,-,44,5.0,+151,"5,113",21,8,1/176,-,50,6.0,"-1,702","4,783",14,11,1/191,-,16,2.0,"-1,971","2,853",6,6,1/238,-,50,6.0,-10,"2,153",8,7,1/144,-,39,14.0
2025-08-27,水,いいえ,"+1,825","4,615",25,11,1/128,-,23,9.0,+326,"2,041",11,2,1/157,-,54,3.0,-223,"4,405",15,15,1/147,-,62,8.0,"+2,006","6,709",34,16,1/134,-,42,17.0,+765,"4,584",21,11,1/143,-,43,1.0,"+3,686","4,756",33,8,1/116,-,14,2.0,"-1,614","6,078",21,10,1/196,-,64,2.0,+944,"3,419",18,5,1/149,-,43,1.0,"-2,156","5,711",18,9,1/212,-,51,3.0,+958,"2,754",16,3,1/145,-,12,-,"+1,095","4,833",24,11,1/138,-,48,5.0,"-1,009","3,563",14,3,1/210,-,25,2.0
2025-08-26,火,いいえ,-492,"4,986",18,11,1/172,-,44,2.0,-240,"1,957",6,7,1/151,-,65,3.0,-546,"2,635",10,3,1/203,-,51,7.0,"-2,959","6,851",23,7,1/228,-,62,2.0,"+1,525","6,524",33,11,1/148,-,52,1.0,-855,"3,100",11,4,1/207,-,42,1.0,-987,"2,242",7,4,1/204,-,41,9.0,-717,766,2,1,1/255,-,44,2.0,-722,"4,165",15,9,1/174,-,32,18.0,"+1,416","1,374",9,5,1/98,-,11,-,+455,"3,346",15,6,1/159,-,60,8.0,"-1,374","2,609",7,4,1/237,-,14,3.0
2025-08-25,月,いいえ,"+2,027","4,472",21,18,1/115,-,46,8.0,+415,"1,295",6,3,1/144,-,64,5.0,"-2,046","4,771",13,12,1/191,-,49,3.0,"+1,563","5,845",27,18,1/130,-,59,5.0,"-2,184","6,580",17,18,1/188,-,80,14.0,-982,"2,387",7,3,1/239,-,54,5.0,-558,"1,819",6,3,1/202,-,21,2.0,"+2,033","1,991",15,3,1/111,-,38,17.0,+44,"3,855",17,6,1/168,-,9,-,-240,"1,736",8,0,1/217,-,18,9.0,-297,"1,581",7,1,1/198,-,66,2.0,+67,"3,551",17,2,1/187,-,19,1.0
2025-08-24,日,はい,"-1,029","4,457",17,5,1/203,-,79,23.0,"-2,993","6,500",18,12,1/217,-,94,6.0,"-1,137","5,866",21,13,1/173,-,29,13.0,"-2,381","4,037",8,12,1/202,-,88,9.0,"-1,597","5,875",20,10,1/196,-,44,2.0,-12,"4,426",18,10,1/158,-,56,4.0,"+3,272","3,853",27,6,1/117,-,16,2.0,"+2,027","6,791",35,14,1/139,-,42,13.0,"-1,198","1,921",5,2,1/274,-,16,2.0,"+2,474","6,652",33,17,1/133,-,14,-,"-3,414","5,780",15,8,1/251,-,52,8.0,"-1,196","3,986",14,7,1/190,-,29,13.0
2025-08-23,土,はい,"-2,111","6,432",18,18,1/179,-,67,10.0,"-1,438","4,955",19,4,1/215,-,74,7.0,-263,"6,186",26,9,1/177,-,29,3.0,-670,"5,990",23,10,1/182,-,78,4.0,"-3,840","4,206",7,6,1/324,-,31,2.0,+374,"5,430",22,17,1/139,-,56,25.0,-313,"4,843",18,10,1/173,-,24,5.0,"-4,446","7,229",17,14,1/233,-,57,1.0,+100,"3,737",16,7,1/162,-,19,-,"-1,548","5,476",15,17,1/171,-,26,2.0,+936,"2,954",15,7,1/134,-,29,3.0,-189,"5,027",20,10,1/168,-,26,2.0
2025-08-22,金,いいえ,"-2,880","6,503",19,12,1/210,-,62,4.0,-997,"1,377",2,5,1/197,-,35,2.0,"-3,230","4,123",9,4,1/317,-,25,2.0,-343,"4,273",15,12,1/158,-,46,7.0,"-1,921","3,007",6,6,1/251,-,11,-,-329,"3,532",14,6,1/177,-,47,1.0,+709,"4,982",23,11,1/147,-,23,12.0,"-5,218","6,643",14,6,1/332,-,51,4.0,"-1,384","2,680",7,5,1/223,-,35,2.0,+372,"1,382",7,2,1/154,-,39,4.0,"-4,056","7,192",14,21,1/205,-,58,7.0,"+2,527","3,507",20,13,1/106,-,33,8.0
2025-08-21,木,いいえ,"+2,551","6,672",32,20,1/128,-,58,6.0,-67,"1,541",6,3,1/171,-,34,2.0,"+4,450","3,579",26,13,1/92,-,16,8.0,-466,"2,312",9,3,1/193,-,32,12.0,"+2,052","1,804",14,4,1/100,-,8,-,"+2,151","2,421",16,8,1/101,-,46,5.0,"-3,950","4,620",7,10,1/272,-,41,7.0,"-2,367","3,046",7,2,1/338,-,34,2.0,+819,"1,678",8,8,1/105,-,20,4.0,-461,837,3,3,1/140,-,58,6.0,"-2,061","3,719",7,10,1/219,-,52,4.0,"+1,281","3,254",18,5,1/141,-,48,2.0
2025-08-20,水,はい,"-1,637","4,722",16,5,1/225,-,87,3.0,-319,"7,033",30,11,1/172,-,40,8.0,"+2,685","6,876",36,15,1/135,-,41,1.0,-722,"4,686",17,9,1/180,-,29,5.0,-655,"3,738",13,8,1/178,-,18,4.0,"-2,229","4,244",10,9,1/223,-,84,26.0,-105,"3,453",13,7,1/173,-,20,2.0,"+2,243","5,314",29,10,1/136,-,14,-,+102,925,3,4,1/132,-,32,3.0,"+1,484","8,288",40,14,1/153,-,58,17.0,-204,"4,671",19,10,1/161,-,24,4.0,"+1,135","4,115",23,4,1/152,-,58,17.0
