日付,曜日,特定日,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,,1103番台,,,,,,,,1105番台,,,,,,,,1106番台,,,,,,,,1107番台,,,,,,,,1108番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2026-03-11,水,いいえ,"-1,300","3,625",0,6,1/604,-,58,12.0,"-1,734","3,380",0,8,1/423,-,45,7.0,-806,774,0,2,1/387,-,22,4.0,"+2,079","3,437",0,8,1/430,-,14,8.0,"-1,429","9,190",0,22,1/418,-,87,5.0,-136,"6,423",0,14,1/459,-,82,24.0,+767,"8,457",0,22,1/384,-,46,1.0,"-1,599","1,136",0,1,1/1136,-,38,3.0,"-5,349","9,180",0,19,1/483,-,58,12.0,"-1,671","9,288",0,21,1/442,-,94,7.0,+393,"4,578",0,8,1/572,-,32,7.0,"+3,414","5,006",0,11,1/455,-,18,4.0,"+1,343","2,382",0,4,1/596,-,6,-,"+12,279","9,291",0,18,1/516,-,35,3.0,-156,"4,735",0,12,1/395,-,45,7.0,"-1,125",883,0,2,1/442,-,25,2.0,"-3,019","6,968",0,17,1/410,-,23,1.0
2026-03-10,火,はい,"-3,491","6,361",0,14,1/454,-,26,1.0,"-2,258","6,271",0,15,1/418,-,31,1.0,"+1,187","8,886",0,26,1/342,-,16,3.0,+308,"7,796",0,20,1/390,-,19,3.0,"-1,548","9,107",0,20,1/455,-,87,34.0,"-2,678","7,213",0,17,1/424,-,34,3.0,"-2,823","3,867",0,7,1/552,-,49,8.0,"+8,533","9,586",0,19,1/505,-,37,3.0,+652,"9,223",0,24,1/384,-,41,4.0,"-2,650","8,294",0,19,1/437,-,94,7.0,-561,"8,046",0,20,1/402,-,53,1.0,"-1,478","7,590",0,20,1/380,-,25,4.0,-606,"6,858",0,13,1/528,-,21,2.0,"-1,215","7,085",0,16,1/443,-,87,34.0,"+2,590","8,344",0,23,1/363,-,52,3.0,"+3,958","7,132",0,12,1/594,-,30,4.0,"+1,533","8,553",0,18,1/475,-,13,-
2026-03-09,月,いいえ,"+3,922","6,294",0,11,1/572,-,19,3.0,"-2,537","3,764",0,10,1/376,-,25,1.0,"-1,111","2,379",0,6,1/397,-,24,2.0,+203,"4,319",0,14,1/309,-,29,4.0,-766,"3,209",0,6,1/535,-,77,3.0,"-1,945","6,867",0,15,1/458,-,31,2.0,"-2,815","3,763",0,5,1/753,-,22,3.0,"-1,015","6,588",0,15,1/439,-,89,2.0,"-2,232","8,753",0,18,1/486,-,74,25.0,"-1,266","3,068",0,6,1/511,-,49,1.0,-524,"5,254",0,12,1/438,-,48,4.0,"+6,883","6,571",0,15,1/438,-,22,3.0,"+1,208","8,319",0,14,1/594,-,16,-,"-1,195","5,219",0,11,1/474,-,87,10.0,"-1,266","1,796",0,4,1/449,-,44,13.0,+675,"4,015",0,11,1/365,-,31,2.0,"+2,655","7,114",0,17,1/418,-,22,3.0
2026-03-08,日,はい,"-3,227","6,514",0,14,1/465,-,34,12.0,"+2,727","6,582",0,13,1/506,-,19,-,"-1,305","1,140",0,2,1/570,-,22,2.0,"+10,528","9,490",0,22,1/431,-,35,1.0,-774,"8,402",0,22,1/382,-,84,23.0,"-4,473","7,008",0,11,1/637,-,22,2.0,+58,"6,632",0,17,1/390,-,20,1.0,"-2,837","3,723",0,7,1/532,-,54,3.0,"-2,886","7,459",0,16,1/466,-,61,2.0,"-2,225","8,958",0,21,1/427,-,51,2.0,"-4,023","7,146",0,16,1/447,-,43,2.0,"-1,157","6,212",0,13,1/478,-,51,2.0,"+3,468","5,702",0,11,1/518,-,19,-,-940,"9,310",0,22,1/423,-,54,3.0,"+2,682","8,875",0,19,1/467,-,41,6.0,"-2,939","4,196",0,9,1/466,-,59,5.0,"-2,278","7,106",0,20,1/355,-,49,6.0
2026-03-07,土,はい,"-1,421","6,447",0,13,1/496,-,31,3.0,"-2,344","7,444",0,14,1/532,-,31,3.0,"+10,873","8,539",0,16,1/534,-,19,1.0,"-2,115","10,088",0,25,1/404,-,88,5.0,"-3,375","6,255",0,12,1/521,-,83,30.0,"+2,269","8,757",0,19,1/461,-,18,-,"-4,759","7,235",0,14,1/517,-,25,2.0,"-2,024","8,265",0,16,1/517,-,40,9.0,"-5,513","7,164",0,14,1/512,-,28,3.0,"-1,643","6,699",0,15,1/447,-,31,3.0,"-4,868","7,033",0,11,1/639,-,41,1.0,"-3,019","7,774",0,14,1/555,-,25,2.0,"+1,561","8,232",0,21,1/392,-,23,4.0,-603,"7,602",0,18,1/422,-,53,12.0,"-2,414","10,296",0,23,1/448,-,83,30.0,-984,"6,548",0,12,1/546,-,25,2.0,"+1,502","9,930",0,30,1/331,-,41,1.0
2026-03-06,金,いいえ,"-2,205","5,239",0,11,1/476,-,22,3.0,"-2,069","6,840",0,16,1/428,-,25,1.0,+148,"5,466",0,10,1/547,-,46,3.0,-379,"6,644",0,14,1/475,-,84,8.0,-154,"8,664",0,21,1/413,-,75,12.0,"+1,031","4,999",0,11,1/454,-,22,3.0,"+2,975","6,680",0,10,1/668,-,19,5.0,"-1,177","3,544",0,9,1/394,-,33,8.0,"+4,881","9,063",0,22,1/412,-,23,1.0,-633,"6,800",0,19,1/358,-,24,1.0,"-2,134","5,189",0,9,1/577,-,35,2.0,"+1,417","6,553",0,13,1/504,-,14,-,"+1,239","7,288",0,17,1/429,-,43,8.0,"-4,119","5,516",0,8,1/690,-,52,6.0,"-1,549","8,702",0,24,1/363,-,76,1.0,"+3,975","9,781",0,29,1/337,-,25,1.0,"-1,784","6,009",0,12,1/501,-,63,11.0
2026-03-05,木,いいえ,"+2,048","5,544",0,13,1/426,-,15,1.0,"+6,501","8,649",0,22,1/393,-,23,1.0,"-2,038","6,413",0,14,1/458,-,58,5.0,-869,"9,689",0,26,1/373,-,83,22.0,"-2,581","6,269",0,12,1/522,-,61,1.0,"-1,792","2,344",0,4,1/586,-,34,5.0,"-3,465","3,927",0,7,1/561,-,22,4.0,-466,"6,714",0,10,1/671,-,29,6.0,-828,"8,743",0,21,1/416,-,60,1.0,+48,"3,541",0,8,1/443,-,18,3.0,"+18,241","6,480",0,3,1/2160,-,22,4.0,"+2,942","5,917",0,13,1/455,-,14,-,"-1,121","4,506",0,8,1/563,-,48,3.0,"-1,848","6,821",0,9,1/758,-,45,11.0,"-4,264","7,797",0,16,1/487,-,53,5.0,"-3,839","7,318",0,18,1/407,-,59,1.0,+445,"9,379",0,23,1/408,-,61,1.0
2026-03-04,水,いいえ,"+4,286","7,610",0,15,1/507,-,19,-,+238,"7,925",0,16,1/495,-,56,2.0,+149,"8,367",0,19,1/440,-,56,2.0,"-1,097","8,618",0,18,1/479,-,91,32.0,"-1,336","5,512",0,10,1/551,-,54,7.0,"+9,888","7,605",0,13,1/585,-,32,7.0,"+4,418","8,351",0,18,1/464,-,19,-,"-2,676","5,431",0,10,1/543,-,25,1.0,+220,"8,752",0,18,1/486,-,59,3.0,-484,"3,758",0,7,1/537,-,24,5.0,-231,"8,546",0,19,1/450,-,56,2.0,"-3,140","8,107",0,13,1/624,-,34,2.0,"-5,386","5,831",0,8,1/729,-,37,3.0,"-2,226","8,485",0,20,1/424,-,44,7.0,"-2,228","4,611",0,7,1/659,-,47,3.0,"-3,256","6,985",0,13,1/537,-,25,1.0,+289,"9,399",0,25,1/376,-,56,2.0
2026-03-03,火,いいえ,"+16,885","6,672",0,9,1/741,-,19,-,"-2,068","5,689",0,10,1/569,-,61,5.0,"+3,150","7,821",0,23,1/340,-,52,9.0,-434,"8,988",0,17,1/529,-,43,2.0,"+4,876","9,950",0,27,1/369,-,33,3.0,-887,"5,786",0,13,1/445,-,56,1.0,"+10,591","9,402",0,16,1/588,-,19,-,"+2,832","5,224",0,11,1/475,-,22,3.0,"-1,971","9,580",0,20,1/479,-,69,8.0,"+6,219","3,588",0,6,1/598,-,22,3.0,"+1,259","9,756",0,28,1/348,-,55,3.0,-627,"9,620",0,26,1/370,-,30,8.0,"+9,257","8,273",0,16,1/517,-,22,3.0,"-1,349","5,831",0,10,1/583,-,34,1.0,"+5,774","8,523",0,18,1/474,-,41,7.0,"+4,069","3,431",0,6,1/572,-,22,3.0,"-2,516","9,226",0,18,1/513,-,88,19.0
2026-03-01,日,はい,"-2,275","8,887",0,16,1/555,-,34,2.0,"+3,798","8,900",0,23,1/387,-,58,3.0,"-2,966","8,664",0,20,1/433,-,94,11.0,"-1,338","7,829",0,17,1/461,-,42,7.0,"-2,970","7,660",0,18,1/426,-,77,13.0,"+3,745","9,935",0,22,1/452,-,49,6.0,"-6,821","8,119",0,12,1/677,-,49,6.0,"+5,237","8,341",0,22,1/379,-,23,2.0,-256,"8,488",0,18,1/472,-,62,4.0,"-3,669","9,135",0,18,1/508,-,55,6.0,"-5,680","8,167",0,13,1/628,-,64,2.0,-119,"6,712",0,15,1/447,-,21,-,"-5,096","7,875",0,15,1/525,-,43,1.0,"+14,785","6,502",0,8,1/813,-,32,9.0,"-1,262","7,725",0,19,1/407,-,79,2.0,"-4,898","7,208",0,11,1/655,-,35,1.0,"-1,712","9,348",0,24,1/390,-,83,4.0
2026-02-28,土,はい,"-3,167","5,911",0,15,1/394,-,21,2.0,"-2,440","7,221",0,14,1/516,-,88,12.0,"-3,139","8,190",0,20,1/410,-,92,1.0,-744,"6,925",0,13,1/533,-,21,2.0,"-2,631","6,522",0,15,1/435,-,51,1.0,"-2,562","5,713",0,15,1/381,-,88,12.0,"-2,014","6,043",0,14,1/432,-,28,7.0,"+7,418","8,319",0,17,1/489,-,50,12.0,"+1,469","8,840",0,23,1/384,-,61,10.0,"+3,154","6,954",0,20,1/348,-,31,3.0,-770,"7,283",0,16,1/455,-,28,7.0,"+4,004","6,827",0,14,1/488,-,19,-,-701,"6,486",0,13,1/499,-,38,6.0,-857,"7,037",0,15,1/469,-,91,3.0,"-3,227","7,364",0,19,1/388,-,67,6.0,"+4,560","8,965",0,24,1/374,-,32,1.0,-993,"7,495",0,18,1/416,-,76,9.0
2026-02-27,金,いいえ,"+4,836","7,298",0,16,1/456,-,19,-,"-2,256","7,008",0,15,1/467,-,55,3.0,"-2,822","9,417",0,27,1/349,-,85,22.0,+54,"5,050",0,9,1/561,-,23,1.0,"-2,039","7,665",0,18,1/426,-,45,20.0,"-1,262","8,473",0,17,1/498,-,87,2.0,"+1,956","5,898",0,13,1/454,-,25,2.0,"-4,085","7,676",0,17,1/452,-,91,3.0,"-3,644","6,535",0,16,1/408,-,88,1.0,"-1,386","7,652",0,17,1/450,-,63,8.0,"-3,145","4,839",0,8,1/605,-,25,2.0,"+2,951","7,616",0,13,1/586,-,22,3.0,"-2,303","2,904",0,4,1/726,-,22,3.0,"-2,293","8,424",0,15,1/562,-,85,22.0,"-3,227","3,471",0,5,1/694,-,55,3.0,"-2,276","5,408",0,11,1/492,-,52,1.0,"-3,732","6,551",0,12,1/546,-,51,6.0
2026-02-26,木,いいえ,"+1,328","6,687",0,11,1/608,-,25,3.0,"-4,691","6,824",0,12,1/569,-,51,1.0,-557,"4,219",0,10,1/422,-,71,7.0,-437,"3,944",0,5,1/789,-,29,4.0,+389,"7,711",0,17,1/454,-,41,12.0,-368,"5,917",0,18,1/329,-,61,10.0,"+6,072","9,563",0,22,1/435,-,50,4.0,"-3,440","5,853",0,13,1/450,-,72,1.0,"-2,610","5,859",0,8,1/732,-,88,16.0,+461,"8,243",0,21,1/393,-,61,10.0,"+2,355","4,053",0,8,1/507,-,22,1.0,"+1,737","4,831",0,11,1/439,-,42,1.0,"+3,222","7,569",0,15,1/505,-,21,-,"-2,437","4,680",0,8,1/585,-,64,3.0,"+3,835","8,712",0,18,1/484,-,46,2.0,-513,"2,594",0,4,1/649,-,44,2.0,"-2,656","4,692",0,10,1/469,-,44,2.0
2026-02-25,水,いいえ,"-1,925","4,471",0,8,1/559,-,54,2.0,-78,"6,449",0,11,1/586,-,46,9.0,-334,"8,264",0,18,1/459,-,65,1.0,"-2,515","4,779",0,11,1/434,-,24,2.0,"-4,374","7,387",0,17,1/435,-,28,3.0,"-2,722","3,689",0,6,1/615,-,62,8.0,"-5,310","6,599",0,14,1/471,-,63,1.0,"-4,855","6,673",0,14,1/477,-,51,5.0,"-2,934","5,591",0,12,1/466,-,94,9.0,"-1,424","10,027",0,25,1/401,-,85,20.0,"-1,157","3,508",0,5,1/702,-,31,3.0,"-3,792","9,052",0,27,1/335,-,64,1.0,-202,"8,739",0,18,1/486,-,33,2.0,"-3,789","5,992",0,12,1/499,-,25,1.0,"-4,057","4,507",0,8,1/563,-,52,1.0,"+6,361","6,752",0,10,1/675,-,37,4.0,"+3,333","7,844",0,14,1/560,-,22,-
2026-02-24,火,いいえ,+263,"5,712",0,15,1/381,-,23,2.0,-970,"6,046",0,12,1/504,-,42,8.0,+305,"5,240",0,15,1/349,-,64,4.0,"+3,649","8,322",0,20,1/416,-,14,-,"+2,775","2,084",0,4,1/521,-,19,5.0,"-1,163","2,364",0,4,1/591,-,49,1.0,"+1,984","9,318",0,21,1/444,-,60,9.0,"-1,243","2,775",0,5,1/555,-,34,2.0,"-2,293","5,024",0,10,1/502,-,51,2.0,"-2,555","5,632",0,10,1/563,-,67,3.0,-686,"2,848",0,5,1/570,-,21,2.0,"-3,731","5,861",0,8,1/733,-,48,6.0,"+11,474","7,783",0,14,1/556,-,32,9.0,+43,"3,938",0,7,1/563,-,23,2.0,"-1,178","4,991",0,8,1/624,-,42,8.0,"-1,091","5,696",0,15,1/380,-,87,20.0,"-2,203","3,145",0,4,1/786,-,49,1.0
2026-02-23,月,いいえ,-291,"2,969",0,7,1/424,-,41,2.0,-881,"6,152",0,11,1/559,-,39,1.0,"-3,666","7,268",0,15,1/485,-,88,26.0,-510,"6,910",0,16,1/432,-,24,3.0,"-1,790","4,118",0,8,1/515,-,27,3.0,-156,"2,827",0,6,1/471,-,32,5.0,"-2,680","8,011",0,22,1/364,-,89,1.0,+691,"2,970",0,6,1/495,-,21,2.0,-771,"5,830",0,12,1/486,-,56,1.0,-927,974,0,2,1/487,-,53,6.0,"+5,560","4,010",0,6,1/668,-,19,-,"+6,796","8,010",0,17,1/471,-,47,1.0,-527,"3,393",0,8,1/424,-,62,6.0,-66,"3,175",0,7,1/454,-,41,2.0,"-1,076","4,951",0,11,1/450,-,38,6.0,"-2,880","4,461",0,9,1/496,-,55,2.0,+290,"5,832",0,14,1/417,-,46,5.0
2026-02-22,日,はい,"+4,196","9,888",0,20,1/494,-,44,4.0,"-1,879","8,289",0,19,1/436,-,34,2.0,"-1,455","8,659",0,19,1/456,-,93,2.0,"+3,254","5,614",0,11,1/510,-,18,-,"+2,104","6,450",0,12,1/538,-,23,4.0,"-3,962","4,462",0,7,1/637,-,31,8.0,"-1,758","6,017",0,12,1/501,-,88,27.0,"-1,740","8,376",0,22,1/381,-,38,4.0,"-2,747","3,413",0,7,1/488,-,34,2.0,+35,"7,136",0,12,1/595,-,31,8.0,"+4,851","7,959",0,14,1/569,-,19,1.0,-399,"7,472",0,16,1/467,-,91,3.0,"-1,936","5,346",0,10,1/535,-,61,3.0,"-1,939","7,515",0,15,1/501,-,40,2.0,"-1,073","5,420",0,13,1/417,-,32,1.0,"-1,386","4,544",0,9,1/505,-,54,10.0,"-5,140","7,087",0,14,1/506,-,58,4.0
2026-02-21,土,はい,"-4,126","7,588",0,14,1/542,-,80,12.0,"+13,946","8,100",0,12,1/675,-,32,1.0,"-1,285","7,722",0,15,1/515,-,51,9.0,"-2,579","4,254",0,9,1/473,-,21,-,"-3,486","4,832",0,9,1/537,-,51,9.0,"-2,133","1,895",0,3,1/632,-,25,4.0,"-1,690","7,437",0,18,1/413,-,86,6.0,"-1,738","6,683",0,10,1/668,-,32,1.0,"-4,543","6,825",0,16,1/427,-,28,3.0,"-1,103","6,020",0,12,1/502,-,68,10.0,"-3,439","5,043",0,7,1/720,-,31,3.0,"-1,849","8,607",0,18,1/478,-,91,5.0,"+4,409","9,045",0,25,1/362,-,58,6.0,"-2,466","5,576",0,13,1/429,-,25,4.0,+43,"5,545",0,14,1/396,-,32,1.0,"-1,155","6,761",0,13,1/520,-,52,1.0,"+2,883","6,249",0,11,1/568,-,42,10.0
2026-02-20,金,はい,-980,"7,412",0,13,1/570,-,39,2.0,"+5,655","7,335",0,14,1/524,-,32,7.0,"-2,522","5,683",0,11,1/517,-,50,5.0,"+5,648","8,821",0,22,1/401,-,18,2.0,-873,"4,142",0,9,1/460,-,22,4.0,"+8,162","7,067",0,13,1/544,-,22,4.0,"-3,458","5,754",0,14,1/411,-,80,15.0,"+6,457","7,484",0,13,1/576,-,16,-,"-1,076","3,584",0,10,1/358,-,22,4.0,"-2,798","8,562",0,17,1/504,-,65,3.0,"-3,081","6,982",0,15,1/465,-,25,3.0,"-2,468","7,039",0,17,1/414,-,86,6.0,"-2,867","8,351",0,17,1/491,-,86,6.0,"+3,484","7,828",0,15,1/522,-,22,4.0,-652,"5,402",0,13,1/416,-,37,5.0,"-1,636","7,894",0,20,1/395,-,45,6.0,"-1,758","8,594",0,19,1/452,-,62,12.0
2026-02-19,木,いいえ,"-3,056","6,635",0,14,1/474,-,35,2.0,"-1,868","4,355",0,11,1/396,-,88,5.0,"-1,862","3,947",0,7,1/564,-,33,1.0,-159,"5,604",0,12,1/467,-,24,2.0,"+3,749","4,246",0,7,1/607,-,16,-,-516,527,0,1,1/527,-,24,2.0,-880,"2,538",0,5,1/508,-,66,6.0,-864,"7,992",0,20,1/400,-,38,1.0,+623,"1,979",0,4,1/495,-,20,4.0,-75,"3,770",0,9,1/419,-,46,7.0,"+1,983","3,791",0,6,1/632,-,22,2.0,"-1,563","1,851",0,2,1/926,-,58,12.0,"-2,849","3,645",0,5,1/729,-,83,17.0,"+11,327","8,405",0,13,1/647,-,32,8.0,"+6,928","8,105",0,16,1/507,-,37,2.0,-34,"2,667",0,8,1/333,-,39,1.0,+662,"4,687",0,10,1/469,-,60,2.0
2026-02-18,水,いいえ,"+5,480","4,923",0,7,1/703,-,32,1.0,"-1,478","7,892",0,16,1/493,-,49,15.0,"-2,749","7,200",0,19,1/379,-,31,5.0,"+1,774","6,435",0,16,1/402,-,19,-,"+1,572","8,591",0,21,1/409,-,21,2.0,"+1,174","4,414",0,11,1/401,-,22,1.0,-585,"8,966",0,20,1/448,-,60,9.0,-964,"6,367",0,13,1/490,-,21,2.0,"+11,036","6,612",0,5,1/1322,-,19,-,"+1,273","6,947",0,17,1/409,-,34,2.0,"+3,680","5,088",0,9,1/565,-,32,1.0,-303,"6,028",0,13,1/464,-,26,4.0,"-2,168","6,839",0,13,1/526,-,74,14.0,"-4,268","7,829",0,20,1/391,-,81,7.0,"-2,085","8,405",0,21,1/400,-,91,10.0,"-1,015","3,987",0,7,1/570,-,34,2.0,"-2,440","4,111",0,9,1/457,-,51,2.0
2026-02-17,火,いいえ,"-3,937","5,962",0,12,1/497,-,43,1.0,"-1,433","4,569",0,5,1/914,-,50,7.0,"-2,640","6,330",0,13,1/487,-,25,3.0,"-3,052","8,714",0,18,1/484,-,22,8.0,"-3,256","7,597",0,18,1/422,-,52,2.0,"+12,029","8,989",0,16,1/562,-,39,14.0,"+2,216","6,855",0,15,1/457,-,59,1.0,"+1,961","4,036",0,8,1/505,-,14,-,"-5,102","6,715",0,11,1/610,-,22,8.0,"-1,263","7,051",0,9,1/783,-,58,2.0,"-2,202","2,967",0,4,1/742,-,56,4.0,"-5,105","7,779",0,13,1/598,-,22,8.0,"-1,252","1,546",0,2,1/773,-,42,3.0,"-2,345","7,451",0,14,1/532,-,67,8.0,-573,"9,075",0,20,1/454,-,89,22.0,"+13,148","7,598",0,9,1/844,-,22,8.0,"-2,643","4,994",0,10,1/499,-,50,7.0
2026-02-16,月,いいえ,"-2,304","3,916",0,7,1/559,-,41,2.0,-925,"4,649",0,8,1/581,-,58,2.0,+606,"5,742",0,11,1/522,-,23,4.0,"+1,578","9,151",0,24,1/381,-,11,-,-639,740,0,1,1/740,-,48,4.0,"-2,041","8,585",0,19,1/452,-,85,27.0,-536,"4,184",0,10,1/418,-,88,3.0,-238,"3,101",0,8,1/388,-,29,6.0,"+5,039","6,412",0,13,1/493,-,19,1.0,"+1,556","3,473",0,6,1/579,-,56,8.0,"+10,668","9,056",0,21,1/431,-,39,5.0,"+1,291",904,0,2,1/452,-,18,7.0,"-3,169","3,165",0,6,1/528,-,29,6.0,-10,"2,962",0,6,1/494,-,41,2.0,"-1,053","4,302",0,8,1/538,-,88,3.0,"-2,539","4,098",0,9,1/455,-,34,5.0,"-2,984","4,241",0,7,1/606,-,44,3.0
2026-02-15,日,はい,"-5,347","4,545",0,7,1/649,-,25,1.0,"-3,052","5,658",0,10,1/566,-,47,7.0,"+12,849","9,010",0,17,1/530,-,22,4.0,"+5,789","5,230",0,8,1/654,-,18,-,-498,"7,294",0,16,1/456,-,24,1.0,"-2,249","4,069",0,6,1/678,-,72,25.0,-523,"6,846",0,19,1/360,-,81,3.0,"-1,375","4,355",0,7,1/622,-,22,4.0,+310,"7,580",0,15,1/505,-,24,1.0,"-2,211","6,913",0,15,1/461,-,85,4.0,"-4,650","6,588",0,12,1/549,-,89,4.0,"-1,966","8,657",0,17,1/509,-,25,1.0,"-1,575","5,787",0,12,1/482,-,23,1.0,"+2,449","9,016",0,19,1/475,-,39,11.0,"-2,381","3,647",0,6,1/608,-,78,6.0,"-1,369","7,983",0,17,1/470,-,28,3.0,+961,"7,776",0,17,1/457,-,40,1.0
2026-02-14,土,はい,"+10,951","7,788",0,10,1/779,-,22,3.0,"+2,337","5,489",0,10,1/549,-,22,3.0,"-3,729","5,941",0,12,1/495,-,35,9.0,"-1,939","5,566",0,14,1/398,-,26,3.0,"+3,150","9,371",0,21,1/446,-,23,1.0,"-2,297","5,129",0,10,1/513,-,66,1.0,"-2,551","5,306",0,9,1/590,-,84,1.0,"+6,653","5,996",0,10,1/600,-,19,-,"-1,849","7,661",0,16,1/479,-,48,6.0,"-1,988","7,386",0,18,1/410,-,72,6.0,"-3,314","6,471",0,12,1/539,-,88,4.0,+165,"7,527",0,19,1/396,-,23,1.0,"+6,200","4,237",0,7,1/605,-,22,3.0,"-3,044","8,110",0,16,1/507,-,83,11.0,-909,"7,536",0,18,1/419,-,65,17.0,"-2,343","2,586",0,4,1/647,-,22,3.0,"-1,784","5,411",0,9,1/601,-,42,7.0
2026-02-13,金,いいえ,"-1,737","8,831",0,24,1/368,-,31,6.0,"-2,211","5,260",0,13,1/405,-,35,1.0,"+10,098","9,004",0,17,1/530,-,32,1.0,"-1,357","4,346",0,8,1/543,-,13,-,"+1,503","9,407",0,25,1/376,-,55,16.0,+0,"8,352",0,17,1/491,-,61,6.0,"-4,019","7,335",0,14,1/524,-,74,13.0,"-1,810","2,881",0,6,1/480,-,25,5.0,"-3,462","5,756",0,10,1/576,-,37,2.0,-526,"4,482",0,11,1/407,-,34,2.0,"-2,526","5,125",0,7,1/732,-,81,1.0,+825,"7,681",0,14,1/549,-,32,1.0,-820,"4,600",0,10,1/460,-,39,2.0,"-2,463","5,009",0,10,1/501,-,80,6.0,"-1,782","2,243",0,4,1/561,-,25,5.0,+373,"9,044",0,22,1/411,-,20,7.0,"-3,258","3,394",0,5,1/679,-,35,1.0
2026-02-12,木,いいえ,"-2,210","4,166",0,9,1/463,-,25,3.0,"+6,248","8,208",0,18,1/456,-,22,1.0,-66,"4,645",0,9,1/516,-,75,7.0,+398,"5,436",0,12,1/453,-,9,-,-978,"6,914",0,15,1/461,-,80,5.0,"-2,142","9,911",0,25,1/396,-,85,5.0,"-1,644","4,387",0,9,1/487,-,58,7.0,+16,557,0,1,1/557,-,25,3.0,"+1,867","8,027",0,17,1/472,-,21,12.0,+144,"6,776",0,15,1/452,-,32,7.0,"-1,740","4,738",0,12,1/395,-,68,10.0,"+9,967","9,638",0,14,1/688,-,37,4.0,-368,928,0,3,1/309,-,33,1.0,"-1,900","1,833",0,4,1/458,-,51,14.0,"+1,609","8,577",0,19,1/451,-,22,1.0,"-2,304","2,569",0,3,1/856,-,22,1.0,"+9,907","8,662",0,20,1/433,-,32,7.0
2026-02-11,水,いいえ,"+7,008","7,706",0,14,1/550,-,22,1.0,"-3,789","8,381",0,16,1/524,-,44,3.0,"-1,210","9,131",0,20,1/457,-,41,2.0,"+8,125","9,373",0,16,1/586,-,8,-,"-2,058","7,876",0,19,1/415,-,41,2.0,"-5,639","8,450",0,15,1/563,-,84,18.0,"-3,080","7,604",0,14,1/543,-,36,4.0,"+5,317","8,808",0,19,1/464,-,39,3.0,"+5,608","7,593",0,14,1/542,-,21,2.0,-978,"6,411",0,12,1/534,-,51,7.0,"-4,476","7,261",0,13,1/559,-,58,3.0,"-2,671","6,473",0,14,1/462,-,55,1.0,"+10,414","8,545",0,15,1/570,-,32,10.0,-608,"9,206",0,21,1/438,-,54,3.0,"-3,261","5,105",0,9,1/567,-,41,2.0,"+6,503","8,627",0,14,1/616,-,19,11.0,"-3,435","6,508",0,14,1/465,-,66,8.0
2026-02-10,火,はい,"-2,583","7,443",0,14,1/532,-,35,2.0,"-3,878","5,311",0,12,1/443,-,31,6.0,"-3,844","7,519",0,17,1/442,-,45,3.0,"+6,777","7,840",0,8,1/980,-,15,-,"-2,673","7,811",0,15,1/521,-,25,10.0,"-2,233","6,618",0,13,1/509,-,36,1.0,"+4,245","9,415",0,24,1/392,-,25,10.0,"-2,962","8,232",0,19,1/433,-,63,10.0,"-1,548","6,011",0,13,1/462,-,49,3.0,"-2,437","6,057",0,9,1/673,-,46,1.0,"+3,043","7,283",0,13,1/560,-,42,6.0,-888,"8,914",0,18,1/495,-,53,4.0,"+3,771","9,100",0,17,1/535,-,42,6.0,"+3,538","8,723",0,26,1/336,-,42,6.0,"-3,667","6,394",0,11,1/581,-,25,10.0,"+2,827","6,565",0,13,1/505,-,33,1.0,"-2,465","7,839",0,15,1/523,-,32,1.0
