日付,曜日,特定日,1026番台,,,,,,,,,1027番台,,,,,,,,,1028番台,,,,,,,,,1030番台,,,,,,,,,1031番台,,,,,,,,,1032番台,,,,,,,,,1033番台,,,,,,,,,1035番台,,,,,,,,,1036番台,,,,,,,,,1037番台,,,,,,,,,1038番台,,,,,,,,,1050番台,,,,,,,,,1051番台,,,,,,,,,1057番台,,,,,,,,,1058番台,,,,,,,,,1060番台,,,,,,,,,1061番台,,,,,,,,,1062番台,,,,,,,,,1063番台,,,,,,,,,1065番台,,,,,,,,,1066番台,,,,,,,,,1067番台,,,,,,,,,1068番台,,,,,,,,,1070番台,,,,,,,,,1071番台,,,,,,,,,1072番台,,,,,,,,,1073番台,,,,,,,,,1075番台,,,,,,,,,1076番台,,,,,,,,,1077番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-03-27,金,いいえ,"+1,138","8,939",32,39,1/126,1/5.80,4.99,16,1.0,-277,"2,256",9,1,1/226,1/5.66,2.01,20,1.0,"+3,181","7,183",40,15,1/131,1/5.56,2.38,20,1.0,+315,"4,729",21,10,1/153,1/6.01,2.37,8,-,+656,"5,586",27,12,1/143,1/6.23,2.39,12,4.0,"+1,698","9,054",36,38,1/122,1/5.88,4.99,23,1.0,"-1,316","2,559",4,7,1/233,1/5.79,2.66,62,10.0,-285,"1,449",4,6,1/145,1/6.28,3.73,13,1.0,-138,"6,120",20,24,1/139,1/5.94,4.15,42,7.0,-652,"2,164",6,3,1/240,1/5.58,2.27,17,1.0,"-1,534","3,634",7,13,1/182,1/6.13,3.21,35,3.0,"-1,105","4,272",12,10,1/194,1/5.81,2.29,32,2.0,"-1,166","4,753",14,13,1/176,1/6.07,2.58,45,3.0,-72,"7,434",31,16,1/158,1/6.07,2.04,14,1.0,"-1,303","6,911",19,24,1/161,1/5.92,3.30,25,2.0,-122,"1,837",7,3,1/184,1/5.73,2.62,16,1.0,"+2,104","8,964",40,33,1/123,1/5.97,4.59,12,4.0,+62,"4,427",15,18,1/134,1/5.97,4.23,52,7.0,-62,"7,556",26,28,1/140,1/5.97,4.00,30,3.0,+285,"3,074",13,9,1/140,1/6.02,3.28,22,1.0,"+2,563","9,073",42,31,1/124,1/5.82,4.28,16,1.0,"+1,628","4,780",26,12,1/126,1/6.03,3.13,15,1.0,"+1,275","8,197",34,24,1/141,1/5.67,3.06,21,1.0,-124,"3,134",12,6,1/174,1/5.75,2.39,27,1.0,-5,"5,781",21,15,1/161,1/5.67,2.52,82,20.0,-748,"2,558",7,6,1/197,1/5.89,2.62,27,1.0,-725,"5,138",17,11,1/184,1/5.74,2.11,22,1.0,"+1,184","6,100",28,15,1/142,1/5.76,2.63,26,1.0,+750,"5,568",26,13,1/143,1/6.05,2.55,19,2.0,+291,"5,352",21,16,1/145,1/5.89,3.14,22,1.0
2026-03-26,木,いいえ,"-1,086","6,511",23,15,1/171,1/6.16,2.13,24,2.0,-716,"5,539",20,13,1/168,1/6.09,2.29,15,1.0,-955,"4,903",16,11,1/182,1/5.97,2.21,47,5.0,+269,"5,509",24,10,1/162,1/5.87,2.00,13,1.0,-343,"4,948",17,13,1/165,1/5.77,2.58,24,2.0,+338,"5,846",24,18,1/139,1/6.11,3.33,34,2.0,-37,"5,470",23,5,1/195,1/5.59,1.57,49,2.0,"+2,592","7,853",37,33,1/112,1/6.04,5.19,14,1.0,-209,"5,981",23,13,1/166,1/5.85,2.13,37,2.0,+778,"8,740",32,30,1/141,1/5.67,3.71,9,-,-696,"3,691",11,12,1/160,1/6.08,3.20,22,4.0,"+1,579","7,532",36,17,1/142,1/5.80,2.30,15,1.0,"-1,350","2,808",5,5,1/281,1/5.49,2.14,39,2.0,+906,"6,078",27,17,1/138,1/5.94,3.05,9,-,+520,"5,594",24,14,1/147,1/5.90,2.63,18,2.0,+521,"5,801",23,16,1/149,1/5.69,2.82,12,3.0,-687,"4,827",16,11,1/179,1/5.81,2.26,32,3.0,-792,"5,439",18,14,1/170,1/5.94,2.44,42,1.0,-934,"3,634",11,7,1/202,1/5.86,2.17,39,2.0,+868,"6,546",27,19,1/142,1/5.73,3.06,16,1.0,"+4,557","9,015",45,40,1/106,1/5.67,5.52,16,1.0,-627,"5,379",20,10,1/179,1/5.94,1.96,32,3.0,"-1,831","5,877",14,20,1/173,1/6.05,3.08,58,9.0,+867,"5,647",27,12,1/145,1/5.99,2.34,41,2.0,"-2,185","4,289",6,11,1/252,1/5.54,2.22,79,21.0,+707,"5,444",23,15,1/143,1/5.78,2.94,29,4.0,+993,"6,296",27,17,1/143,1/5.71,2.83,25,1.0,"-1,384","4,200",13,8,1/200,1/6.25,2.07,42,1.0,"-1,270","5,531",15,16,1/178,1/5.82,2.61,35,1.0,"-1,673","4,272",9,9,1/237,1/5.57,2.05,24,2.0
2026-03-25,水,いいえ,"-1,298","7,148",22,19,1/174,1/5.89,2.32,18,1.0,"+1,860","4,092",23,13,1/114,1/6.01,4.04,6,-,"+1,293","8,771",32,35,1/131,1/5.64,4.57,23,1.0,+502,"6,459",27,14,1/158,1/5.71,2.15,13,4.0,-950,"3,512",11,5,1/220,1/5.81,1.96,22,2.0,"-1,422","4,278",8,15,1/186,1/5.65,3.10,50,6.0,"-1,437","6,832",22,15,1/185,1/5.97,1.96,31,4.0,"+3,268","7,683",41,28,1/111,1/6.04,4.87,14,1.0,-822,"6,053",21,15,1/168,1/6.03,2.32,39,6.0,+638,"8,287",35,24,1/140,1/6.07,3.04,9,3.0,"-1,216","3,043",6,11,1/179,1/6.10,3.29,20,1.0,-679,"7,413",27,21,1/154,1/6.18,2.70,44,1.0,"-1,817","5,905",15,18,1/179,1/6.05,2.70,17,2.0,"-1,000","4,902",13,16,1/169,1/5.80,3.04,14,1.0,"-1,402","4,803",14,10,1/200,1/5.96,2.06,44,1.0,"+2,055","8,208",38,26,1/128,1/5.86,3.80,14,1.0,-182,"7,083",24,24,1/148,1/5.85,3.47,24,1.0,"-1,657","2,184",2,4,1/364,1/5.79,2.26,22,2.0,"-1,737","5,057",17,6,1/220,1/6.30,1.65,19,1.0,"-1,760","4,986",12,12,1/208,1/5.83,2.17,43,3.0,"-1,127","6,740",25,13,1/177,1/6.19,1.85,51,1.0,"-2,305","3,055",4,5,1/339,1/6.11,1.98,33,1.0,-878,"3,565",10,7,1/210,1/5.61,2.18,40,1.0,+606,"8,273",28,37,1/127,1/5.88,4.99,26,2.0,-127,"7,027",28,15,1/163,1/5.90,2.02,51,1.0,"+1,963","8,402",35,29,1/131,1/5.58,4.03,27,1.0,"-1,419","4,653",13,9,1/212,1/5.82,1.98,51,1.0,+922,"6,261",28,11,1/161,1/5.56,1.89,32,1.0,"+2,167","7,886",37,22,1/134,1/5.66,3.10,15,1.0,"+1,739","5,086",26,18,1/116,1/6.13,4.38,19,1.0
2026-03-24,火,いいえ,+362,"6,546",28,16,1/149,1/6.03,2.46,14,1.0,+579,"6,699",27,20,1/143,1/5.86,3.14,15,1.0,-878,"2,962",9,6,1/197,1/6.09,2.38,66,13.0,"+3,962","7,930",48,19,1/118,1/5.93,3.12,15,1.0,"+1,064","3,683",17,15,1/115,1/6.06,4.53,23,4.0,+960,"9,536",34,38,1/132,1/5.74,4.56,24,1.0,-536,"1,989",7,3,1/199,1/6.28,2.47,19,1.0,+337,"7,499",30,16,1/163,1/5.66,1.98,16,1.0,"-2,043","4,015",7,14,1/191,1/6.30,3.06,35,3.0,-124,"2,122",9,2,1/193,1/5.85,2.26,15,1.0,-290,"5,831",23,9,1/182,1/5.75,1.76,9,3.0,-140,"6,029",25,15,1/151,1/6.27,2.52,27,3.0,+693,"8,904",34,25,1/151,1/5.61,2.67,13,1.0,"+1,829","7,356",36,23,1/125,1/6.13,3.85,6,-,+354,"5,174",22,14,1/144,1/6.06,2.91,18,2.0,+291,"4,886",23,9,1/153,1/6.22,2.17,15,1.0,-770,"5,077",15,13,1/181,1/5.60,2.39,23,4.0,+977,"7,935",31,28,1/134,1/5.81,3.99,12,3.0,+291,"2,848",13,4,1/168,1/5.69,2.28,14,1.0,-297,"3,867",13,11,1/161,1/5.81,2.90,32,5.0,-531,"6,105",17,26,1/142,1/5.86,4.35,24,1.0,"+1,544","7,061",34,18,1/136,1/5.92,2.78,19,1.0,"-1,688","3,778",8,7,1/252,1/5.70,2.00,42,3.0,-614,"4,494",15,9,1/187,1/5.70,2.11,53,11.0,"-1,023","3,631",11,9,1/182,1/6.22,2.54,32,5.0,-312,"5,900",22,14,1/164,1/5.89,2.30,53,11.0,"-1,141","6,983",18,26,1/159,1/5.75,3.58,19,1.0,"+1,351","7,691",31,26,1/135,1/5.66,3.81,39,4.0,+13,"7,923",28,24,1/152,1/5.73,2.94,35,3.0,"+3,473","8,788",44,38,1/107,1/6.12,5.44,32,5.0
2026-03-23,月,いいえ,"-1,332","7,944",26,18,1/181,1/5.87,1.94,16,1.0,+979,"8,773",36,27,1/139,1/5.87,3.31,15,4.0,"-1,000","4,259",14,9,1/185,1/6.12,2.22,54,2.0,+601,"9,518",37,33,1/136,1/6.03,3.93,36,4.0,-181,"2,760",10,5,1/184,1/5.61,2.39,26,1.0,"-1,599","5,604",15,17,1/175,1/6.09,2.74,32,1.0,"+1,208","6,918",29,27,1/124,1/6.04,4.61,11,1.0,+21,"7,237",24,27,1/142,1/5.80,3.96,18,2.0,+887,"7,756",31,26,1/136,1/5.86,3.74,15,4.0,+962,"6,118",26,17,1/142,1/5.70,2.94,10,3.0,+610,"7,197",28,22,1/144,1/5.76,3.17,7,-,"-1,067","3,637",9,12,1/173,1/6.02,3.11,25,1.0,+96,"7,816",29,25,1/145,1/5.94,3.32,20,1.0,"+2,500","7,377",41,18,1/125,1/6.14,2.94,15,4.0,-290,"3,810",14,5,1/201,1/5.51,1.91,31,5.0,+236,"8,289",33,23,1/148,1/5.97,2.71,21,1.0,-217,"2,320",10,3,1/178,1/6.24,2.35,11,1.0,-682,"5,465",21,10,1/176,1/6.10,1.94,23,2.0,"-1,036","6,082",20,17,1/164,1/6.13,2.62,26,1.0,-98,"5,999",27,6,1/182,1/5.96,1.57,21,1.0,-720,"2,408",6,7,1/185,1/5.90,2.95,24,1.0,+217,"6,975",28,19,1/148,1/5.97,2.72,26,1.0,-791,"1,365",3,2,1/273,1/6.22,2.59,19,1.0,-352,"5,939",23,13,1/165,1/5.99,2.16,52,1.0,-575,"4,399",16,6,1/200,1/5.71,1.83,16,1.0,-449,"6,395",22,22,1/145,1/6.13,3.57,51,4.0,"+1,117","6,891",29,21,1/138,1/5.75,3.32,15,4.0,"-1,248","2,901",10,2,1/242,1/6.60,1.86,47,11.0,-491,"8,528",29,29,1/147,1/6.01,3.50,74,2.0,-735,"6,764",22,20,1/161,1/5.88,2.77,72,18.0
2026-03-22,日,はい,"+1,042","8,272",27,34,1/136,1/5.41,4.51,12,1.0,+255,"8,566",30,32,1/138,1/5.88,4.12,32,1.0,"-1,658","6,307",19,16,1/180,1/6.13,2.25,28,3.0,-414,"7,003",24,20,1/159,1/5.81,2.68,52,1.0,"+1,254","8,181",35,24,1/139,1/5.81,3.14,25,3.0,-381,"4,613",17,10,1/171,1/5.89,2.27,18,2.0,+271,"7,601",29,20,1/155,1/5.71,2.47,22,4.0,"-1,357","4,285",10,11,1/204,1/5.67,2.37,51,12.0,-609,"8,227",25,34,1/139,1/6.01,4.43,39,3.0,"-1,424","4,520",11,9,1/226,1/5.54,1.99,15,1.0,"+2,326","8,130",37,33,1/116,1/6.00,5.03,11,1.0,"-1,033","3,943",12,7,1/208,1/5.83,2.04,15,1.0,"-1,111","3,819",12,6,1/212,1/5.97,1.97,36,2.0,"-1,602","4,724",12,11,1/205,1/5.87,2.18,25,3.0,"+1,320","8,458",35,26,1/139,1/5.72,3.32,39,3.0,"-1,692","4,721",12,7,1/248,1/5.62,1.74,39,3.0,"+1,343","6,832",31,17,1/142,1/5.71,2.59,10,2.0,-940,"4,069",11,10,1/194,1/5.64,2.39,22,4.0,"+1,645","7,970",38,24,1/129,1/6.14,3.58,15,1.0,-350,"6,240",20,22,1/149,1/5.85,3.58,15,1.0,"+2,283","7,743",38,25,1/123,1/5.98,4.06,16,1.0,-908,"4,561",13,14,1/169,1/5.90,2.92,28,3.0,"+2,761","8,263",43,26,1/120,1/6.09,4.12,11,1.0,-690,"6,242",20,17,1/169,1/5.74,2.50,39,3.0,+526,"6,369",27,14,1/155,1/5.76,2.20,8,-,-314,"6,593",24,17,1/161,1/5.86,2.43,31,3.0,"+1,047","8,667",30,39,1/126,1/5.76,5.07,14,2.0,+782,"7,412",30,23,1/140,1/5.85,3.33,32,1.0,-275,"8,503",30,24,1/157,1/5.78,2.59,32,1.0,-628,"5,677",20,13,1/172,1/5.89,2.20,34,2.0
2026-03-21,土,はい,"+1,061","7,456",34,17,1/146,1/5.87,2.27,18,1.0,"-1,243","8,804",29,25,1/163,1/6.02,2.52,28,1.0,+959,"5,992",29,13,1/143,1/6.04,2.37,15,1.0,"-1,163","4,457",16,5,1/212,1/6.13,1.72,28,1.0,+766,"8,729",30,36,1/132,1/5.73,4.64,20,1.0,"-1,155","4,579",11,14,1/183,1/5.67,2.77,13,1.0,-961,"6,196",20,16,1/172,1/5.90,2.36,23,1.0,"-1,051","4,635",13,10,1/202,1/5.60,2.11,26,1.0,"+2,377","8,301",40,28,1/122,1/5.99,4.28,17,2.0,+676,"6,291",28,13,1/153,1/5.82,2.13,13,1.0,+535,"6,706",25,26,1/131,1/5.96,4.35,23,1.0,"+2,170","7,875",39,19,1/136,1/5.76,2.56,7,-,"+1,554","8,821",34,39,1/121,1/5.90,5.15,19,1.0,"+1,098","8,137",37,19,1/145,1/5.91,2.28,12,3.0,-544,"6,137",19,20,1/157,1/5.76,3.15,74,24.0,"-1,954","3,866",7,5,1/322,1/5.44,1.75,35,3.0,+22,"7,483",26,27,1/141,1/5.91,3.87,13,1.0,"-1,160","3,814",8,14,1/173,1/5.83,3.34,14,1.0,+22,"6,990",25,20,1/155,1/5.70,2.74,32,4.0,+204,"5,475",22,13,1/156,1/5.80,2.42,17,2.0,"-1,562","4,355",12,7,1/229,1/5.88,1.86,27,1.0,+925,"6,333",29,19,1/132,1/6.20,3.44,14,1.0,"+1,404","7,200",29,29,1/124,1/5.83,4.71,21,1.0,-19,"5,795",22,15,1/157,1/5.84,2.56,25,2.0,-888,"4,887",18,6,1/204,1/5.92,1.71,9,2.0,-766,"7,058",23,20,1/164,1/5.84,2.59,22,1.0,-458,"5,918",21,15,1/164,1/5.88,2.42,41,3.0,"-3,490","7,420",18,14,1/232,1/6.15,1.66,50,9.0,"-1,886","4,901",14,8,1/223,1/6.12,1.81,21,1.0,"-2,014","4,917",11,9,1/246,1/5.66,1.84,38,3.0
2026-03-20,金,はい,"+1,577","9,183",34,41,1/122,1/5.78,5.16,16,1.0,-349,"5,206",21,9,1/174,1/6.00,1.94,19,1.0,"-1,105","6,116",19,11,1/204,1/5.57,1.77,16,1.0,-522,"5,472",21,10,1/177,1/5.96,1.94,18,1.0,"-1,332","5,408",15,15,1/180,1/5.90,2.51,31,3.0,+772,"7,520",29,28,1/132,1/5.93,4.25,10,1.0,-555,"7,230",25,18,1/168,1/5.76,2.23,17,1.0,-714,"4,806",15,12,1/178,1/5.73,2.40,20,1.0,-152,"7,989",27,28,1/145,1/5.86,3.66,54,2.0,"+1,261","6,310",30,18,1/131,1/6.08,3.28,17,1.0,+163,"6,433",27,15,1/153,1/6.03,2.32,16,1.0,"+2,385","8,514",38,32,1/122,1/5.80,4.67,9,1.0,-687,"4,996",18,11,1/172,1/6.06,2.23,22,1.0,+485,"8,130",31,21,1/156,1/5.59,2.37,21,1.0,-666,"8,705",26,32,1/150,1/5.78,3.74,52,1.0,"+2,877","8,853",39,38,1/115,1/5.77,5.24,14,3.0,+309,"7,226",27,21,1/151,1/5.72,2.86,26,2.0,"+2,549","8,045",39,25,1/126,1/5.77,3.81,6,-,-998,"5,047",16,14,1/168,1/6.11,2.65,26,2.0,"+1,730","8,550",34,33,1/128,1/5.68,4.56,28,2.0,+81,"6,911",26,22,1/144,1/5.99,3.32,21,1.0,-331,"7,369",26,22,1/154,1/5.91,2.89,24,1.0,"-1,320","7,240",16,32,1/151,1/5.74,4.35,51,20.0,"-2,225","4,165",7,12,1/219,1/6.06,2.50,23,1.0,+204,"7,407",27,28,1/135,1/6.06,4.21,6,-,"-1,177","6,462",21,15,1/180,1/5.93,2.10,11,1.0,"-1,265","5,941",18,14,1/186,1/5.85,2.14,26,2.0,"-1,544","3,989",10,5,1/266,1/5.61,1.76,15,1.0,-209,"6,412",27,14,1/156,1/6.25,2.17,8,2.0,"+1,842","6,935",31,22,1/131,1/5.64,3.67,18,1.0
2026-03-19,木,いいえ,-584,"3,295",11,8,1/173,1/6.05,2.62,41,6.0,"+1,061","8,365",35,24,1/142,1/5.80,2.97,12,1.0,"+1,130","7,396",29,26,1/134,1/5.69,3.96,15,1.0,+242,"7,025",26,23,1/143,1/5.87,3.44,10,1.0,"-1,278","4,036",8,12,1/202,1/5.49,2.65,26,6.0,-402,"5,787",21,13,1/170,1/5.80,2.17,11,1.0,+998,"4,695",22,12,1/138,1/5.82,2.91,16,1.0,+328,"1,634",7,6,1/126,1/5.92,3.77,15,1.0,-758,"5,045",15,15,1/168,1/5.78,2.81,33,1.0,+645,"4,163",18,11,1/144,1/5.73,2.94,18,2.0,-528,"6,375",19,24,1/148,1/5.83,3.82,28,2.0,-933,"2,702",8,3,1/246,1/5.83,2.01,18,2.0,"+2,901","9,033",45,27,1/125,1/5.84,3.69,14,2.0,-375,"6,974",23,21,1/159,1/5.72,2.85,20,1.0,"-1,191","4,617",14,9,1/201,1/5.87,2.02,48,3.0,-264,"5,437",19,18,1/147,1/6.03,3.40,45,4.0,-326,"2,239",8,6,1/160,1/6.29,3.04,31,3.0,"+4,314","8,591",42,40,1/105,1/5.67,5.60,6,-,+848,"9,091",35,28,1/144,1/5.69,3.17,14,2.0,-128,"6,509",27,15,1/155,1/6.17,2.27,50,1.0,-928,"6,896",23,21,1/157,1/6.13,2.92,35,2.0,"-1,190","4,550",13,12,1/182,1/6.00,2.50,18,2.0,-91,"2,115",9,4,1/163,1/6.22,2.72,49,1.0,"+3,853","8,885",48,29,1/115,1/5.91,4.48,14,2.0,-319,"2,793",9,10,1/147,1/6.15,3.58,8,1.0,+524,"5,126",21,12,1/155,1/5.60,2.45,9,1.0,-693,"4,828",16,12,1/172,1/5.90,2.43,19,1.0,+830,"5,748",25,18,1/134,1/6.01,3.53,7,1.0,+213,"3,341",14,8,1/152,1/5.88,2.78,8,1.0,"-1,232","7,114",21,23,1/162,1/5.97,3.03,32,1.0
2026-03-18,水,いいえ,-930,"5,608",18,14,1/175,1/5.89,2.33,24,1.0,"-1,404","4,897",12,14,1/188,1/5.78,2.56,15,1.0,-846,"8,206",24,24,1/171,1/5.53,2.54,39,5.0,-295,"5,745",21,19,1/144,1/6.22,3.46,22,3.0,"-1,443","2,825",6,5,1/257,1/5.95,2.17,15,1.0,+42,"7,175",28,22,1/144,1/6.12,3.20,15,1.0,-415,"4,371",17,10,1/162,1/6.22,2.45,16,1.0,"+2,662","8,658",42,27,1/125,1/5.82,3.86,14,2.0,"-1,163","5,720",19,15,1/168,1/6.24,2.47,17,1.0,-758,"3,165",9,10,1/167,1/6.12,3.12,31,1.0,+484,"9,452",33,32,1/145,1/5.63,3.54,30,2.0,+764,"4,844",23,9,1/151,1/5.82,2.20,11,1.0,"-1,086","2,949",7,7,1/211,1/5.85,2.48,34,3.0,+323,"8,452",32,27,1/143,1/5.91,3.35,22,3.0,"+1,421","6,063",31,12,1/141,1/5.92,2.23,25,1.0,+645,"7,932",28,28,1/142,1/5.61,3.78,19,1.0,-399,"1,129",2,5,1/161,1/6.03,3.68,28,1.0,+904,"9,390",36,32,1/138,1/5.80,3.78,23,1.0,-543,"5,431",18,16,1/160,1/5.91,2.86,25,1.0,-231,"5,783",20,15,1/165,1/5.66,2.47,18,1.0,"+3,030","7,696",38,29,1/115,1/5.81,4.84,19,1.0,-898,"4,340",12,13,1/174,1/5.82,2.83,9,1.0,"-1,375","3,120",7,10,1/184,1/6.42,3.02,25,1.0,-962,"6,889",22,20,1/164,1/5.93,2.67,23,1.0,+632,"3,781",18,9,1/140,1/6.02,2.85,8,-,+863,"7,419",31,23,1/137,1/5.94,3.39,12,1.0,"+2,707","8,188",35,38,1/112,1/5.76,5.42,14,2.0,"-1,088","6,510",23,13,1/181,1/6.03,1.90,10,1.0,+264,"6,049",24,18,1/144,1/5.98,3.11,9,1.0,"-1,586","5,515",16,10,1/212,1/5.81,1.82,27,2.0
2026-03-17,火,いいえ,"+1,578","8,130",32,32,1/127,1/5.71,4.61,22,2.0,+275,"4,987",19,13,1/156,1/5.62,2.66,11,3.0,-613,"8,205",26,25,1/161,1/5.69,2.80,24,2.0,-339,"2,317",8,7,1/154,1/6.31,3.23,18,2.0,+281,"7,047",27,20,1/150,1/5.79,2.81,11,3.0,"+1,525","8,340",37,23,1/139,1/5.77,2.89,20,1.0,+356,"6,929",29,15,1/157,1/5.83,2.10,14,2.0,-769,"6,434",22,17,1/165,1/5.97,2.45,26,2.0,+92,"6,340",23,22,1/141,1/5.96,3.70,15,1.0,"+3,857","7,773",43,30,1/106,1/6.03,5.17,16,1.0,"-1,350","4,293",9,12,1/204,1/5.52,2.50,41,13.0,-308,"6,180",23,17,1/155,1/6.03,2.70,12,1.0,"-1,266","4,036",11,9,1/202,1/5.91,2.24,28,2.0,"-1,191","3,568",10,3,1/274,1/5.52,1.72,26,2.0,"-1,049","4,987",13,17,1/166,1/5.84,3.19,69,28.0,-337,"6,270",23,15,1/165,1/5.84,2.27,28,2.0,"+2,524","9,520",38,44,1/116,1/5.74,5.41,26,2.0,+427,"6,884",25,27,1/132,1/5.95,4.37,15,1.0,"-1,546","3,320",8,7,1/221,1/6.21,2.25,22,2.0,+38,"6,467",24,22,1/141,1/6.06,3.64,12,1.0,"-2,299","4,662",12,10,1/212,1/6.57,2.07,28,2.0,+343,"4,148",14,17,1/134,1/5.68,4.22,7,-,"+3,389","8,520",39,39,1/109,1/5.76,5.48,22,2.0,-786,"6,032",21,13,1/177,1/5.87,2.05,19,1.0,+390,"7,649",33,19,1/147,1/6.11,2.44,8,1.0,-585,"5,035",16,17,1/153,1/6.02,3.36,11,3.0,-375,"7,248",26,20,1/158,1/5.90,2.59,41,13.0,+887,"5,395",24,14,1/142,1/5.80,2.82,8,1.0,-684,"3,382",10,12,1/154,1/6.26,3.49,14,2.0,+58,"7,941",29,23,1/153,1/5.77,2.78,18,2.0
2026-03-16,月,いいえ,-614,"7,639",30,12,1/182,1/5.88,1.62,50,10.0,"-1,181","2,362",4,5,1/262,1/5.61,2.40,22,1.0,+162,"5,976",23,19,1/142,1/6.02,3.36,16,1.0,+442,"7,267",29,20,1/148,1/5.83,2.73,13,1.0,-199,"2,080",8,6,1/149,1/6.47,3.24,11,2.0,"+1,715","8,319",34,32,1/126,1/5.77,4.58,32,4.0,-830,"4,669",15,12,1/173,1/5.98,2.51,15,2.0,"-1,199","7,359",26,18,1/167,1/6.21,2.19,21,2.0,"-1,917","4,588",9,16,1/184,1/6.11,3.09,19,1.0,-244,"8,517",30,26,1/152,1/5.86,2.96,64,14.0,-684,"2,199",6,3,1/244,1/5.56,2.25,25,1.0,"+1,543","8,487",33,34,1/127,1/5.74,4.70,6,-,"-1,332","2,724",4,9,1/210,1/5.82,2.97,15,2.0,-397,"7,424",31,12,1/173,1/6.04,1.67,12,1.0,"-1,367","5,681",16,15,1/183,1/5.87,2.37,32,4.0,-179,"7,210",28,18,1/157,1/5.98,2.35,28,3.0,-364,"7,744",27,23,1/155,1/5.87,2.83,36,4.0,"-1,425","4,933",13,14,1/183,1/5.97,2.59,24,2.0,+485,"6,909",30,13,1/161,1/5.79,1.89,19,1.0,"-1,267","6,295",19,17,1/175,1/5.93,2.42,28,3.0,+955,"8,727",36,26,1/141,1/5.86,3.13,17,1.0,+230,"3,904",17,8,1/156,1/5.92,2.43,8,2.0,"+1,069","6,817",33,17,1/136,1/6.21,2.72,32,4.0,"+1,152","7,009",33,14,1/149,1/5.81,2.05,18,1.0,"+1,749","8,192",36,30,1/124,1/5.98,4.48,6,-,+77,"8,341",30,29,1/141,1/5.96,3.74,12,1.0,+312,"7,921",30,19,1/162,1/5.58,2.16,40,4.0,+655,"4,958",22,14,1/138,1/6.02,3.14,15,2.0,"+1,274","3,626",21,10,1/117,1/6.52,3.59,9,1.0,"+1,893","7,670",35,25,1/128,1/5.84,3.90,17,1.0
