日付,曜日,特定日,852番台,,,,,,,,,853番台,,,,,,,,,855番台,,,,,,,,,856番台,,,,,,,,,857番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-12-24,水,いいえ,-867,"2,665",8,7,1/178,1/6.68,3.06,49,18.0,+762,"4,562",21,12,1/138,1/6.23,3.06,26,14.0,"+1,633","5,782",29,15,1/131,1/6.16,3.00,31,5.0,"+2,379","6,877",36,18,1/127,1/6.13,3.02,12,-,-381,"5,981",20,20,1/150,1/6.14,3.83,86,37.0
2025-12-23,火,いいえ,+761,"6,240",24,19,1/145,1/5.75,3.46,31,-,-113,"4,198",13,17,1/140,1/5.99,4.45,38,7.0,-740,"4,569",15,12,1/169,1/6.20,2.85,62,17.0,"-1,428","5,751",16,16,1/180,1/6.09,2.87,45,7.0,"-1,994","6,047",15,14,1/209,1/5.91,2.20,94,32.0
2025-12-21,日,はい,+180,"4,976",22,9,1/161,1/6.25,2.07,49,8.0,-291,"5,395",22,8,1/180,1/6.12,1.75,35,19.0,"-1,227","3,005",8,6,1/215,1/6.35,2.46,41,6.0,-54,"4,732",19,10,1/163,1/6.13,2.35,16,-,-587,"2,120",6,5,1/193,1/6.08,2.95,81,32.0
2025-12-20,土,はい,-50,"6,938",26,21,1/148,1/6.21,3.40,82,4.0,-572,"4,506",14,10,1/188,1/5.68,2.39,33,18.0,+228,"7,324",25,26,1/144,1/5.88,4.22,15,2.0,+168,"6,548",27,12,1/168,1/5.96,1.86,13,-,-913,"3,702",12,6,1/206,1/6.10,2.07,78,45.0
2025-12-19,金,いいえ,-823,"8,502",27,31,1/147,1/6.23,4.37,51,14.0,-651,"5,763",19,16,1/165,1/6.06,2.95,15,-,"-1,408","2,304",4,5,1/256,1/6.28,2.69,25,7.0,-87,"6,469",24,16,1/162,1/5.95,2.52,18,3.0,-319,"4,670",17,13,1/156,1/6.26,3.09,37,12.0
2025-12-18,木,いいえ,"-1,688","5,387",14,18,1/168,1/6.44,3.66,31,6.0,+910,"3,687",17,10,1/137,1/5.90,3.22,10,2.0,+213,"6,277",25,16,1/153,1/6.08,2.70,19,9.0,-54,"2,002",7,6,1/154,1/5.99,3.43,8,-,"-1,353","3,682",12,4,1/230,1/6.46,1.78,25,6.0
2025-12-17,水,いいえ,"-1,268","3,489",8,8,1/218,1/5.84,2.55,25,10.0,-163,"5,149",15,21,1/143,1/5.82,4.58,13,1.0,"-1,073","4,205",13,8,1/200,1/6.09,2.16,26,1.0,+684,"6,441",26,19,1/143,1/5.99,3.34,12,-,"-1,464","1,656",1,5,1/276,1/6.63,3.26,15,2.0
2025-12-16,火,いいえ,+831,"6,242",27,16,1/145,1/6.03,2.79,24,5.0,"+1,907","5,110",22,26,1/106,1/6.02,5.26,14,1.0,-923,"3,185",9,8,1/187,1/6.21,2.86,14,1.0,"-1,054","2,689",7,4,1/244,1/5.97,2.22,19,5.0,+931,"6,628",27,25,1/127,1/6.24,4.58,13,-
2025-12-15,月,いいえ,-966,"6,586",18,25,1/153,1/6.01,4.38,29,7.0,-473,912,3,0,1/304,1/6.75,2.59,22,6.0,+737,"7,218",27,27,1/134,1/6.01,4.54,12,-,"+1,275","5,009",24,14,1/132,1/6.11,3.29,16,4.0,-63,"1,882",8,4,1/157,1/6.55,2.97,30,1.0
2025-12-14,日,はい,-737,"2,415",7,4,1/220,1/5.98,2.43,25,1.0,-569,"1,674",3,6,1/186,1/5.73,3.64,11,-,"+2,027","6,353",26,29,1/116,1/5.80,5.17,17,6.0,"+1,316","6,047",26,17,1/141,1/5.73,3.18,21,4.0,-56,"3,144",13,6,1/165,1/6.21,2.49,24,3.0
2025-12-13,土,はい,"+1,719","7,315",32,25,1/128,1/5.99,4.22,15,2.0,"+2,004","6,914",35,16,1/136,1/6.05,2.49,10,-,-806,"2,634",7,5,1/220,1/5.82,2.49,39,5.0,"+1,771","7,517",31,34,1/116,1/6.19,5.24,34,19.0,"+1,869","6,660",32,20,1/128,1/6.10,3.60,13,3.0
2025-12-12,金,いいえ,+954,"7,348",31,26,1/129,1/6.36,4.37,21,9.0,+482,"7,041",28,24,1/135,1/6.30,4.10,21,9.0,-563,618,1,1,1/309,1/7.56,3.14,36,15.0,"+3,504","8,776",41,33,1/119,1/5.75,4.83,47,11.0,"+1,118","4,334",17,18,1/124,1/5.71,4.65,12,-
2025-12-11,木,いいえ,"-1,552","6,501",20,16,1/181,1/6.25,2.40,47,6.0,-73,"3,513",14,10,1/146,1/6.49,3.29,51,4.0,+91,"1,894",9,4,1/146,1/6.79,2.99,18,-,"-2,703","5,788",8,26,1/170,1/6.23,4.81,94,43.0,-280,"2,185",8,4,1/182,1/6.13,2.66,41,23.0
2025-12-10,水,はい,"-1,336","5,140",16,8,1/214,1/5.98,1.76,40,5.0,-912,"6,936",24,20,1/158,1/6.40,3.09,23,-,+274,"8,177",29,27,1/146,1/5.91,3.86,23,-,-845,"8,597",27,28,1/156,1/6.02,3.68,81,41.0,-822,"3,333",10,6,1/208,1/5.90,2.26,35,12.0
2025-12-09,火,いいえ,+804,"6,169",28,12,1/154,1/6.01,2.05,15,-,+936,"6,703",28,22,1/134,1/6.14,3.93,22,7.0,"-1,420","5,405",13,19,1/169,1/6.04,3.87,40,8.0,-766,"4,572",13,13,1/176,1/5.82,3.05,44,4.0,-83,"6,132",22,15,1/166,1/5.80,2.50,32,10.0
2025-12-07,日,はい,-997,"4,280",12,8,1/214,1/5.66,2.09,32,3.0,+81,"4,455",19,9,1/159,1/6.25,2.33,54,14.0,-419,"3,518",13,8,1/168,1/6.34,2.68,28,-,"-1,175","3,499",8,11,1/184,1/6.07,3.38,40,8.0,-628,"4,472",16,6,1/203,1/5.88,1.77,29,1.0
2025-12-06,土,はい,+34,"6,757",26,18,1/154,1/6.11,2.81,15,-,-536,"5,173",19,10,1/178,1/6.08,2.07,82,46.0,+786,"6,342",29,9,1/167,1/5.85,1.63,16,1.0,"-1,443","4,215",14,6,1/211,1/6.58,1.85,36,6.0,+853,"7,820",31,26,1/137,1/6.05,4.00,30,14.0
2025-12-05,金,いいえ,+464,"7,221",31,15,1/157,1/6.09,2.04,33,4.0,"-1,157","2,140",3,7,1/214,1/6.04,3.44,58,25.0,"-1,262","3,228",8,5,1/248,1/5.85,2.09,17,3.0,-327,901,3,0,1/300,1/6.01,2.60,14,-,"+2,268","9,032",37,36,1/124,1/5.86,4.99,29,12.0
2025-12-04,木,いいえ,-856,"6,670",21,20,1/163,1/6.05,3.23,32,4.0,-366,"5,478",20,11,1/177,1/5.92,2.10,28,13.0,"+1,107","7,931",30,27,1/139,1/5.75,4.09,11,-,+806,"6,433",28,21,1/131,1/6.42,3.93,15,4.0,-449,"6,395",20,21,1/156,1/5.89,3.70,79,47.0
2025-12-03,水,いいえ,"-1,054","1,702",2,6,1/213,1/6.26,3.57,21,-,+728,"6,947",25,26,1/136,1/5.84,4.50,21,-,-418,"4,781",16,13,1/165,1/5.97,2.95,24,3.0,-196,391,1,0,1/391,1/5.77,3.07,32,8.0,-929,"5,677",17,18,1/162,1/6.11,3.49,80,48.0
2025-12-02,火,いいえ,"+1,061","8,598",35,25,1/143,1/5.93,3.23,13,-,-854,"5,449",18,15,1/165,1/6.26,2.94,44,25.0,-9,"3,066",12,6,1/170,1/5.91,2.53,18,5.0,"+2,913","8,054",40,27,1/120,1/6.07,4.28,19,1.0,-349,"2,027",8,2,1/203,1/6.30,2.29,70,26.0
2025-12-01,月,いいえ,"-1,057","5,205",16,15,1/168,1/6.27,3.10,19,7.0,"-2,234","3,056",2,10,1/255,1/6.05,3.32,29,10.0,-167,"4,980",20,10,1/166,1/6.19,2.21,12,-,"-1,067","3,767",9,11,1/188,1/5.86,3.14,53,24.0,-657,"3,228",9,10,1/170,1/6.03,3.40,57,4.0
2025-11-30,日,はい,+725,"6,462",27,18,1/144,1/6.05,3.10,11,3.0,-614,"2,844",10,4,1/203,1/6.18,2.18,12,1.0,"+1,238","8,561",38,22,1/143,1/6.11,2.67,8,-,-382,"5,996",21,16,1/162,1/6.02,2.81,43,1.0,"-1,654","3,378",8,6,1/241,1/6.28,2.19,42,30.0
2025-11-29,土,はい,"-1,951","7,083",22,16,1/186,1/6.37,2.10,17,7.0,+975,"6,392",31,10,1/156,1/6.10,1.74,10,2.0,+733,"6,263",26,18,1/142,1/6.03,3.25,8,-,+854,"6,514",26,24,1/130,1/6.14,4.46,45,28.0,"+1,328","6,734",32,15,1/143,1/6.08,2.34,17,7.0
2025-11-28,金,いいえ,"+1,343","6,725",30,18,1/140,1/5.93,2.96,15,7.0,+521,"8,173",34,19,1/154,1/6.05,2.24,8,-,+147,"3,428",12,9,1/163,1/5.56,3.01,21,6.0,"-1,251","3,649",11,6,1/215,1/6.29,2.08,49,14.0,"-1,156","4,486",13,15,1/160,1/6.55,3.70,35,14.0
2025-11-27,木,いいえ,+490,"4,995",21,12,1/151,1/5.98,2.66,15,7.0,+0,"5,081",17,17,1/149,1/5.85,3.80,8,-,-771,"2,746",9,4,1/211,1/6.23,2.23,26,3.0,"-1,975","3,735",4,14,1/208,1/5.82,3.85,23,8.0,-814,"2,525",8,3,1/230,1/6.17,2.15,28,2.0
2025-11-26,水,いいえ,+220,"5,756",24,13,1/156,1/6.15,2.39,13,4.0,-536,"1,717",7,0,1/245,1/6.71,2.06,9,-,"+1,589","3,677",19,16,1/105,1/6.44,4.78,23,8.0,"+1,079","7,677",30,29,1/130,1/6.04,4.65,15,2.0,-352,"3,120",12,6,1/173,1/6.33,2.48,23,8.0
2025-11-25,火,いいえ,-287,"5,226",20,11,1/169,1/6.11,2.25,19,3.0,+731,"5,272",22,10,1/165,1/5.57,2.08,8,-,-878,"2,454",8,2,1/245,1/6.28,2.00,32,13.0,-417,"3,674",15,4,1/193,1/6.23,1.83,39,7.0,-136,"5,912",22,17,1/152,1/6.18,3.17,16,8.0
2025-11-24,月,いいえ,+168,"6,800",24,25,1/139,1/6.09,4.39,20,7.0,+338,"7,141",26,21,1/152,1/5.80,3.22,7,-,+906,"7,172",27,27,1/133,1/5.94,4.57,25,5.0,-633,"3,612",12,7,1/190,1/6.00,2.33,39,14.0,+747,"4,693",20,15,1/134,1/6.11,3.74,13,6.0
2025-11-23,日,はい,-716,"4,296",15,6,1/205,1/5.92,1.83,42,18.0,"+1,457","4,937",24,13,1/133,1/5.94,3.08,6,-,+272,"7,100",24,31,1/129,1/6.17,5.06,20,3.0,"-1,001","4,439",11,14,1/178,1/5.80,3.39,17,11.0,+993,"7,083",31,21,1/136,1/6.23,3.44,24,4.0
2025-11-22,土,はい,"-1,830","4,179",9,12,1/199,1/6.27,3.02,44,12.0,"+1,956","7,060",37,14,1/138,1/6.17,2.08,15,1.0,"-2,657","5,402",11,10,1/257,1/5.93,1.84,32,1.0,"+1,886","7,146",30,27,1/125,1/5.82,4.66,14,-,+992,"8,135",32,27,1/138,1/5.96,3.99,31,16.0
2025-11-21,金,いいえ,"+1,209","5,984",22,29,1/117,1/5.97,5.23,41,15.0,-186,"1,290",5,2,1/184,1/6.34,2.87,16,-,-277,"4,358",16,9,1/174,1/5.95,2.33,22,6.0,+192,"1,615",9,1,1/162,1/6.75,2.41,26,4.0,-894,"7,249",21,25,1/158,1/5.94,3.94,72,31.0
2025-11-20,木,はい,"+2,831","7,411",40,22,1/120,1/6.31,3.69,41,6.0,"+2,590","8,497",41,26,1/127,1/6.03,3.74,14,-,-552,"4,703",17,11,1/168,1/6.26,2.54,17,3.0,-32,"6,080",26,11,1/164,1/6.28,1.91,35,18.0,-381,"6,272",21,20,1/153,1/6.06,3.59,55,14.0
2025-11-19,水,いいえ,-655,"5,625",17,22,1/144,1/6.26,4.48,91,68.0,+460,"5,292",24,12,1/147,1/6.37,2.51,16,4.0,"+1,009","3,402",18,5,1/148,1/5.91,2.20,12,-,-979,"2,428",7,4,1/221,1/6.43,2.42,23,4.0,-535,"4,658",16,9,1/186,1/5.86,2.13,19,3.0
2025-11-18,火,いいえ,"-1,092","6,669",24,13,1/180,1/6.28,1.89,89,70.0,+484,"7,450",30,21,1/146,1/6.11,3.08,15,1.0,-662,"1,353",3,2,1/271,1/5.96,2.73,14,3.0,-477,"2,637",7,8,1/176,1/5.75,3.35,11,-,+58,"7,229",29,20,1/148,1/6.34,2.99,19,4.0
2025-11-16,日,はい,"-1,357","6,617",20,18,1/174,1/6.14,2.75,82,46.0,"-1,602","4,343",13,6,1/229,1/6.27,1.78,35,21.0,"+2,620","8,739",40,31,1/123,1/5.99,4.54,6,-,"+2,358","8,271",38,27,1/127,1/5.95,4.06,14,8.0,"-1,955","5,373",13,16,1/185,1/6.29,3.11,36,1.0
2025-11-15,土,はい,"-1,163","4,453",15,9,1/186,1/6.52,2.24,45,2.0,"-1,389","4,716",13,9,1/214,1/5.89,2.04,34,15.0,+30,"2,724",12,5,1/160,1/6.37,2.57,19,1.0,"-1,090","4,733",15,9,1/197,1/6.06,2.07,43,9.0,+269,"5,699",22,17,1/146,1/6.07,3.37,18,-
2025-11-14,金,いいえ,"-1,974","4,932",12,11,1/214,1/6.14,2.25,35,9.0,+818,"4,779",20,15,1/137,1/5.94,3.65,26,1.0,-630,"3,951",12,14,1/152,1/6.32,3.92,41,6.0,-51,"6,374",22,23,1/142,1/6.12,4.25,24,-,-643,"2,709",8,6,1/194,1/5.98,2.72,25,1.0
2025-11-13,木,いいえ,+820,"6,344",26,18,1/144,1/5.90,3.17,17,3.0,-766,"3,678",10,13,1/160,1/6.16,3.84,32,15.0,-887,"2,276",4,8,1/190,1/5.88,3.63,42,10.0,+260,"4,462",15,19,1/131,1/6.00,4.69,14,1.0,-82,"1,702",6,6,1/142,1/6.37,3.73,13,-
2025-11-12,水,いいえ,"-2,161","5,050",13,8,1/240,1/6.14,1.76,21,3.0,"+1,888","6,603",33,18,1/129,1/6.18,3.17,31,10.0,+975,"6,508",29,16,1/145,1/6.05,2.63,18,2.0,+166,"1,559",8,2,1/156,1/6.55,2.70,15,-,"+3,030","7,204",39,23,1/116,1/6.25,4.08,16,1.0
2025-11-11,火,いいえ,+431,"5,028",22,10,1/157,1/6.05,2.22,13,-,+691,"6,175",26,20,1/134,1/6.30,3.85,61,30.0,+466,"6,362",27,17,1/145,1/6.26,2.93,18,5.0,+687,"7,264",30,21,1/142,1/6.12,3.24,22,4.0,-826,"3,657",12,8,1/183,1/6.31,2.53,31,9.0
2025-11-10,月,はい,-893,"4,795",15,7,1/218,1/5.65,1.76,20,-,"-1,568","5,087",13,12,1/203,1/5.91,2.38,86,58.0,+163,"6,492",26,19,1/144,1/6.32,3.30,24,4.0,"-1,897","7,547",21,22,1/176,1/6.16,2.97,28,4.0,"-1,511","6,297",18,15,1/191,1/5.96,2.29,24,4.0
2025-11-09,日,はい,"+1,737","7,520",37,22,1/127,1/6.45,3.50,12,-,"-2,211","4,613",9,11,1/231,1/6.01,2.40,71,18.0,"-1,481","5,233",17,7,1/218,1/6.15,1.64,53,28.0,-239,"7,796",31,15,1/169,1/6.09,1.80,25,12.0,+479,"6,303",25,19,1/143,1/6.07,3.44,13,1.0
2025-11-08,土,はい,-952,"4,350",13,11,1/181,1/6.08,2.72,17,-,-620,"5,227",18,15,1/158,1/6.30,3.14,63,32.0,"-1,584","3,999",9,11,1/200,1/6.13,2.91,31,7.0,-757,"2,550",8,2,1/255,1/5.84,1.95,20,3.0,+592,"6,805",27,23,1/136,1/6.18,4.05,24,4.0
2025-11-07,金,いいえ,"+2,621","7,951",42,19,1/130,1/6.16,2.58,13,-,+249,"8,855",31,32,1/141,1/6.02,4.41,61,37.0,"-1,215","4,263",12,12,1/178,1/6.32,3.04,22,5.0,"+1,068","6,611",29,21,1/132,1/6.24,3.80,17,4.0,+433,"6,651",26,22,1/139,1/6.19,3.91,24,2.0
2025-11-06,木,いいえ,+171,"7,312",25,25,1/146,1/5.86,4.01,24,6.0,"-1,245","5,574",15,20,1/159,1/6.22,4.03,82,53.0,"+3,241","7,008",40,15,1/127,1/5.93,2.35,18,1.0,+940,"7,388",26,32,1/127,1/5.91,5.08,17,-,"-1,666","4,542",12,5,1/267,1/5.74,1.60,29,5.0
2025-11-05,水,いいえ,-491,"7,327",25,27,1/141,1/6.40,4.41,36,16.0,-543,"7,065",28,15,1/164,1/6.39,2.06,69,33.0,"+1,204","8,417",34,29,1/134,1/6.04,4.24,19,5.0,-856,"4,982",17,9,1/192,1/6.03,1.98,20,1.0,+663,"6,973",29,19,1/145,1/6.08,2.97,14,-
2025-11-03,月,いいえ,"-1,073","4,517",11,12,1/196,1/5.61,2.77,27,9.0,"-2,163","4,447",10,10,1/222,1/6.34,2.33,47,13.0,"-1,580","5,609",16,13,1/193,1/6.12,2.30,55,8.0,"+3,476","9,286",48,24,1/129,1/5.91,2.85,18,-,-25,"7,695",28,24,1/148,1/6.10,3.54,34,7.0
2025-11-02,日,はい,"+2,474","8,131",41,23,1/127,1/6.19,3.34,12,-,+41,"8,107",28,29,1/142,1/6.05,4.31,14,2.0,"-1,194","2,738",5,8,1/211,1/5.90,3.17,35,21.0,"-1,597","6,458",18,22,1/161,1/6.38,3.82,42,4.0,-96,"6,286",18,31,1/128,1/6.06,5.23,38,3.0
2025-11-01,土,はい,-149,"6,869",22,24,1/149,1/5.85,4.06,41,2.0,"-2,371","6,052",14,14,1/216,1/5.99,2.17,24,10.0,+356,"6,969",26,21,1/148,1/5.91,3.38,14,-,-665,"3,777",11,11,1/172,1/5.96,3.20,39,15.0,"-1,270","4,793",15,7,1/218,1/5.98,1.76,39,15.0
2025-10-31,金,いいえ,-22,"6,406",23,21,1/146,1/6.12,3.79,25,6.0,-749,"4,858",14,16,1/162,1/5.99,3.64,14,-,-40,"6,583",23,22,1/146,1/6.04,3.88,19,3.0,-515,"2,250",7,5,1/188,1/6.13,2.85,32,7.0,+455,"6,841",29,16,1/152,1/6.13,2.39,16,2.0
2025-10-30,木,はい,-451,"5,721",21,10,1/185,1/5.88,1.85,21,1.0,+316,"7,327",28,23,1/144,1/6.11,3.62,15,-,-245,"4,451",18,7,1/178,1/6.13,1.95,17,1.0,"+1,492","6,645",30,17,1/141,1/5.83,2.78,20,3.0,+398,"6,966",25,25,1/139,1/5.97,4.29,16,1.0
2025-10-29,水,いいえ,-881,"3,145",9,7,1/197,1/6.08,2.62,9,-,-772,"2,775",7,10,1/163,1/6.29,3.81,22,3.0,+783,"6,242",20,33,1/118,1/5.97,5.34,17,8.0,"+2,875","8,899",40,36,1/117,1/6.01,5.09,19,2.0,+468,"6,909",22,27,1/141,1/5.63,4.62,23,1.0
2025-10-28,火,いいえ,+516,"5,328",24,11,1/152,1/6.18,2.27,8,-,+997,"3,214",17,5,1/146,1/5.89,2.31,15,7.0,"-1,018","2,333",5,5,1/233,1/5.93,2.70,36,10.0,-945,"6,174",19,19,1/162,1/6.12,3.36,78,42.0,"-1,578","2,571",5,2,1/367,1/5.91,1.89,26,11.0
2025-10-27,月,いいえ,"+1,731","4,896",25,15,1/122,1/6.14,3.72,10,-,"+2,887","7,833",35,37,1/109,1/6.07,5.35,21,11.0,-464,"1,702",5,5,1/170,1/6.47,3.37,25,2.0,"-1,463","5,359",14,16,1/179,1/6.09,3.15,71,46.0,-593,"2,054",6,3,1/228,1/5.85,2.45,23,2.0
2025-10-26,日,はい,-910,"4,125",13,6,1/217,1/5.81,1.87,13,3.0,+406,"6,869",26,16,1/164,1/5.66,2.30,39,24.0,"+1,586","6,078",29,16,1/135,1/5.99,2.99,15,2.0,"-1,511","5,256",13,15,1/188,1/5.94,2.95,56,17.0,-438,"4,835",13,19,1/151,1/5.77,4.37,10,-
2025-10-25,土,はい,"+1,936","7,840",33,30,1/124,1/5.93,4.77,6,-,-949,"4,510",14,9,1/196,1/5.94,2.18,32,8.0,"+2,173","7,767",35,25,1/129,1/5.86,3.94,24,16.0,-536,"3,892",12,11,1/169,1/5.95,3.12,36,4.0,+655,"5,665",27,12,1/145,1/6.44,2.32,8,2.0
2025-10-24,金,いいえ,"+1,314","7,374",31,25,1/132,1/6.04,4.14,8,1.0,"-1,686","2,440",3,6,1/271,1/6.18,2.81,29,21.0,-474,"5,324",20,12,1/166,1/6.26,2.38,43,2.0,+978,"6,326",29,17,1/138,1/6.29,3.03,41,12.0,+127,"4,421",16,14,1/147,1/5.95,3.59,7,-
2025-10-23,木,いいえ,+350,"6,908",27,21,1/144,1/6.13,3.46,24,9.0,"-1,285","4,357",11,10,1/207,1/5.80,2.42,15,4.0,"-1,336","2,835",7,5,1/236,1/6.31,2.33,43,19.0,+327,"6,702",27,16,1/156,1/5.99,2.44,45,2.0,-339,"2,507",8,6,1/179,1/5.87,2.92,11,-
2025-10-22,水,いいえ,-612,"5,928",20,18,1/156,1/6.22,3.36,47,2.0,+24,"6,655",26,16,1/158,1/6.06,2.44,8,2.0,-469,"3,343",11,8,1/176,1/6.01,2.77,22,14.0,"-1,036","7,652",23,27,1/153,1/6.16,4.11,45,23.0,"+2,336","5,056",28,13,1/123,1/5.93,3.10,6,-
2025-10-21,火,いいえ,-457,"6,535",24,14,1/172,1/6.02,2.10,33,17.0,-758,"2,538",6,9,1/169,1/6.17,3.73,11,-,-158,"4,054",15,10,1/162,1/6.05,2.79,16,5.0,-521,"8,417",28,28,1/150,1/6.10,3.86,41,8.0,-750,"3,389",10,9,1/178,1/6.10,2.98,16,5.0
2025-10-20,月,はい,+408,"6,162",27,12,1/158,1/6.13,2.03,14,4.0,+681,"5,543",23,16,1/142,1/6.01,3.29,10,-,"+1,440","7,674",31,29,1/128,1/5.98,4.67,14,4.0,-703,"7,311",22,27,1/149,1/6.05,4.34,34,20.0,+904,"5,649",24,17,1/138,1/6.01,3.49,14,4.0
2025-10-19,日,はい,+448,"6,231",27,16,1/145,1/6.33,2.79,13,-,"+2,595","7,100",38,14,1/137,1/5.89,2.08,13,-,-410,"6,799",23,18,1/166,1/5.86,2.69,31,2.0,-487,"5,335",20,11,1/172,1/6.17,2.18,20,7.0,"+1,157","8,901",34,31,1/137,1/5.87,4.28,29,9.0
2025-10-18,土,はい,+380,"8,530",32,30,1/138,1/6.19,4.30,15,1.0,-472,"3,247",11,8,1/171,1/6.18,2.87,14,2.0,+643,"7,078",26,25,1/139,1/5.90,4.23,16,1.0,-709,"3,795",14,7,1/181,1/6.47,2.25,12,-,+747,"6,895",27,23,1/138,1/6.00,3.97,21,5.0
2025-10-17,金,いいえ,"-2,511","4,752",9,13,1/216,1/6.33,2.76,27,6.0,"+2,920","5,371",32,14,1/117,1/6.05,3.22,15,4.0,-912,"2,699",7,6,1/208,1/6.03,2.70,15,4.0,+768,"5,419",23,14,1/146,1/5.90,2.87,11,-,-368,"1,903",7,4,1/173,1/6.62,2.91,21,6.0
2025-10-16,木,いいえ,"-1,037","5,305",14,15,1/183,1/5.72,2.94,16,1.0,+285,"5,461",21,17,1/144,1/6.08,3.57,15,2.0,+725,"4,376",19,12,1/141,1/5.97,3.17,13,-,"+4,272","6,721",43,20,1/107,1/6.31,3.91,15,2.0,+619,"7,888",30,26,1/141,1/5.99,3.91,20,4.0
2025-10-15,水,いいえ,+290,"6,562",29,16,1/146,1/6.52,2.59,14,-,-380,"4,817",16,13,1/166,1/5.90,2.92,34,3.0,-58,"4,863",16,17,1/147,1/5.91,3.97,31,9.0,-78,"3,106",11,10,1/148,1/6.13,3.61,22,8.0,"-1,386","4,198",10,15,1/168,1/6.36,3.88,44,10.0
2025-10-14,火,いいえ,"+1,891","3,813",20,17,1/103,1/6.27,4.87,12,-,-779,"1,481",2,3,1/296,1/5.44,2.86,38,10.0,-173,"3,685",12,13,1/147,1/6.04,3.91,19,6.0,-499,484,0,1,1/484,1/6.14,3.26,13,1.0,"-1,162","4,047",12,12,1/169,1/6.60,3.25,28,9.0
2025-10-13,月,いいえ,"+1,840","9,409",34,41,1/125,1/5.73,5.23,22,3.0,-344,"5,035",17,13,1/168,1/5.86,2.76,19,5.0,-721,"5,221",18,14,1/163,1/6.32,2.88,12,-,"+3,036","6,738",33,30,1/107,1/6.07,5.21,14,2.0,"-1,614","6,386",13,28,1/156,1/5.95,4.86,19,5.0
2025-10-12,日,はい,-163,"5,451",21,11,1/170,1/5.99,2.13,58,33.0,"+1,223","8,448",33,33,1/128,1/6.08,4.85,11,-,+326,"5,280",23,9,1/165,1/6.01,1.94,11,-,+869,"8,383",32,25,1/147,1/5.77,3.32,25,7.0,"+2,504","7,250",38,18,1/129,1/6.08,2.77,18,7.0
2025-10-11,土,はい,-20,"8,531",29,33,1/138,1/6.15,4.73,42,10.0,-528,"1,842",4,5,1/205,1/5.57,3.17,23,7.0,"+2,779","8,639",37,36,1/118,1/5.83,5.13,16,-,-634,"2,926",10,5,1/195,1/6.21,2.34,32,6.0,"+2,120","8,208",35,29,1/128,1/5.82,4.42,26,3.0
2025-10-10,金,はい,-627,"6,340",21,21,1/151,1/6.25,3.78,25,1.0,"+2,122","7,005",34,21,1/127,1/6.05,3.61,22,-,-364,"4,643",14,15,1/160,1/5.78,3.58,24,2.0,"-1,052","2,616",5,6,1/238,1/5.60,2.71,28,3.0,-609,"7,736",26,24,1/155,1/6.12,3.44,35,7.0
2025-10-09,木,いいえ,-608,"6,497",21,18,1/167,1/5.90,2.88,19,1.0,-885,"1,878",5,2,1/268,1/6.21,2.32,49,22.0,-49,"1,578",5,4,1/175,1/5.48,3.19,18,3.0,"+1,254","5,654",27,14,1/138,1/6.10,2.79,15,-,"-1,103","5,760",18,16,1/169,1/6.22,2.92,27,8.0
2025-10-08,水,いいえ,+436,"4,885",18,20,1/129,1/6.16,4.66,17,3.0,"-1,514","1,988",1,6,1/284,1/5.91,3.21,42,22.0,"+1,965","4,504",23,15,1/119,1/5.88,4.03,19,2.0,+442,"7,611",30,25,1/138,1/6.25,3.91,20,1.0,+501,"4,973",21,12,1/151,1/5.99,2.68,14,-
2025-10-07,火,いいえ,-299,"6,211",23,16,1/159,1/6.14,2.69,25,3.0,"+2,269","7,866",37,27,1/123,1/6.14,4.34,19,-,"+1,951","8,766",34,37,1/123,1/5.84,5.14,31,6.0,"-1,350","4,432",13,9,1/201,1/6.19,2.21,38,7.0,-331,"5,534",18,19,1/150,1/6.05,3.92,22,3.0
2025-10-05,日,はい,-684,"5,129",19,8,1/190,1/6.09,1.81,16,-,"+1,413","7,242",31,22,1/137,1/5.90,3.55,41,17.0,"-1,457","4,266",9,10,1/225,1/5.58,2.43,53,12.0,"-1,142","5,340",18,9,1/198,1/6.12,1.83,18,2.0,"-1,090","5,459",18,14,1/171,1/6.38,2.68,24,6.0
2025-10-04,土,はい,+354,"5,098",22,11,1/154,1/6.13,2.38,15,-,"-2,179","6,183",15,18,1/187,1/6.21,2.96,59,21.0,"-1,314","5,080",13,18,1/164,1/6.21,3.92,38,19.0,"+1,240","7,557",32,26,1/130,1/6.17,4.24,16,1.0,-289,"2,978",11,5,1/186,1/5.96,2.33,19,3.0
2025-10-03,金,いいえ,"+1,156","6,617",26,25,1/130,1/5.92,4.57,13,-,"-1,356","1,638",2,2,1/410,1/6.25,2.43,45,16.0,"+2,307","8,007",36,28,1/125,1/5.93,4.40,24,7.0,-692,726,1,0,1/726,1/6.49,2.71,29,5.0,"+2,621","6,485",35,19,1/120,1/6.19,3.61,17,4.0
