日付,曜日,特定日,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-10-18,土,はい,"+1,167","5,653",29,5,1/166,-,2.61,25,-,-999,"2,175",6,5,1/198,-,3.19,74,20.0,-900,"4,153",13,7,1/208,-,2.60,28,3.0,-81,"6,646",27,11,1/175,-,2.78,54,26.0,-709,"2,221",8,1,1/247,-,2.48,76,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-17,金,いいえ,-178,153,0,0,-,-,3.32,42,28.0,-519,"6,821",27,6,1/207,-,1.92,55,2.0,"+1,245","2,374",14,6,1/119,-,4.29,14,-,+0,"5,546",21,15,1/154,-,3.98,53,11.0,-144,"5,466",22,12,1/161,-,3.50,62,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-16,木,いいえ,+301,"3,411",17,3,1/171,-,2.84,28,-,-133,"2,127",9,3,1/177,-,3.13,52,1.0,-332,681,1,2,1/227,-,3.39,46,18.0,+191,"4,983",20,12,1/156,-,3.74,51,5.0,-499,"1,882",6,2,1/235,-,2.77,58,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-15,水,いいえ,-452,"2,941",11,4,1/196,-,2.81,52,9.0,-451,622,1,0,1/622,-,2.94,53,1.0,-111,"4,093",16,10,1/157,-,3.68,43,-,"-2,233","3,545",6,7,1/273,-,2.40,85,28.0,+433,"4,632",21,10,1/149,-,3.76,57,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-14,火,いいえ,-512,458,0,0,-,-,2.98,49,6.0,-252,"1,307",5,2,1/187,-,3.23,55,6.0,-287,"1,594",6,2,1/199,-,3.06,43,-,-339,272,0,0,-,-,3.18,65,10.0,-862,"1,168",2,1,1/389,-,2.75,87,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-13,月,いいえ,-452,335,0,0,-,-,3.11,34,12.0,-286,"2,355",9,5,1/168,-,3.39,52,18.0,-360,312,0,0,-,-,3.14,22,-,-915,"5,589",21,10,1/180,-,2.83,72,20.0,"-1,066","5,137",19,7,1/198,-,2.43,85,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-12,日,はい,-317,"4,565",18,8,1/176,-,2.99,20,-,"-1,122","3,615",12,5,1/213,-,2.54,56,20.0,+0,"3,819",16,6,1/174,-,3.01,24,4.0,-654,718,1,0,1/718,-,2.84,36,12.0,"-1,472","4,579",13,9,1/208,-,2.65,61,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-11,土,はい,-371,"1,637",5,3,1/205,-,3.13,16,-,"+1,189","3,399",19,4,1/148,-,3.34,53,35.0,+573,"6,729",29,13,1/160,-,3.33,18,2.0,-232,821,3,0,1/274,-,2.99,16,-,-804,"1,749",5,0,1/350,-,2.37,54,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-10,金,はい,"+1,316","4,503",23,11,1/132,-,4.36,14,-,-385,"1,279",5,1,1/213,-,3.01,86,34.0,-516,"1,671",5,2,1/239,-,2.85,26,11.0,+244,"3,246",15,5,1/162,-,3.23,15,1.0,-575,"1,673",6,1,1/239,-,2.74,52,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-09,木,いいえ,-556,772,1,2,1/257,-,3.28,32,9.0,-539,"1,901",6,3,1/211,-,2.98,88,56.0,-637,"1,238",2,3,1/248,-,3.16,23,5.0,-592,"1,256",3,3,1/209,-,3.28,23,5.0,-465,550,1,0,1/550,-,3.01,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-08,水,いいえ,-137,"2,199",10,1,1/200,-,2.72,16,2.0,"-1,021","3,711",11,8,1/195,-,2.98,88,70.0,-484,"3,134",10,6,1/196,-,2.96,17,1.0,-467,750,2,0,1/375,-,2.93,18,1.0,+249,"5,592",25,10,1/160,-,3.28,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-07,火,いいえ,+301,"1,476",9,0,1/164,-,3.08,15,3.0,-486,"3,151",11,6,1/185,-,3.06,82,61.0,+267,"1,810",9,1,1/181,-,2.97,11,-,-456,703,2,0,1/352,-,2.98,12,1.0,-327,"5,404",22,8,1/180,-,2.69,21,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-05,日,はい,"+2,928","6,688",36,18,1/124,-,5.04,26,6.0,"-2,345","6,025",16,11,1/223,-,2.26,80,54.0,-544,752,1,2,1/251,-,3.31,15,5.0,"+1,297","4,378",25,5,1/146,-,3.33,10,-,+539,"3,385",15,7,1/154,-,3.57,20,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-04,土,はい,"-1,331","2,064",5,0,1/413,-,2.16,52,25.0,-926,"4,571",15,10,1/183,-,3.08,62,10.0,"+1,013","8,031",35,23,1/138,-,4.78,12,-,"+1,161","6,694",34,11,1/149,-,3.51,13,1.0,-944,"4,226",13,10,1/184,-,3.17,27,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-03,金,いいえ,-380,"3,221",13,2,1/215,-,2.38,39,5.0,-493,"1,412",4,3,1/202,-,3.24,34,8.0,"+1,556","7,977",36,22,1/138,-,4.75,12,-,-320,412,1,0,1/412,-,3.16,26,7.0,-826,"2,202",7,2,1/245,-,2.60,19,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-02,木,いいえ,-438,"1,724",6,1,1/246,-,2.70,33,2.0,-254,"1,076",4,2,1/179,-,3.36,31,12.0,-433,"2,218",7,5,1/185,-,3.27,19,4.0,"+1,942","3,175",20,9,1/109,-,4.82,15,1.0,"+1,045","1,947",13,3,1/122,-,3.88,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-01,水,いいえ,"+1,704","8,483",42,20,1/137,-,4.59,31,4.0,-558,"1,825",4,4,1/228,-,3.05,26,11.0,-611,"6,608",26,11,1/179,-,2.71,15,-,+309,"6,345",25,17,1/151,-,4.11,44,13.0,"+1,169","6,587",31,15,1/143,-,4.14,27,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-30,火,はい,-290,"1,395",6,0,1/233,-,2.78,66,21.0,"+1,051","3,735",19,12,1/120,-,4.80,12,-,+283,"3,499",15,5,1/175,-,2.97,14,2.0,-304,"5,836",22,12,1/172,-,3.14,45,11.0,"-1,195","3,134",8,8,1/196,-,3.18,34,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-29,月,いいえ,-645,"1,165",2,3,1/233,-,3.24,46,21.0,-336,"1,799",6,5,1/164,-,3.60,19,-,-163,940,2,5,1/134,-,4.02,19,-,-476,"5,493",22,9,1/177,-,2.82,25,1.0,-108,"1,929",8,3,1/175,-,3.21,24,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-28,日,はい,-751,"2,109",6,4,1/211,-,3.01,44,21.0,-775,"1,664",4,2,1/277,-,2.74,15,1.0,-523,369,0,0,-,-,3.07,14,-,-763,"4,521",15,7,1/206,-,2.51,23,8.0,+279,"5,687",25,12,1/154,-,3.65,23,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-27,土,はい,-437,"4,472",16,13,1/154,-,3.99,34,19.0,"+2,738","5,353",31,13,1/122,-,4.82,9,-,+780,"4,410",21,9,1/147,-,3.75,13,4.0,-677,"1,731",4,2,1/289,-,2.68,15,2.0,-404,"6,100",24,12,1/169,-,3.13,41,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-26,金,いいえ,-415,387,0,0,-,-,3.05,21,6.0,-211,745,2,2,1/186,-,3.45,22,1.0,"+2,408","8,209",42,18,1/137,-,4.46,21,6.0,+103,"1,246",7,0,1/178,-,3.06,15,-,-7,855,3,4,1/122,-,4.00,49,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-25,木,いいえ,-181,835,3,1,1/209,-,3.23,15,-,-278,230,0,0,-,-,3.23,17,1.0,-253,"2,351",10,3,1/181,-,3.03,48,31.0,-208,"1,433",5,1,1/239,-,2.85,16,1.0,-453,502,0,1,1/502,-,3.19,48,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-24,水,いいえ,+392,"2,097",11,3,1/150,-,3.43,15,5.0,+56,"3,118",14,7,1/148,-,3.73,10,-,-149,"3,160",13,4,1/186,-,2.83,42,27.0,"+1,185","2,444",14,5,1/129,-,3.97,15,5.0,"+1,509","8,310",37,23,1/139,-,4.75,48,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-23,火,いいえ,"+1,114","4,560",22,10,1/143,-,3.96,12,-,+442,"4,041",17,13,1/135,-,4.52,12,-,+417,"2,352",12,5,1/138,-,3.80,25,13.0,"+2,779","7,336",40,16,1/131,-,4.62,26,1.0,-470,"1,644",6,1,1/235,-,2.77,85,59.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-22,月,いいえ,-686,"1,000",2,1,1/333,-,2.92,30,7.0,-2,"1,954",9,2,1/178,-,3.07,23,-,-104,"3,729",15,9,1/155,-,3.70,43,13.0,-698,955,2,0,1/478,-,2.73,57,3.0,-320,"3,774",14,7,1/180,-,3.04,54,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-21,日,はい,-223,"1,166",4,3,1/167,-,3.52,23,10.0,+703,"2,470",15,2,1/145,-,3.31,13,-,-543,"2,820",9,6,1/188,-,3.15,44,21.0,-80,"6,094",22,19,1/149,-,4.41,53,9.0,"-1,164","3,217",10,3,1/247,-,2.30,60,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-20,土,はい,+519,"5,819",26,8,1/171,-,2.76,14,-,-80,"2,105",9,2,1/191,-,2.91,34,20.0,-719,"4,177",14,11,1/167,-,3.58,38,4.0,"-1,619","4,759",14,7,1/227,-,2.27,46,1.0,"-1,833","2,737",6,3,1/304,-,2.28,45,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-19,金,いいえ,-509,"1,283",4,1,1/257,-,2.88,32,3.0,"-1,178","1,631",2,3,1/326,-,2.77,29,10.0,-349,255,0,0,-,-,3.20,38,6.0,+932,"3,913",20,6,1/151,-,3.42,19,-,-246,839,3,0,1/280,-,2.97,32,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-18,木,いいえ,-108,633,2,1,1/211,-,3.32,28,2.0,"+2,902","6,063",38,13,1/119,-,4.91,26,5.0,-150,259,1,0,1/259,-,3.34,18,-,-592,"2,021",6,4,1/202,-,3.10,43,15.0,-735,"1,932",6,1,1/276,-,2.52,21,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-17,水,いいえ,"+2,354","4,843",29,12,1/118,-,4.86,26,5.0,-227,193,0,0,-,-,3.27,38,12.0,"+1,110","8,742",39,19,1/151,-,3.88,14,3.0,-524,375,0,0,-,-,3.07,21,7.0,-246,"1,205",4,3,1/172,-,3.47,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-16,火,いいえ,-469,580,1,1,1/290,-,3.24,34,15.0,-151,"1,871",7,3,1/187,-,3.14,39,4.0,+155,"3,030",13,5,1/168,-,3.19,35,1.0,-290,"1,411",4,3,1/202,-,3.24,19,7.0,"+2,546","7,611",41,13,1/141,-,3.89,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-15,月,いいえ,-480,655,2,0,1/328,-,3.03,18,2.0,"+1,695","8,960",43,20,1/142,-,4.31,19,1.0,-275,"2,641",12,2,1/189,-,2.76,54,29.0,-803,"1,650",3,5,1/206,-,3.36,16,-,-485,"2,798",10,6,1/175,-,3.30,25,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-14,日,はい,"+2,194","6,300",36,10,1/137,-,3.92,12,-,"-1,516","2,338",5,2,1/334,-,2.30,69,17.0,-645,"5,651",21,9,1/188,-,2.59,52,34.0,+166,"6,087",27,14,1/148,-,3.94,12,-,+725,"6,361",29,15,1/145,-,4.13,18,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-13,土,はい,"-1,229","3,740",12,6,1/208,-,2.64,35,6.0,-722,"5,023",19,5,1/209,-,2.19,52,17.0,"-1,263","4,813",14,7,1/229,-,2.23,29,10.0,+501,"2,695",13,5,1/150,-,3.56,19,-,-234,"1,692",6,2,1/212,-,2.96,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-12,金,いいえ,"-1,108","1,153",1,1,1/577,-,2.65,25,1.0,-902,"2,240",6,5,1/204,-,3.12,19,1.0,+796,"2,647",14,5,1/139,-,3.74,24,5.0,+33,"1,485",7,1,1/186,-,3.05,18,-,+898,"4,670",23,13,1/130,-,4.60,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-11,木,いいえ,-644,"1,476",4,2,1/246,-,2.92,15,-,+378,"6,181",27,11,1/163,-,3.18,23,8.0,+155,"2,760",12,6,1/153,-,3.60,44,13.0,"+1,120","6,846",30,17,1/146,-,4.20,28,5.0,+663,"5,661",25,14,1/145,-,4.12,31,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-10,水,はい,"+1,728","6,766",35,15,1/135,-,4.42,12,-,-843,"6,607",23,16,1/169,-,3.41,41,29.0,"-1,409","4,866",16,7,1/212,-,2.36,72,21.0,-767,"2,154",7,2,1/239,-,2.64,51,8.0,"-1,602","4,524",13,8,1/215,-,2.50,43,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-09,火,いいえ,+644,"7,928",34,22,1/142,-,4.62,16,-,+781,"1,662",10,4,1/119,-,4.05,32,14.0,-88,"2,391",10,4,1/171,-,3.23,37,5.0,-696,"1,503",4,0,1/376,-,2.46,40,3.0,"-1,300","3,030",9,4,1/233,-,2.52,18,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-07,日,はい,+107,"5,510",24,6,1/184,-,2.43,34,27.0,-522,"1,757",6,2,1/220,-,2.89,47,4.0,-183,"3,279",13,4,1/193,-,2.73,43,8.0,-457,"2,664",9,5,1/190,-,3.06,35,1.0,+110,"5,862",26,12,1/154,-,3.59,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-06,土,はい,"-1,022","3,659",11,7,1/203,-,2.81,64,22.0,-458,913,2,2,1/228,-,3.26,21,5.0,+48,"3,394",16,4,1/170,-,2.96,42,21.0,-525,941,2,2,1/235,-,3.23,16,6.0,+963,"6,668",32,13,1/148,-,3.75,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-05,金,いいえ,-124,"1,548",6,2,1/194,-,3.11,56,34.0,"+1,399","8,330",37,21,1/144,-,4.41,22,6.0,-785,"2,439",8,3,1/222,-,2.71,57,1.0,"+1,207","6,214",31,11,1/148,-,3.62,14,-,-493,"2,574",10,4,1/184,-,3.04,16,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-04,木,いいえ,-182,597,2,0,1/299,-,3.09,58,23.0,"-1,953","6,221",21,3,1/259,-,1.61,70,12.0,-173,"1,368",5,1,1/228,-,2.92,35,6.0,-780,"3,362",12,3,1/224,-,2.37,29,20.0,-522,"2,513",10,1,1/228,-,2.45,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-03,水,いいえ,-398,"5,250",20,11,1/169,-,3.24,56,13.0,-479,748,1,2,1/249,-,3.31,43,12.0,-681,"6,684",25,12,1/181,-,2.74,31,3.0,+257,"2,445",12,0,1/204,-,2.51,28,20.0,+181,"7,813",36,10,1/170,-,2.56,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-02,火,いいえ,+954,"5,468",23,18,1/133,-,4.82,41,2.0,-324,"2,389",9,3,1/199,-,2.87,23,7.0,+822,"5,125",23,10,1/155,-,3.50,16,7.0,-337,858,3,1,1/215,-,3.20,39,16.0,+550,"4,772",19,15,1/140,-,4.48,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-09-01,月,いいえ,-605,619,1,0,1/619,-,2.94,52,6.0,+43,889,4,2,1/148,-,3.57,22,10.0,"-1,090","1,612",3,3,1/269,-,2.90,46,18.0,-166,165,0,0,-,-,3.30,28,6.0,"+2,025","5,050",28,11,1/129,-,4.41,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-31,日,はい,-968,"2,867",8,4,1/239,-,2.55,35,1.0,+907,"7,691",39,10,1/157,-,2.95,34,3.0,-242,406,1,0,1/406,-,3.17,39,4.0,"+1,468","8,034",39,11,1/161,-,2.86,28,-,-339,778,3,0,1/259,-,3.03,31,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-30,土,はい,"-1,066","2,250",7,0,1/321,-,2.20,29,-,-827,"5,331",20,7,1/197,-,2.38,57,12.0,-321,"4,686",18,10,1/167,-,3.33,45,13.0,-562,"4,418",17,5,1/201,-,2.41,64,7.0,+520,"6,898",26,20,1/150,-,4.32,32,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-29,金,いいえ,"-1,428","2,471",5,5,1/247,-,2.78,24,-,-566,"1,064",3,0,1/355,-,2.74,55,11.0,+944,"3,178",17,8,1/127,-,4.29,44,2.0,-316,"1,182",5,0,1/236,-,2.87,42,13.0,+327,"5,863",27,8,1/168,-,2.83,29,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-28,木,いいえ,-535,"1,268",3,2,1/254,-,3.01,15,-,-590,678,1,0,1/678,-,2.88,26,2.0,-221,"5,018",20,14,1/148,-,4.16,44,18.0,"-1,049","2,734",7,5,1/228,-,2.76,24,9.0,-982,"3,021",9,3,1/252,-,2.34,53,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-27,水,いいえ,"+1,060","5,148",27,7,1/151,-,3.27,15,1.0,+243,"1,671",8,2,1/167,-,3.24,24,9.0,+139,"4,670",19,12,1/151,-,3.93,44,4.0,-387,"2,482",8,6,1/177,-,3.37,14,-,-92,"4,450",19,4,1/193,-,2.39,40,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-26,火,いいえ,"+1,795","8,591",39,25,1/134,-,5.00,30,17.0,-334,"1,204",3,3,1/201,-,3.34,46,10.0,"-1,179","2,318",4,4,1/290,-,2.59,78,32.0,+274,"2,269",11,3,1/162,-,3.24,13,-,-410,"1,602",6,2,1/200,-,3.05,36,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-25,月,いいえ,+213,"7,311",29,20,1/149,-,4.27,46,11.0,-166,"1,372",5,2,1/196,-,3.16,46,11.0,-439,"1,914",6,4,1/191,-,3.22,57,11.0,-293,486,1,0,1/486,-,3.08,29,-,-102,"6,080",27,12,1/156,-,3.50,35,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-24,日,はい,-524,"6,476",24,18,1/154,-,4.08,61,5.0,-311,"1,062",4,0,1/266,-,2.86,44,10.0,"-1,305","3,815",12,5,1/224,-,2.40,56,12.0,-273,"5,401",22,11,1/164,-,3.34,14,-,-721,"5,722",23,11,1/168,-,3.15,34,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-23,土,はい,-331,"3,520",12,8,1/176,-,3.29,59,25.0,-594,862,1,1,1/431,-,2.93,26,11.0,-5,"6,336",24,20,1/144,-,4.59,34,8.0,+821,"2,548",14,4,1/142,-,3.60,13,-,"+1,047","3,561",20,3,1/155,-,3.05,15,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-08-22,金,いいえ,-289,"3,331",11,8,1/175,-,3.35,33,9.0,"+1,419","3,014",18,5,1/131,-,3.88,24,3.0,+554,"1,008",7,1,1/126,-,3.59,16,-,"+3,333","8,165",47,16,1/130,-,4.63,21,4.0,-558,"1,033",3,0,1/344,-,2.77,17,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
